FILE_NUMBER,WATER_SOURCE_ID,WITHDRAWAL_WATER_BODY_NAME,WATER_CASE_ID,FILE_TYPE_x,CUSTOMER_NAME_x,TOTAL_PERMIT_QTY,TOTAL_PERMIT_QTY_UNIT,REPORT_FREQ,REPORT_INTERVAL,WATER_CASE_VERIFIED,WATER_SOURCE_TYPE,SOURCE_TYPE,WATER_TYPE,AQUIFER,REAA,ACTIVE_SOURCE,SOURCE_NOTES,HYDROLOGIC_UNIT_CODE,STATE_USE_SOURCE,STATE_USE,WUC_CODE_DESC,WUC_CODE_DESC_SOURCE,USGS_USE,USGS_AREA,BOROUGH,WATER_SOURCE_VERIFIED,INTAKE_NAME,INTAKE_LOCATION,INTAKE_NOTES,WELL_DEPTH,CASING_DEPTH,OPEN_INTERVALS,LAND_SURFACE_ELEVATION_FT,LAND_SURFACE_ELEVATION_SOURCE,WELL_INFO_SOURCE,ACTIVE_INTAKE,SOURCE_INTAKE_VERIFIED,METHODOLOGY,DAILY_PEAK_QTY_UNIT,WATER_SOURCE_USAGE_VERIFIED,FILE_TYPE_y,Priority Date,CUSTOMER_NAME_y,wswc_long,wswc_lat,wswc_QTY,wswc_SiteNativeID
A2012-32,2774,Kuparuk Unit,2773,TWUP,"CONOCOPHILLIPS ALASKA, INC.",16501095.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,KIC Reservoir,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUP,2012-03-23 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,50.640045434550004,
A2012-33,28749,Kuparuk Unit,28748,TWUP,"CONOCOPHILLIPS ALASKA, INC.",49998577.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Impoundments,,,,,,,dem,,T,T,metered,gallons,T,,,,,,153.44013296953,
A2012-45,59166,D-Pit Water,59165,TWUP,"CAELUS NATURAL RESOURCES ALASKA, LLC",10000000.0,gallons,M,M,T,lake,surface,fresh,,,T,From Pioneer Resources,,las,,,las,,,,T,D-Pit Water,,,,,,,dem,,T,T,metered,gallons,T,,,,,,30.6889,
A2012-53,21274, Alpine Unit,21273,TWUP,"CONOCOPHILLIPS ALASKA, INC.",58000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"L9307, L9806, L9807, L9308, N7709",,,,,,,dem,,T,T,metered,gallons,T,,,,,,177.99562,
A2012-54,21277, Alpine Unit,21276,TWUP,"CONOCOPHILLIPS ALASKA, INC.",2700000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9309,,,,,,,dem,,T,T,metered,gallons,T,,,,,,8.286003000000001,
A2012-59,21280,North Slope Assets,21279,TWUP,"HILCORP ALASKA, LLC",1173063.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Three Lakes at MPU Road,,,,,,,dem,,T,T,metered,gallons,T,,,,,,3.60000131007,
A2012-70,424,No. 21,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,No. 21,POINT (-147.39195 70.161551),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.39195,70.161551,70.33384296037,WaDEAK_S506
A2012-70,425,No. 22,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,No. 22,POINT (-147.39195 70.161551),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.39195,70.161551,70.33384296037,WaDEAK_S507
A2012-70,426,No. 23,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,,T,No. 23,POINT (-147.39195 70.161551),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.39195,70.161551,70.33384296037,WaDEAK_S508
A2012-70,428,No. 25,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,No. 25,POINT (-147.750347 70.225275),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.750347,70.225275,70.33384296037,WaDEAK_S509
A2012-70,429,No. 24,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,No. 24,POINT (-147.750347 70.225275),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.750347,70.225275,70.33384296037,WaDEAK_S510
A2012-70,26741,#21 through #25,321,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,22918333.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,#21 through #25,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,70.33384296037,
A2012-71,422,Beaufort Sea,421,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2808333.0,gallons,M,M,T,icechips,surface,seawater,,,T,"transect along Beaufort Seashore, 3 HUC's",19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Beaufort Sea,POINT (-147.0 70.0),,0.0,0.0,,0.0,other,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,70.0,8.618465060370001,WaDEAK_S512
A2012-72,354,#7,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#7,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S513
A2012-72,355,#6,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#6,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S514
A2012-72,356,#5,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#5,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S515
A2012-72,356,#5,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#5,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S515
A2012-72,357,#8,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#8,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S516
A2012-72,358,#9,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#9,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,1.37844411463,WaDEAK_S517
A2012-72,26751,#5 thru #9,353,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,449167.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,#5 thru #9,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,1.37844411463,
A2012-73,324,#10,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,3.52666711463,WaDEAK_S519
A2012-73,325,#11,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#11,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,3.52666711463,WaDEAK_S520
A2012-73,326,#12,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#12,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,3.52666711463,WaDEAK_S521
A2012-73,327,#13,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#13,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,3.52666711463,WaDEAK_S522
A2012-73,328,#14,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#14,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,3.52666711463,WaDEAK_S523
A2012-73,26743,#10 thru #14,323,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1149167.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,#10 thru #14,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,3.52666711463,
A2012-74,330,#10-09,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-09,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,9.613297925,WaDEAK_S525
A2012-74,331,#10-10,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-10,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,9.613297925,WaDEAK_S526
A2012-74,332,#10-11,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-11,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,9.613297925,WaDEAK_S527
A2012-74,332,#10-11,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-11,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,9.613297925,WaDEAK_S527
A2012-74,333,#10-14,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-14,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,9.613297925,WaDEAK_S528
A2012-74,334,#10-18,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-18,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,9.613297925,WaDEAK_S529
A2012-74,26745,5 Lakes,329,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,3132500.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Lakes,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,9.613297925,
A2012-75,336,#10-01,335,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1358333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-01,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,4.16857456037,WaDEAK_S531
A2012-75,337,#10-02,335,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1358333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-02,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,4.16857456037,WaDEAK_S532
A2012-75,338,#10-04,335,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1358333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-04,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,4.16857456037,WaDEAK_S533
A2012-75,339,#10-03,335,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1358333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-03,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,4.16857456037,WaDEAK_S534
A2012-75,340,#10-05,335,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,1358333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#10-05,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,4.16857456037,WaDEAK_S535
A2012-76,342,#17,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#17,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,7.10192396463,WaDEAK_S536
A2012-76,343,#1,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#1,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,7.10192396463,WaDEAK_S537
A2012-76,344,#2,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#2,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,7.10192396463,WaDEAK_S538
A2012-76,345,#3,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#3,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,7.10192396463,WaDEAK_S539
A2012-76,346,#4 E/W,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#4 E/W,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,7.10192396463,WaDEAK_S540
A2012-76,26747,5 Lakes,341,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2314167.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 Lakes,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,7.10192396463,
A2012-77,360,#20,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#20,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,38.38158528963,WaDEAK_S541
A2012-77,361,#18,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#18,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,38.38158528963,WaDEAK_S542
A2012-77,362,#19,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#19,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,38.38158528963,WaDEAK_S543
A2012-77,363,Shaviovik Pit,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Shaviovik Pit,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,38.38158528963,WaDEAK_S544
A2012-77,364,Alaska State C-1 Pit ,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,F,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Alaska State C-1 Pit ,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,F,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,38.38158528963,WaDEAK_S545
A2012-77,26753,3 Lakes & 2 Ponds ,359,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,12506667.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,3 Lakes & 2 Ponds ,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,38.38158528963,
A2012-78,348,#15,347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#15,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,454.79670993537,WaDEAK_S547
A2012-78,349,#16,347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,#16,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,454.79670993537,WaDEAK_S548
A2012-78,350,Duck Is. Mine Site,347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Duck Is. Mine Site,POINT (-148.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-148.0,69.9999999993945,454.79670993537,WaDEAK_S549
A2012-78,351,Sag Mine Site C (Vern Lake),347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Sag Mine Site C (Vern Lake),POINT (-148.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-148.0,69.9999999993945,454.79670993537,WaDEAK_S550
A2012-78,352,Badami Mine Site,347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Badami Mine Site,POINT (-146.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.0,69.9999999993945,454.79670993537,WaDEAK_S551
A2012-78,26749,5 sources,347,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,148195833.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,5 sources,,,,,,,dem,,T,T,metered,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,,,454.79670993537,
A2012-79,366,Offshore Portion of Sag River,365,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,2808333.0,gallons,M,M,T,river,surface,brackish,,,T,Offshore portion of Sag River,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Offshore Portion of Sag River,POINT (-147.843017578125 70.3014843317239),,0.0,0.0,,0.0,other,,T,T,estimated,gallons,T,TWUP,2012-05-07 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.843017578125,70.3014843317239,8.618465060370001,WaDEAK_S553
A2012-82,368,Unnamed Lake 22,367,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,4868333.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060402.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Unnamed Lake 22,POINT (-147.0 69.9999999993945),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUP,2012-05-08 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-147.0,69.9999999993945,14.94037846037,WaDEAK_S554
