FID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
732,High Top Ranch School, ,High Top Ranch School,NP,1053,0,UTAH21034,https://waterlink.utah.gov/deqWater/reports.html?systemId=787, , ,Utah,Sevier,Sevier River,05-05-02,Otter Creek,05-05-02a,Otter Creek,2015,DWRe,2017/03/30 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0103868510776325,5.16745039265191e-06
733,Cove Fort RV Park,"B-K Ranch Cove Fort, LLC",Cove Fort RV Park,NC,1784,2031,UTAH14061,https://www.waterrights.utah.gov/asp_apps/viewEditMGT/mgtView.asp?SYSTEM_ID=2031, , ,Utah,Millard,Cedar/Beaver,06-01-03,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,2017/03/30 00:00:00,ADAMCLARK,2020/02/26 00:00:00,,0.00557157192142087,1.59521955742939e-06
734,Cove Fort Chevron, ,Cove Fort Service Inc.,NTNC,704,0,UTAH14066,https://waterlink.utah.gov/deqWater/reports.html?systemId=1747, , ,Utah,Millard,Cedar/Beaver,06-01-03,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,2017/03/30 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00665125427555656,2.38985851606784e-06
735,Cove Fort LDS Historic Site, ,Cove Fort LDS Historic Site,NC,703,0,UTAH14060,https://waterlink.utah.gov/deqWater/reports.html?systemId=492, , ,Utah,Millard,Cedar/Beaver,06-01-03,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,2017/03/30 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0188444595412003,1.29156296982958e-05
736,Chalk Creek Water System, ,Chalk Creek Water System,NC,669,0,UTAH14014,https://waterlink.utah.gov/deqWater/reports.html?systemId=307, , ,Utah,Millard,Sevier River,05-07-00,Fillmore,05-07-00a,Fillmore,0,DWRe,2017/03/30 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0106119406935192,5.18982568242672e-06
737,Cedarview Montwell SSD,Cedarview Montwell SSD,Cedarview Montwell SSD,C,2504,11313,UTAH07072,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11313,"DCWS, DCWCD, Roosevelt City", ,Utah,Duchesne,Uintah,07-03-13,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,2018,DWRe/Supplier,2020/05/01 00:00:00,ADAMCLARK,2020/05/01 00:00:00,,0.595848626788526,0.0106500570726351
738,West Desert School, ,West Desert School,NTNC,594,0,UTAH12014,https://waterlink.utah.gov/deqWater/reports.html?systemId=1649, , ,Utah,Juab,West Desert,00-02-02,South GSL Desert,00-02-02a,South GSL Desert,0,DWRe,2017/04/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00965787071422917,5.71876149148146e-06
739,Intermountain Power Service,Intermountain Power Service Corporation,Intermountain Power Service Corp,NTNC,2364,2712,UTAH14050,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2712, , ,Utah,Millard,Sevier River,05-02-04,Delta,05-02-04a,Delta,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.175269937545542,0.00142086262444097
740,"Materion Natural Resources/Brush-Wellman, Inc.","Materion Natural Resource, Inc.",Materion Natural Resources,NTNC,2363,2610,UTAH14024,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2610, , ,Utah,Millard,Sevier River,05-02-03,Fool Creek,05-02-03a,Fool Creek,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0193816995909773,2.29234024807419e-05
741,Delta Egg Farm, ,Delta Egg Farm,NTNC,2365,0,UTAH14062,https://waterlink.utah.gov/deqWater/reports.html?systemId=535, , ,Utah,Millard,Sevier River,05-02-03,Fool Creek,05-02-03a,Fool Creek,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00845801013717269,3.50573162355401e-06
742,Maple Hollow Picnic Area, ,Maple Hollow Picnic Area,NC,672,0,UTAH14018,https://waterlink.utah.gov/deqWater/reports.html?systemId=923, , ,Utah,Millard,Sevier River,05-07-00,Fillmore,05-07-00a,Fillmore,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0179893380830094,8.1704200226854e-06
743,Sutherland LDS  Church, ,Sutherland LDS Church,NC,689,0,UTAH14041,https://waterlink.utah.gov/deqWater/reports.html?systemId=1476, , ,Utah,Millard,Sevier River,05-02-04,Delta,05-02-04a,Delta,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0031033727698048,5.94672284805748e-07
744,Maple Peak-Little Sahara, ,Maple Peak-Little Sahara,NC,593,0,UTAH12013,https://waterlink.utah.gov/deqWater/reports.html?systemId=925, , ,Utah,Juab,Sevier River,05-02-04,Delta,05-02-04a,Delta,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00917398764693432,4.97350940699458e-06
745,Ash Grove Cement Inc.,Ash Grove Cement West Inc.,Ash Grove Cement Company,NTNC,2336,2185,UTAH12039,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2185, , ,Utah,Juab,Sevier River,05-02-03,Fool Creek,05-02-03a,Fool Creek,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0216918841954262,3.09681346764367e-05
746,Yuba Lake State Recreation Area, ,Yuba Lake State Recreation Area,NC,587,0,UTAH12006,https://waterlink.utah.gov/deqWater/reports.html?systemId=1714, , ,Utah,Juab,Sevier River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0156098845994466,1.33205965358404e-05
747,Pacificorp - Currant Creek PP,PacifiCorp/Currant Creek Power Plant,Currant Creek,NP,603,11001,UTAH12024,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11001, , ,Utah,Juab,Utah Lake,04-01-02,Nephi,04-01-02a,Nephi,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0334470268552195,6.86757704719841e-05
748,Moroni Feed Co., ,Turkey Plant (Moroni),NTNC,2337,0,UTAH20053,https://waterlink.utah.gov/deqWater/reports.html?systemId=1554, , ,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0120146055160745,5.24696437246264e-06
749,Palisade State Park, ,Palisade State Park,NC,995,0,UTAH20042,https://waterlink.utah.gov/deqWater/reports.html?systemId=1114, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0183539900511454,1.28343723725446e-05
750,Palisade Lodge, ,Palisade Lodge,NC,2494,0,UTAH20046,https://waterlink.utah.gov/deqWater/reports.html?systemId=1113, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0033524688594016,5.96499093493395e-07
751,Camperworld - Mt. Pleasent, ,Camperworld - Mt. Pleasent,NTNC,1007,0,UTAH20056,https://waterlink.utah.gov/deqWater/reports.html?systemId=246, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0129603845617014,1.02006245682741e-05
752,Pine Creek Property Owners, ,Pine Creek Ranch POA,NC,1001,1903,UTAH20049,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1903, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.214645595887881,0.000611974976254712
753,Sunset View Golf Course, ,Sunset View Golf Course,NP,685,0,UTAH14035,https://waterlink.utah.gov/deqWater/reports.html?systemId=1474, , ,Utah,Millard,Sevier River,05-02-04,Delta,05-02-04a,Delta,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00443905920469464,9.31124167562604e-07
754,Burns Bros. Ranch RV Park, ,Burns RV Park,NC,1021,0,UTAH20072,https://waterlink.utah.gov/deqWater/reports.html?systemId=206, , ,Utah,Sanpete,Sevier River,05-01-00,Gunnison,05-01-00a,Gunnison,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0113338890205275,6.23390603515009e-06
755,Indian Ridge WCD, ,Indian Ridge WCD,NC,1008,0,UTAH20057,https://waterlink.utah.gov/deqWater/reports.html?systemId=839, , ,Utah,Sanpete,Utah Lake,04-01-03,Soldier Summit,04-01-03a,Soldier Summit,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00731005035192477,2.64386452745616e-06
756,Mammoth Guard Station, ,Mammoth GS - Gooseberry Campground,NC,986,0,UTAH20024,https://waterlink.utah.gov/deqWater/reports.html?systemId=909, , ,Utah,Sanpete,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00247464007741057,3.69632960357445e-07
757,Camp Mia Shalom, ,Mia Shalom Recreation Camp,NC,1004,0,UTAH20039,https://waterlink.utah.gov/deqWater/reports.html?systemId=1215, , ,Utah,Sanpete,West Colorado River,08-02-01,Huntington Creek,08-02-01a,Huntington,0,DWRe,2017/04/10 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0232781773238414,2.20718059456054e-05
758,Fairview Lakes Development, ,Fairview Lakes Development,NC,1006,0,UTAH20054,https://waterlink.utah.gov/deqWater/reports.html?systemId=639, , ,Utah,Sanpete,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0545767151089916,0.000139237242922702
759,Goblin Valley State Park, ,Goblin Valley State Park,NC,368,0,UTAH08024,https://waterlink.utah.gov/deqWater/reports.html?systemId=712, , ,Utah,Emery,West Colorado River,08-03-04,Lower Muddy Creek,08-03-04a,Muddy Creek,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0133683347615872,1.04830740042227e-05
760,"Bronco Utah Operations, LLC","Bronco Utah Operations, LLC",Consolidation Coal Co.,NP,2377,2629,UTAH08027,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2629, , ,Utah,Emery,West Colorado River,08-03-03,Emery,08-03-03a,Emery,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2019/09/04 00:00:00,,0.0109029163617334,7.80176365040365e-06
761,Pacificorp - Hunter PP,PacifiCorp (Hunter Plant),Upl Hunter Plant,NP,2380,2720,UTAH08033,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2720, , ,Utah,Emery,West Colorado River,08-02-04,Castle Dale,08-02-04a,Castle Dale,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0472773586652478,0.000126705000069909
762,Sportsmans Lodge, , ,NC,2303,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,08-02-02,Joes Valley,08-02-02a,Joes Valley,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/04/13 00:00:00,,0.0131781369155692,6.35973701390396e-06
763,Fillmore Subdivision, ,Fillmore Subdivision - Joes Valley,NC,366,0,UTAH08020,https://waterlink.utah.gov/deqWater/reports.html?systemId=651, , ,Utah,Emery,West Colorado River,08-02-02,Joes Valley,08-02-02a,Joes Valley,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0436871681024974,5.12514630967012e-05
764,Energy West, ,Trail Mountain Mine,NP,2379,0,UTAH08009,https://waterlink.utah.gov/deqWater/reports.html?systemId=1538, , ,Utah,Emery,West Colorado River,08-02-04,Castle Dale,08-02-04a,Castle Dale,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0154348180145403,7.22055897549579e-06
765,Pacificorp - Huntington PP,PacifiCorp (Huntington Power Plant),PacifiCorp Huntington Plant,NTNC,2447,11095,UTAH08034,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11095, , ,Utah,Emery,West Colorado River,08-02-04,Castle Dale,08-02-04a,Castle Dale,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.041241272654316,0.000102127674038282
766,Co-op Mining Co. & Huntington Power Plant,Co-op Mining Company (Bear Canyon Mine),Castle Valley Mining,NTNC,2376,2628,UTAH08041,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2628, , ,Utah,Emery,West Colorado River,08-02-01,Huntington Creek,08-02-01a,Huntington,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0179733184600991,1.34348140173941e-05
767,Cleveland Lloyd Quarry, ,Cleveland Lloyd Dinosaur Quarry,NP,369,0,UTAH08025,https://waterlink.utah.gov/deqWater/reports.html?systemId=460, , ,Utah,Emery,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00618808903997856,1.59981266633524e-06
768,ECDC Enviromental,"ECDC Environmental, L.C.", ,NTNC,2371,2194, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2194, , ,Utah,Carbon,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2017/04/13 00:00:00,,0.0385843473666824,2.71813686872527e-05
769,Sunnyside Cogeneration Associates,Sunnyside Cogeneration Associates, ,NTNC,2373,2723, ,https://www.waterrights.utah.gov/asp_apps/viewEditIND/indView.asp?SYSTEM_ID=2723, , ,Utah,Carbon,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0,DWRe,2017/04/13 00:00:00,ADAMCLARK,2020/02/26 00:00:00,,0.0285769199268912,5.25970459523959e-05
770,ANR Co. Inc,ANR Company Inc., ,NTNC,2449,2638, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2638, , ,Utah,Carbon,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0,DWRe,2017/04/17 00:00:00,ADAMCLARK,2017/04/17 00:00:00,,0.0208380610865894,2.47334282212438e-05
771,"Canyon Fuel Co, LLC - Skyline Mine","Canyon Fuel Company, LLC - Skyline Mines",Skyline Mine,NTNC,214,2616,UTAH04040,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2616, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0171476606985944,9.79926538812395e-06
772,Helaman Hollow Recreation, ,Helaman Hollow Recreation Camp,NC,2451,0,UTAH04057,https://waterlink.utah.gov/deqWater/reports.html?systemId=1796, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.01846627641539,1.56603936575848e-05
773,Clear Creek Camp, ,Clear Creek Camp - Alpine School Dist,NC,203,0,UTAH04025,https://waterlink.utah.gov/deqWater/reports.html?systemId=454, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.011274477524383,7.98958508098346e-06
774,Aspen View - Scofield Mountain Homes, ,Aspen View - Scofield Mountain Homes,NC,182,0,UTAH04001,https://waterlink.utah.gov/deqWater/reports.html?systemId=61, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/24 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.031302884696013,4.94182865981149e-05
775,Mountain View, ,Mountain View Campground,NC,206,0,UTAH04029,https://waterlink.utah.gov/deqWater/reports.html?systemId=1008, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0119402725938697,5.47910758820573e-06
776,Scofield Res. Camp, ,Scofield Reservoir Camp,NC,201,0,UTAH04023,https://waterlink.utah.gov/deqWater/reports.html?systemId=1315, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0223070898652204,1.81087080685573e-05
777,Madsen Bay, ,Madsen Bay Campground,NC,221,0,UTAH04049,https://waterlink.utah.gov/deqWater/reports.html?systemId=900, , ,Utah,Utah,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0119638282034207,8.7294391465755e-06
778,Aspen Cove, ,Aspen Cove Association,C,223,0,UTAH04051,https://waterlink.utah.gov/deqWater/reports.html?systemId=50, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/20 00:00:00,ADAMCLARK,2020/02/11 00:00:00,,0.0707311713125445,0.000234583888472986
779,Clear Creek Utilities,"Clear Creek Utilities, Inc.",Clear Creek Utilities Inc,NC,184,1165,UTAH04003,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1165, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/04/20 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0136401350398869,9.02435754197299e-06
780,Sweet Family Partnership,Sweet Family Partnership,Horizon Mine,NTNC,2375,2203,UTAH04038,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2203, , ,Utah,Carbon,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0,DWRe,2017/04/24 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0186767348719237,7.69063638086431e-06
781,Price Canyon Recreation Area, ,Price Canyon Recreation Area,NP,204,0,UTAH04026,https://waterlink.utah.gov/deqWater/reports.html?systemId=1207, , ,Utah,Carbon,West Colorado River,08-01-02,Colton,08-01-02a,Colton,0,DWRe,2017/04/24 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0156029052624266,1.27944767260637e-05
782,Taylor - West Weber WID,Taylor-West Weber Water Improvement District,Taylor - West Weber WID,C,1653,1286,UTAH29019,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1286, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.615053641364085,0.004345760151909
783,Bill Barrett Corp., , ,NTNC,2450,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Carbon,West Colorado River,08-01-02,Colton,08-01-02a,Colton,0,DWRe,2017/04/26 00:00:00,ADAMCLARK,2017/04/26 00:00:00,,0.00646643868265644,2.15248350966206e-06
784,Pacificorp - Carbon PP,PacifiCorp (Carbon Plant), ,NTNC,2374,2721, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2721, , ,Utah,Carbon,West Colorado River,08-01-02,Colton,08-01-02a,Colton,0,DWRe,2017/04/26 00:00:00,ADAMCLARK,2017/04/26 00:00:00,,0.0165775743598058,8.47294696415502e-06
785,Bacon Rind Ridge Water Co., ,Bacon Rine Ridge Water Company,NP,208,0,UTAH04031,https://waterlink.utah.gov/deqWater/reports.html?systemId=81, , ,Utah,Carbon,West Colorado River,08-01-03,Price River,08-01-03a,Price A,0, ,2017/04/26 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.00231462279291269,3.14285297263968e-07
786,"Canyon Fuel Co., LLC - Dugout Canyon Mine","Canyon Fuel Company LLC, Dugout Canyon Mine (Jan Wooton)",Canyon Fuels Co - Dugout,NP,2369,2648,UTAH04054,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2648, , ,Utah,Carbon,West Colorado River,08-01-01,Scofield,08-01-01a,Scofield,0,DWRe,2017/05/03 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0195005681117414,1.27621077760924e-05
787,Soldier Summit SSD,Soldier Summit S.S.D.,Soldier Summit SSD,NC,1417,1284,UTAH25143,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1284, , ,Utah,Wasatch,West Colorado River,08-01-02,Colton,08-01-02a,Colton,0,DWRe,2017/05/03 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0289773285219368,5.03544404320967e-05
788,Camp Timberlane, ,Camp Timber Lane,NC,322,0,UTAH07032,https://waterlink.utah.gov/deqWater/reports.html?systemId=238, , ,Utah,Duchesne,Uintah,07-04-02,Mini Maud,07-04-02a,Mini Maud,0,DWRe,2017/05/03 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0324045740583059,5.27872855066607e-05
789,P.R. Springs, ,PR Springs,NC,1276,0,UTAH24027,https://waterlink.utah.gov/deqWater/reports.html?systemId=1107, , ,Utah,Uintah,Uintah,07-04-03,Willow Creek,07-04-03a,Willow Creek,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0442366761259855,9.25047623061473e-05
790,American Gilsonite Co.,American Gilsonite Company, ,NTNC,1852,2184, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2184, , ,Utah,Uintah,Uintah,07-05-01,White River,07-05-01a,White River,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/04 00:00:00,,0.0281187047115763,4.70212096651485e-05
791,Questar Exploration and Production Co.,QEP Energy Company, ,NTNC,2403,2602, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2602, , ,Utah,Uintah,Uintah,07-04-01,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/04 00:00:00,,0.0182769913180354,1.10744963108087e-05
792,Target Trucking Inc.,Target Trucking Inc., ,NTNC,1840,2170, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2170, , ,Utah,Uintah,Uintah,07-04-01,Pelican Lake,07-04-01a,Pelican Lake,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/04 00:00:00,,0.00646734714713333,2.55790258627675e-06
793,Dinosaur NM - Dinosaur Quarry, ,Dinosaur NM - Dinosaur Quary,NC,1279,0,UTAH24030,https://waterlink.utah.gov/deqWater/reports.html?systemId=551, , ,Utah,Uintah,Uintah,07-01-07,Vermillion/Yampa Creek,07-01-07a,Vermillion/Yampa Creek,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0104456786826458,4.29623806509627e-06
794,Red Fleet State Park, ,Red Fleet Campground,NC,1287,0,UTAH24040,https://waterlink.utah.gov/deqWater/reports.html?systemId=1231, , ,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0118901732687319,5.52796276035602e-06
795,Steinaker Lake State Park, ,Steinaker Lake State Park,NC,1272,0,UTAH24022,https://waterlink.utah.gov/deqWater/reports.html?systemId=1434, , ,Utah,Uintah,Uintah,07-02-03,Vernal,07-02-03a,Vernal,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0181976351852718,1.67116855379408e-05
796,Simplot Phosphates Limited Co.,Simplot Phosphates Limited Company,Simplot Phosphate Mine,NTNC,1286,2613,UTAH24039,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2613, , ,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,07-02-02a,Big Brush Creek,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.013282964019221,1.07374160419461e-05
797,Deseret Generation & Transmission,Deseret Generation & Transmission Cooperative,Deseret Generation & Transmission Co-op,NTNC,1283,2710,UTAH24036,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2710, , ,Utah,Uintah,Uintah,07-05-01,White River,07-05-01a,White River,0,DWRe,2017/05/04 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.101695767274856,0.000561428319257875
798,Bacon Memorial Park, ,Bacon Memorial Park,NC,1268,0,UTAH24018,https://waterlink.utah.gov/deqWater/reports.html?systemId=80, , ,Utah,Uintah,Uintah,07-03-13,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,0,DWRe,2017/05/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0130255832573413,9.80194454088191e-06
799,Ross Springs Water System, ,Ross Springs Water System,NC,235,0,UTAH05010,https://waterlink.utah.gov/deqWater/reports.html?systemId=1274, , ,Utah,Daggett,Uintah,07-01-05,Flaming Gorge Reservoir,07-01-05a,Flaming Gorge Reservoir,0,DWRe,2017/05/17 00:00:00,ADAMCLARK,2017/05/31 00:00:00,,0.0125430592350162,6.68783735814608e-06
