RegulatoryOverlayUUID,OversightAgency,RegulatoryDescription,RegulatoryName,RegulatoryOverlayNativeID,RegulatoryStatusCV,RegulatoryStatute,RegulatoryStatuteLink,StatutoryEffectiveDate,StatutoryEndDate,RegulatoryOverlayTypeCV,WaterSourceTypeCV
CAre_RO324,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Wingate Valley,6-019,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO325,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Middle Amargosa Valley,6-020,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO326,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Lower Kingston Valley,6-021,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO327,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Upper Kingston Valley,6-022,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO328,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Riggs Valley,6-023,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO329,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Red Pass Valley,6-024,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO330,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Bicycle Valley,6-025,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO331,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Avawatz Valley,6-026,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO332,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Leach Valley,6-027,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO333,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Pahrump Valley,6-028,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO334,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Mesquite Valley,6-029,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO335,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Ivanpah Valley,6-030,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO336,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Kelso Valley,6-031,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO337,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Broadwell Valley,6-032,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO338,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Soda Lake Valley,6-033,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO339,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Silver Lake Valley,6-034,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO340,Southern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Cronise Valley,6-035,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
