OID_,OBJECTID,RECORD_ID,PERMIT_NUMBER,RECORD_TYPE,WATER,STATUS,ENTITY_NAME,QUARTER3,QUARTER2,QUARTER1,SECTION,TOWNSHIP,RANGE,COUNTY,PERMIT_TYPE,TOTAL_PERMITTED_ACRE_FEET,PRIMARY_PURPOSE,DATE_FILED,DATE_ISSUED,HYDRO_UNIT,STREAM_SYSTEM,LATITUDE,LONGITUDE
1685,19081,34654,19830045,Permit,Surface Water,Active,Snell Heirs Trust, , ,NE,19,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.32968616,-96.07431211
1686,19082,32131,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,SE,NW,19,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.32782524,-96.08092951
1680,19083,32133,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,NE,SW,19,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.32422518,-96.08092781
1683,19084,32639,19830045,Permit,Surface Water,Active,Snell Heirs Trust, ,NW,NE,21,10N,12EI,Okfuskee,Regular,890,Irrigation,7/22/1983 0:00,12/13/1983 0:00,11100302,2030,35.33150307,-96.04112606
1751,19405,8726,19810177,Permit,Surface Water,Active,Van Nice Angus Ranch LLC, ,SW,SW,29,10N,14EI,McIntosh,Regular,17,"Recreation, Fish, Wildlife",9/25/1981 0:00,1/12/1982 0:00,11090204,2030,35.30615882,-95.85546283
1750,19406,8725,19810177,Permit,Surface Water,Active,Van Nice Angus Ranch LLC,SE,NE,NE,31,10N,14EI,McIntosh,Regular,17,"Recreation, Fish, Wildlife",9/25/1981 0:00,1/12/1982 0:00,11090204,2030,35.30152242,-95.85871578
1752,19407,8686,19810177,Permit,Surface Water,Active,Van Nice Angus Ranch LLC, ,NW,NW,32,10N,14EI,McIntosh,Regular,17,"Recreation, Fish, Wildlife",9/25/1981 0:00,1/12/1982 0:00,11090204,2030,35.30246937,-95.85537757
1790,19491,53426,20030022,Permit,Surface Water,Active,"Holland Living Trust, Dated October 17, 1997", ,S2,SE,32,10N,15WI,Washita,Regular,12.9,"Recreation, Fish, Wildlife",6/13/2003 0:00,12/31/2003 0:00,11130302,1083,35.29305408,-98.80416956
1657,19494,15925,19830069,Permit,Surface Water,Active,Twin Rivers Estates Inc, ,NW,NW,2,10N,16EI,McIntosh,Regular,7,Public Supply,11/3/1983 0:00,2/14/1984 0:00,11100303,2030,35.37503464,-95.5904409
1656,19495,21256,19890041,Permit,Surface Water,Active,Twin Rivers Estates Inc, ,NW,NW,2,10N,16EI,McIntosh,Regular,9,Public Supply,6/20/1989 0:00,9/12/1989 0:00,11100303,2030,35.37503464,-95.5904409
1635,19498,46461,19810104,Permit,Surface Water,Active,Bridgeport Dunes Homeowner Assn Inc,N2,NW,SW,11,10N,16EI,McIntosh,Regular,6,Public Supply,4/21/1981 0:00,7/14/1981 0:00,11100302,2030,35.35421318,-95.59040548
1576,19499,33364,19780014,Permit,Surface Water,Active,Lakewood Park Water Assoc, ,NE,SE,13,10N,16EI,McIntosh,Regular,5,Public Supply,2/3/1978 0:00,4/11/1978 0:00,11100302,2030,35.33882717,-95.55938059
1848,19503,26663,20000034,Permit,Surface Water,Active,Sewell Brothers Inc, , , ,11,10N,16WI,Washita,Regular,134,Irrigation,9/20/2000 0:00,12/12/2000 0:00,11130302,1083,35.35659155,-98.86142957
1772,19509,47952,19680434,Permit,Surface Water,Active,"Garst, Bobby", ,E2,SW,27,10N,16WI,Washita,Regular,11,Irrigation,12/16/1968 0:00,3/9/1971 0:00,11130302,1083,35.30947816,-98.88137762
1773,19510,47953,19680434,Permit,Surface Water,Active,"Garst, Bobby", ,NW,NW,27,10N,16WI,Washita,Regular,11,Irrigation,12/16/1968 0:00,3/9/1971 0:00,11130302,1083,35.31851872,-98.88572586
1613,19520,53971,19730093,Permit,Surface Water,Active,"Wood, Emma Jean Regier", , ,SE,35,10N,16WI,Washita,Regular,5,Irrigation,3/21/1973 0:00,9/11/1973 0:00,11130302,1083,35.29499154,-98.85699121
1577,19523,33365,19780014,Permit,Surface Water,Active,Lakewood Park Water Assoc, ,N2,SW,18,10N,17EI,McIntosh,Regular,5,Public Supply,2/3/1978 0:00,4/11/1978 0:00,11100302,2030,35.33891551,-95.55292663
1611,19542,45461,19650509,Permit,Surface Water,Active,"Wesner, R J", , ,NE,6,10N,17WI,Washita,Regular,140,Irrigation,9/14/1965 0:00,5/12/1970 0:00,11130302,1083,35.37460785,-99.03355358
1612,19543,45462,19650509,Permit,Surface Water,Active,"Wesner, R J", , ,SW,6,10N,17WI,Washita,Regular,140,Irrigation,9/14/1965 0:00,5/12/1970 0:00,11130302,1083,35.36735043,-99.04215705
1578,19560,13897,19690210,Permit,Surface Water,Active,Porum Public Wks Authority,SW,SE,SW,3,10N,18EI,McIntosh,Regular,10,Public Supply,4/14/1969 0:00,6/10/1969 0:00,11090204,2030,35.36349066,-95.39244889
1623,19587,31478,19820124,Permit,Surface Water,Active,"Cordell, City of", ,E2,SW,17,10N,18WI,Washita,Regular,37,"Recreation, Fish, Wildlife",10/20/1982 0:00,2/8/1983 0:00,11130302,1083,35.33831662,-99.12840139
1956,19635,33362,19650553,Permit,Surface Water,Active,Oklahoma Space Industry Dev Auth, ,NW,NW,14,10N,19WI,Washita,Regular,149,Irrigation,11/2/1965 0:00,1/11/1966 0:00,11120303,1151,35.34759524,-99.18580724
1955,19637,32156,19650553,Permit,Surface Water,Active,Oklahoma Space Industry Dev Auth,S2,NW,SW,15,10N,19WI,Washita,Regular,149,Irrigation,11/2/1965 0:00,1/11/1966 0:00,11120303,1151,35.33949936,-99.20364692
1979,19662,24279,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,SW,2,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.36622699,-95.16342115
1968,19663,24298,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,W2,SE,2,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.36622605,-95.15678094
1983,19664,46394,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , , ,2,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.36984355,-95.15902418
1970,19667,46395,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,S2,SE,9,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.3498906,-95.18979845
1975,19668,46396,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , , ,10,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.35534547,-95.17657568
1980,19669,28683,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,NW,SE,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.35358471,-95.17436567
1965,19670,29855,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,NE,NW,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.36078676,-95.17880267
1967,19671,29888,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,W2,NE,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.35898639,-95.17438647
1969,19672,28498,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,SW,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.35174933,-95.18098008
1959,19673,29474,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,SE,NW,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.35720333,-95.17879222
1985,19674,31094,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R",S2,SE,SE,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.34906614,-95.16994171
1964,19675,28204,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,SW,SE,10,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.34996167,-95.17437091
1962,19677,29173,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,SW,15,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.33711325,-95.18104237
1961,19678,28684,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,N2,15,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.34444978,-95.17653562
1972,19679,31151,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,NW,SE,15,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.33896418,-95.17443962
1974,19680,46582,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , , ,15,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.34081539,-95.17657843
1984,19681,46583,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,E2,16,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.34077947,-95.18982896
1982,19682,28481,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,SE,16,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.33705777,-95.18983376
1981,19683,32973,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R",E2,E2,NE,16,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.34436565,-95.18649242
1971,19684,32974,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R",S2,S2,NE,16,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.34155489,-95.18983391
1973,19685,32981,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,E2,NE,21,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.32980264,-95.18766134
1958,19686,34448,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R",E2,NE,SW,21,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.32436078,-95.19546886
1963,19687,33957,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R",E2,SE,NW,21,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.32796129,-95.19546978
1977,19688,33958,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,N2,SE,21,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.32434749,-95.18990909
1960,19689,32982,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,SW,NE,21,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.32796287,-95.19212721
1976,19690,46584,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , , ,21,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.32624067,-95.19432941
1966,19691,46585,20020056,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", , ,NW,22,10N,20EI,Muskogee,Regular,2190,Irrigation,12/23/2002 0:00,3/11/2003 0:00,11090204,2020,35.3297435,-95.18105266
1978,19692,34732,19810106,Permit,Surface Water,Active,"Williams, Daniel B & Cyanne R", ,NW,NW,22,10N,20EI,Muskogee,Regular,600,Irrigation,4/24/1981 0:00,7/14/1981 0:00,11090204,2020,35.33154267,-95.18326523
1667,19693,8360,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,E2,NE,22,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.32978969,-95.17002365
1671,19694,18089,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,NE,SE,22,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.32423315,-95.17004108
1669,19695,18097,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SW,NW,23,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.32795066,-95.16564608
1666,19696,18098,20030011,Permit,Surface Water,Active,JRC Ranch LLC,W2,SE,NW,23,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.32795129,-95.16237577
1661,19697,18109,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,NW,SW,23,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.32430633,-95.16565298
1674,19699,34630,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,W2,NW,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.31526854,-95.18330688
1670,19700,35177,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SW,NE,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.31340773,-95.17449609
1668,19701,31901,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,NW,SW,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30980397,-95.1832808
1673,19702,34043,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,NW,SE,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30979422,-95.17450014
1662,19703,31902,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,E2,NW,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.31524285,-95.17893063
1659,19704,31891,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,E2,SW,27,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30799415,-95.17892601
1663,19705,11267,20030011,Permit,Surface Water,Active,JRC Ranch LLC,S2,NE,SE,28,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30890243,-95.18759165
1665,19706,16472,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,N2,NE,33,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30259085,-95.18978099
1672,19707,22509,20030011,Permit,Surface Water,Active,JRC Ranch LLC,E2,SW,NE,33,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29896328,-95.19087878
1676,19708,22512,20030011,Permit,Surface Water,Active,JRC Ranch LLC,NE,NE,SE,33,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29624778,-95.18644999
1658,19709,16473,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SE,NE,33,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29895991,-95.18756003
1660,19710,18315,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,N2,NW,33,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30261526,-95.19868542
2256,19711,21341,20030011,Permit,Surface Water,Active,JRC Ranch LLC, , ,NE,34,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.30075305,-95.17224996
2260,19712,28008,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SW,NW,34,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29893996,-95.18321227
2261,19713,28878,20030011,Permit,Surface Water,Active,JRC Ranch LLC, , ,SW,34,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29352728,-95.18099332
2258,19714,30905,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,N2,NW,34,10N,20EI,Muskogee,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.3025647,-95.18100309
2257,19715,29428,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SE,NW,34,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29893628,-95.17886228
2259,19716,31315,20030011,Permit,Surface Water,Active,JRC Ranch LLC, , ,SE,34,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29351713,-95.17222628
2255,19717,37441,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,SW,NW,35,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.29895405,-95.16561341
2262,19718,38448,20030011,Permit,Surface Water,Active,JRC Ranch LLC, ,NW,SW,35,10N,20EI,Haskell,Regular,2622,Irrigation,3/27/2003 0:00,7/8/2003 0:00,11090204,2020,35.2953361,-95.16560439
2423,19749,22007,20040020,Permit,Surface Water,Active,"Johnson Jr, Foster & Marie", , ,SE,11,10N,21EI,Haskell,Regular,455,Irrigation,6/15/2004 0:00,11/9/2004 0:00,11110104,2020,35.35139442,-95.04861077
2425,19750,21629,20040020,Permit,Surface Water,Active,"Johnson Jr, Foster & Marie",E2,NW,NW,13,10N,21EI,Haskell,Regular,455,Irrigation,6/15/2004 0:00,11/9/2004 0:00,11110104,2020,35.34598115,-95.0409306
2424,19751,21630,20040020,Permit,Surface Water,Active,"Johnson Jr, Foster & Marie", ,E2,NW,13,10N,21EI,Haskell,Regular,455,Irrigation,6/15/2004 0:00,11/9/2004 0:00,11110104,2020,35.3441869,-95.03761115
2405,19752,17890,19600053,Permit,Surface Water,Active,"Richardson, Viki L", , ,SW,1,10N,21WI,Beckham,Vested,108,Irrigation,5/3/1960 0:00,4/14/1964 0:00,11120303,1151,35.36730324,-99.37770943
2404,19753,19667,19600053,Permit,Surface Water,Active,"Richardson, Viki L", ,E2,NE,11,10N,21WI,Beckham,Vested,108,Irrigation,5/3/1960 0:00,4/14/1964 0:00,11120303,1151,35.3600457,-99.38432506
2406,19754,19677,19600053,Permit,Surface Water,Active,"Richardson, Viki L", ,W2,NW,12,10N,21WI,Beckham,Vested,108,Irrigation,5/3/1960 0:00,4/14/1964 0:00,11120303,1151,35.36014133,-99.37997363
2359,19774,43419,20000036,Permit,Surface Water,Active,"Perry, Doris Sharp", , ,SE,10,10N,24EI,Le Flore,Regular,300,Irrigation,9/20/2000 0:00,1/9/2001 0:00,11110104,2020,35.35090065,-94.74797213
2364,19775,12829,19920017,Permit,Surface Water,Active,"Stottsberry, Paul H", ,SW,SW,10,10N,24EI,Le Flore,Regular,309,Irrigation,4/21/1992 0:00,9/15/1992 0:00,11110104,2020,35.34920471,-94.75907677
2367,19776,12831,19920017,Permit,Surface Water,Active,"Stottsberry, Paul H", ,NE,SW,10,10N,24EI,Le Flore,Regular,309,Irrigation,4/21/1992 0:00,9/15/1992 0:00,11110104,2020,35.35272481,-94.75462571
2366,19777,12830,19920017,Permit,Surface Water,Active,"Stottsberry, Paul H",W2,SE,SW,10,10N,24EI,Le Flore,Regular,309,Irrigation,4/21/1992 0:00,9/15/1992 0:00,11110104,2020,35.34918179,-94.75573214
2360,19778,36058,20000036,Permit,Surface Water,Active,"Perry, Doris Sharp", , ,SW,11,10N,24EI,Le Flore,Regular,300,Irrigation,9/20/2000 0:00,1/9/2001 0:00,11110104,2020,35.35079124,-94.73912131
2020,19788,10286,19540544,Permit,Surface Water,Active,"Gamble, Othel H", , ,NW,13,10N,24EI,Le Flore,Vested,93,Irrigation,8/28/1954 0:00,8/10/1965 0:00,11110104,2020,35.34355458,-94.72136602
2021,19789,10343,19540544,Permit,Surface Water,Active,"Gamble, Othel H", , ,E2,13,10N,24EI,Le Flore,Vested,93,Irrigation,8/28/1954 0:00,8/10/1965 0:00,11110104,2020,35.33990064,-94.71248196
2365,19797,12832,19920017,Permit,Surface Water,Active,"Stottsberry, Paul H", ,W2,NW,15,10N,24EI,Le Flore,Regular,309,Irrigation,4/21/1992 0:00,9/15/1992 0:00,11110104,2020,35.34373948,-94.75905116
2363,19798,12833,19920017,Permit,Surface Water,Active,"Stottsberry, Paul H",W2,E2,NW,15,10N,24EI,Le Flore,Regular,309,Irrigation,4/21/1992 0:00,9/15/1992 0:00,11110104,2020,35.34371526,-94.75569953
2488,19842,3242,20030024,Permit,Surface Water,Active,"Gamble, Eloise P & Ralph C Revocable Trusts", ,S2,NE,19,10N,25EI,Le Flore,Regular,173,Irrigation,6/25/2003 0:00,7/13/2004 0:00,11110104,2020,35.32729182,-94.69514566
2489,19844,3243,20030024,Permit,Surface Water,Active,"Gamble, Eloise P & Ralph C Revocable Trusts",S2,N2,NE,19,10N,25EI,Le Flore,Regular,173,Irrigation,6/25/2003 0:00,7/13/2004 0:00,11110104,2020,35.33000259,-94.6951304
2396,19847,40069,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership, ,E2,SE,19,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.32187663,-94.69293566
2399,19848,40072,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership, ,W2,SW,20,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.32187344,-94.68848916
2400,19849,44395,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership,W2,E2,SW,20,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.32188189,-94.68515405
2398,19858,45937,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership,W2,NE,NW,29,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.31644788,-94.68510638
2397,19859,44672,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership, ,NW,NW,29,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.3164504,-94.68846314
2395,19869,46673,20080003,Permit,Surface Water,Active,Rose Real Estate a partnership, ,NE,NE,30,10N,25EI,Le Flore,Regular,441,Irrigation,2/11/2008 0:00,5/14/2008 0:00,11110104,2020,35.31648244,-94.6929238
2295,19914,56280,19910052,Permit,Surface Water,Active,"Bedford, Don", , ,NW,11,10N,26EI,Sequoyah,Regular,320,Irrigation,9/23/1991 0:00,9/23/1991 0:00,11110104,2020,35.35798035,-94.52665213
2296,19915,56281,19910052,Permit,Surface Water,Active,"Bedford, Don", , ,SE,12,10N,26EI,Sequoyah,Regular,320,Irrigation,9/23/1991 0:00,9/23/1991 0:00,11110104,2020,35.35043694,-94.50032816
2238,19920,55190,20070037,Permit,Surface Water,Active,"Synar, John & Barbara", , , ,13,10N,26EI,Sequoyah,Regular,1200,Irrigation,7/12/2007 0:00,10/9/2007 0:00,11110104,2020,35.33964817,-94.50468734
2241,19921,55187,20070037,Permit,Surface Water,Active,"Synar, John & Barbara", , , ,14,10N,26EI,Sequoyah,Regular,1200,Irrigation,7/12/2007 0:00,10/9/2007 0:00,11110104,2020,35.33982702,-94.52224059
2234,19929,25980,19630103,Permit,Surface Water,Active,Tidwell-Duvall Farm LLC, ,E2,NW,17,10N,26EI,Sequoyah,Vested,2.5,Irrigation,5/15/1963 0:00,8/10/1965 0:00,11110104,2020,35.34360061,-94.57769934
2236,19930,25981,19630103,Permit,Surface Water,Active,Tidwell-Duvall Farm LLC,N2,NW,SE,17,10N,26EI,Sequoyah,Vested,2.5,Irrigation,5/15/1963 0:00,8/10/1965 0:00,11110104,2020,35.33904868,-94.57326434
2235,19931,25982,19630103,Permit,Surface Water,Active,Tidwell-Duvall Farm LLC, ,NE,SW,17,10N,26EI,Sequoyah,Vested,2.5,Irrigation,5/15/1963 0:00,8/10/1965 0:00,11110104,2020,35.33815735,-94.57769554
2240,19938,55188,20070037,Permit,Surface Water,Active,"Synar, John & Barbara", , ,NW,24,10N,26EI,Sequoyah,Regular,1200,Irrigation,7/12/2007 0:00,10/9/2007 0:00,11110104,2020,35.32864482,-94.50918344
2239,19939,55189,20070037,Permit,Surface Water,Active,"Synar, John & Barbara", ,N2,SW,24,10N,26EI,Sequoyah,Regular,1200,Irrigation,7/12/2007 0:00,10/9/2007 0:00,11110104,2020,35.32314398,-94.50916923
2372,19945,39758,19980053,Permit,Surface Water,Active,"Werschky, Carl & Sue, dba C W Farms", ,E2,NE,33,10N,26EI,Le Flore,Regular,360,Irrigation,12/14/1998 0:00,4/13/1999 0:00,11110104,2020,35.29997359,-94.55118917
