inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Mateo Coast,DAU04244,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Urban,74800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Urban,70700.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Urban,69400.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Urban,68000.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Urban,57800.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04338,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Agriculture,500.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Managed Wetlands,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Urban,70500.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Agriculture,600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Managed Wetlands,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Urban,65099.99999999999,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Agriculture,600.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Managed Wetlands,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Urban,67700.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Agriculture,600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Managed Wetlands,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Urban,66100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Agriculture,600.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Managed Wetlands,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Urban,68700.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,South Bay Peninsula,DAU04341,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Agriculture,4600.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Managed Wetlands,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Urban,196800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Agriculture,9700.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Managed Wetlands,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Urban,224000.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Agriculture,7600.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Managed Wetlands,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Urban,206200.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Agriculture,7600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Managed Wetlands,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Urban,222600.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Agriculture,6500.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Managed Wetlands,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Urban,186000.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,San Jose,DAU04443,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Agriculture,4300.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Urban,36100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Agriculture,7000.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Urban,18100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Agriculture,5100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Urban,35600.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Agriculture,5100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Urban,26700.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Agriculture,4800.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Urban,15400.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04501,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Agriculture,200.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Urban,9100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Agriculture,200.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Urban,7400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Agriculture,200.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Urban,9100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2014,Agriculture,200.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Livermore,DAU04507,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
