Basin_Subbasin_Number,Basin_Subbasin_Name,Hydrologic_Region,Region_Office,Basin_Area_Acres,Basin_Area_SqMi,Project_Phase,C1_Population_Census,C1_Population_SqMi,C1_Priority_Points,C2_Population_Projection,C2_Population_Growth,C2_Zero_2010_Population,C2_Negative_or_No_Growth,C2_Postive_Growth_and_2010_Pop_1000,C2_Density_50_and_2010_Population_25000,C2_Priority_Points,C3_Public_Supply_Groundwater_Wells,C3_Public_Supply_Wells_SqMi,C3_Priority_Points,C4_Total_Groundwater_Wells,C4_Production_Wells_SqMi,C4_Priority_Points,C5_Irrigated_Acres,C5_Irrigated_Acres_SqMi,C5_Priority_Points,C6_Agricultural_Groundwater_AF,C6_Agricultural_ Surface_ Water_AF,C6_Agricultural_Total_Applied_Water_AF,C6_Agricultural_Groundwater_Percent_Supply,C6_Agricultural_Surface_Water_Percent_Supply,C6_Urban_Groundwater_AF,C6_Urban_Surface_Water_AF,C6_Urban_Purchased_Surface_Water_AF,C6_Urban_Total_Water_Use_AF,C6_Urban_Groundwater_Percent_Supply,C6_Urban_Surface&Purchased_Water_Percent_Supply,C6_Other_Groundwater,C6_Other_Surface_Water,C6_Groundwater_Use_AF,C6_Surface_Water_Use_AF,C6_Total_Water_Use_AF,C6a_Groundwater_Use_AF_BasinAcre,C6a_Points,C6b_Groundwater_Percent_Supply,C6b_Surface_Water_Percent_Supply,C6b_Points,C6_Priority_Points,C7_Impacts_Declining_Groundwater_Levels_Points,C7_Impacts_Declining_Groundwater_Levels_Comment,C7_Impacts_Subsidence_Points,C7_Impacts_Subsidence_Comment,C7_Impacts_Salt_Intrusion_Points,C7_Impacts_Salt_Intrusion_Comment,C7_Impacts_WQ_Detects,C7_WQ_MCL_Exceed,C7_WQ_Average_MCL_Exceedance,C7_WQ_Average_MCL_Exceed_Points,C7_WQ_Unique_Wells_Excd,C7_WQ_Wells_Excd_Per_PSW,C7_WQ_Wells_Excd_Per_PSW_Points,C7_WQ_Calculated_Points,C7_WQ_Other,C7_Impacts_Water_Quality_Points,C7_Impacts_Water_Quality_Comment,C7_Impacts_Total_Points,C7_Priority_Points,C8a_Streamflow_Points,C8a_Habitat_Points,C8a_Monitoring,C8a_Monitoring_and_GroundwaterThreshold_Adverse,C8a_Adverse_Adjustment,C8a_AdverseComment,C8a_HabitatSF_Priority_Points,C8b_BasinOtherInfo_Priority_Points,C8b_BasinOtherInfoComment,C8a_and_C8b_Priority_Points,C8c_2kGroundwater,C8c_9.5kGW_NoDocImpacts,C8c_Adjudication,C8c_Groundwater_NonAdj_AF,C8c_9.5kGW_NonAdj,C8c_CriticalOverdraft,C8c_OutOfBasinGWExports_SubstitutionTransfers,Substitution_Year,Substitution_Amt,Substitution_PriorityPoints,Total_Priority_Points,Priority,Priority_Change_2014_to_2018
5-020,Berryessa Valley,Sacramento Valley,NCRO,1376.085473,2.150133551,1,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,0,0,1,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,Not Monitored with < 0.16 ft GW Use,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
5-021.50,Sacramento Valley - Red Bluff,Sacramento Valley,NRO,271793.9069,424.6779796,1,"26,709",63,1,"31,427",17.66,FALSE,FALSE,FALSE,FALSE,3,56,0.13,2,"5,080",11.96,4,"23,445",55.2,2,68877,16433,85310,80.7,19.3,7276,0,0,7276,100,0,0,0,76153,16433,92586,0.28,3,82,17,5,4,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 5-021.50_7a_Hydrographs_RedBluff.pdf
Example:
25N03W10L002M (25+ ft of decline)
25N03W10L004M (15+ ft of decline)
25N03W10L005M (20+ ft of decline)
25N03W19N001M (50+ ft of decline)

2) GWL decline cited: 
Source:  Various_7a_TehamaCounty_GWMP_2012.pdf                                                                                                ",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,788",75,3.35,3,10,0.18,1,4,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,20,Medium,No Change
5-021.51,Sacramento Valley - Corning,Sacramento Valley,NRO,207342.7609,323.973064,2,"18,902",58,1,"22,349",18.23,FALSE,FALSE,FALSE,FALSE,3,28,0.08,1,"3,907",12.05,4,"49,210",151.89,3,143593.7805,36233.92675,179827.7072,79.9,20.1,6554,0,0,6554,100,0,2030,-2030,152177.366,34203.92675,186381.2928,0.73,4,81.6,18.4,5,4.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021-51_7a_Hydrographs_Corning.pdf

Source: 5-021.50_7a_TehamaCounty_GWMP_2012.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,994,12,2.47,2,3,0.11,1,3,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2013,"2,030",2,22.5,High,No Change
5-021.52,Sacramento Valley - Colusa,Sacramento Valley,NRO,723823.7443,1130.974601,2,"43,775",39,1,"54,217",23.85,FALSE,FALSE,FALSE,FALSE,3,88,0.07,1,"6,092",5.38,3,"384,816",340.25,4,532925.6658,942512.4078,1475438.074,36.1,63.9,10425,0,0,10425,100,0,10350,-10350,553700.509,932162.4078,1485862.917,0.76,5,37.3,62.7,2,3.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.52_7a_Hydrographs_Colusa.pdf  ",10,"Sources: 
2018 - Various_7b_2017_GPS_Survey_of_the_Sacramento_Valley_Subsidence_Network.pdf
2015 - Various_7b_NASA_REPORT_2015.pdf
2016 - Various_7b_NASA_REPORT_2016.pdf",0,No documented Saline Intrusion,"3,902",343,2.22,2,35,0.4,1,3,0,1,0,18.5,4,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2015,"10,350",2,23.5,High,No Change
5-021.53,Sacramento Valley - Bend,Sacramento Valley,NRO,22676.37263,35.43183224,1,721,20,1,866,20.11,FALSE,FALSE,TRUE,TRUE,0,0,0,0,207,5.84,3,346,9.76,1,539,777,1316,41,59,113,0,0,113,100,0,0,0,652,777,1429,0.02,0,45,54,3,1.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,0,Very Low,No Change
5-021.54,Sacramento Valley - Antelope,Sacramento Valley,NRO,19090.75233,29.82930052,1,"7,168",240,1,"7,424",3.57,FALSE,FALSE,FALSE,FALSE,1,24,0.8,4,"1,141",38.25,5,"7,694",257.93,4,21521,5883,27404,78.5,21.5,2029,0,0,2029,100,0,0,0,23550,5883,29433,1.23,5,80,19,5,5,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 5-21.54_7a_Hydrographs_Antelope.pdf
Example:
27N03W16N002M
27N03W16K003M
27N03W16J001M
27N03W23D001M

2) GWL decline also cited in this article: 
Source:  Various_7a_TehamaCounty_GWMP_2012.pdf   
",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,853,42,6.54,5,9,0.38,1,6,0,2,0,9.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,24,High,No Change
5-021.56,Sacramento Valley - Los Molinos,Sacramento Valley,NRO,99422.39893,155.3474983,2,"4,425",28,1,"5,036",13.8,FALSE,FALSE,FALSE,TRUE,0,18,0.11,2,"1,241",7.98,3,"15,157",97.56,2,30326.13594,26764.5543,57090.69023,53.1,46.9,1081,0,0,1081,100,0,0,0,31406.97844,26764.5543,58171.53274,0.31,3,54,46,3,3,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.57_7a_Hydrographs_LosMolinos.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,798,161,1.86,1,7,0.39,1,2,0,0,0,7.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,15,Medium,No Change
5-021.57,Sacramento Valley - Vina,Sacramento Valley,NRO,184917.6084,288.9337631,2,"108,258",375,2,"144,201",33.2,FALSE,FALSE,FALSE,FALSE,4,93,0.32,3,"5,859",20.27,5,"71,762",248.36,4,244200.8149,6964.889608,251165.7045,97.2,2.8,29800,0,0,29800,100,0,0,0,274000.9397,6964.889608,280965.8293,1.48,5,97.5,2.5,5,5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.57_7a_Hydrographs_Vina.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"6,627",519,5.25,4,18,0.19,1,5,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,27,High,No Change
5-021.60,Sacramento Valley - North Yuba,Sacramento Valley,NCRO,60838.07582,95.05949347,2,"14,797",156,1,"14,477",-2.16,FALSE,TRUE,FALSE,FALSE,0,18,0.18,2,866,9.11,3,"36,456",383.51,5,43179.82138,85132.16333,128311.9847,33.7,66.3,2542,0,0,2542,100,0,9080,-9080,54801.63798,76052.16333,130853.8013,0.9,5,41.9,58.1,3,4, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"2,428",376,3.63,3,9,0.5,2,5,0,1,0,1,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2018,"9,080",2,17,Medium,No Change
5-021.61,Sacramento Valley - South Yuba,Sacramento Valley,NCRO,109020.3072,170.34423,2,"44,990",264,2,"69,936",55.44,FALSE,FALSE,FALSE,FALSE,5,42,0.24,2,"1,296",7.6,3,"42,040",246.79,4,49482.31725,102441.2749,151923.5922,32.6,67.4,9686,2,0,9687,100,0,5998,-5998,65166.01011,96444.89343,161610.9035,0.59,4,40.3,59.7,3,3.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,574",275,6.16,5,38,0.9,3,8,0,3,0,3,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2018,"5,998",2,21.5,High,No Change
5-021.62,Sacramento Valley - Sutter,Sacramento Valley,NCRO,285809.8711,446.5779236,2,"92,102",206,1,"129,059",40.12,FALSE,FALSE,FALSE,FALSE,5,36,0.08,1,"4,468",10,4,"160,522",359.44,5,163819.2792,373067.3942,536886.6734,30.5,69.5,6642,15425,0,22067,30.1,69.9,5350,-5350,175811.2082,383142.7934,558954.0016,0.61,4,31.5,68.5,2,3, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"4,228","1,757",4.85,4,67,1.86,5,9,0,3,0,3,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2014,"5,350",2,21,Medium,No Change
5-021.64,Sacramento Valley - North American,Sacramento Valley,NCRO,342241.4258,534.7522278,2,"831,374","1,555",3,"1,017,781",22.42,FALSE,FALSE,FALSE,FALSE,3,294,0.54,4,"3,764",7.03,3,"84,842",158.65,3,119451.5459,156618.0709,276069.6167,43.3,56.7,74136,106763,35115,216014,34.3,65.7,14609,-14609,208196.6352,283886.7765,492083.4117,0.6,4,42.3,57.7,3,3.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.64_7a_Hydrographs_NorthAmerican.pdf

2) Hydrographs in the Western Placer County Sustainable Yield Report 2013, show groundwater level decline. 
Source: 5-021.64_7a_WPC_Sustainable Yield_Final.pdf  Pg. 14",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"15,696",629,5.37,4,143,0.49,1,5,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2015,"14,609",2,25.5,High,No Change
5-021.65,Sacramento Valley - South American,Sacramento Valley,NCRO,248403.3735,388.1302711,2,"722,033","1,860",3,"907,458",25.68,FALSE,FALSE,FALSE,FALSE,4,265,0.68,4,"4,171",10.74,4,"44,515",114.69,3,80006.82138,59586.59453,139593.4159,57.3,42.7,66459,86950,2684,156094,42.6,57.4,0,0,146466.1093,149220.9748,295687.0841,0.58,4,49.5,50.5,3,3.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.65_7a_Hydrographs_SouthAmerican.pdf

2) SCGA CASGEM monitoring plan states in that the intensive use of the groundwater basin has resulted in a general lowering of groundwater elevations near the center (or centroid) of the basin away from the sources of recharge. 
Source: 5-021.65_7a_SCGA_CASGEM_PLAN.pdf  pg 8",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"12,890","1,982",5.43,4,130,0.49,1,5,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,25.5,High,No Change
5-021.66,Sacramento Valley - Solano,Sacramento Valley,NCRO,354672.8974,554.1764022,2,"116,125",210,1,"145,384",25.19,FALSE,FALSE,FALSE,FALSE,4,130,0.23,2,"4,086",7.37,3,"171,895",310.18,4,128603.3667,415676.4301,544279.7968,23.6,76.4,11663,9961,0,21624,53.9,46.1,409,-409,140675.7102,425228.1827,565903.8929,0.39,3,24.9,75.1,2,2.5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.66_7a_Hydrographs_Solano.pdf

2)  The Solano Project was developed to help mitigate the declining groundwater elevations in Solano County.
Source: 5-021.66_7a_SolanoCountyWaterAgency_LocalConditions.pdf  pg. 1",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"8,991","1,694",3.18,3,77,0.59,2,5,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2011,409,0,20.5,Medium,No Change
5-021.67,Sacramento Valley - Yolo,Sacramento Valley,NCRO,540693.4969,844.833589,2,"200,219",237,1,"249,817",24.77,FALSE,FALSE,FALSE,FALSE,3,189,0.22,2,"6,899",8.16,3,"225,839",267.31,4,286479.4217,506663.7425,793143.1642,36.1,63.9,27279,13023,0,40302,67.7,32.3,13437,-13437,327195.5966,506249.5259,833445.1226,0.6,4,39.3,60.7,2,3,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.67_7a_Hydrographs_Yolo.pdf

2) The areas of continuing overdraft in the County cover most of the Lower Cache-Putah and western Colusa sub-basins. To some extent improvements from reduced pumping have occurred in the DWD area of Colusa sub-basin. Particular overdraft spots include the Yolo-Woodland area on both sides of Cache Creek, areas between Zamora and Yolo, and areas to the northeast of Davis. These areas coincide with places where subsidence and/or deteriorating groundwater quality have been measured. 
Source: 5-021.67_7a_ConjunctiveUse-Overdraft.pdf",10,"1) Zamora Land Subsidence Extensometer (11N01E24Q008M)
Source: 5-021.67_7b_Zamora_GROUND_SURFACE_DISPLACEMENT_POINT_PLOT.png

Conaway Extensometer  (09N03E08C004M)
Source: 5-021.67_7b_Conaway_GROUND_SURFACE_DISPLACEMENT_POINT_PLOT.png

Misc Sources:      
2018 - Various_7b_2017_GPS_Survey_of_the_Sacramento_Valley_Subsidence_Network.pdf                                                                                                                                                                                                                                                   
2015 - Various_7b_NASA_REPORT_2015.pdf
2016 - Various_7b_NASA_REPORT_2016.pdf",0,No documented Saline Intrusion,"8,858",471,3.32,3,68,0.36,1,4,0,1,0,18.5,4,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2014,"13,437",2,24,High,No Change
5-021.69,Sacramento Valley - Wyandotte Creek,Sacramento Valley,NRO,59382.17824,92.7846535,2,"32,252",348,2,"39,546",22.61,FALSE,FALSE,FALSE,FALSE,3,23,0.24,2,982,10.58,4,"10,273",110.72,3,37388.4098,2412.517328,39800.92712,93.9,6.1,2412,5368,0,7780,31,69,0,0,39800.51555,7780.554167,47581.06971,0.67,4,83.6,16.4,5,4.5, -   ,No documented Groundwater Level Declines,0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"1,163",130,4.02,4,7,0.3,1,5,0,1,0,1,0,1,1,TRUE,Monitored with no Declining GW Levels,0,,0,0,,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,18.5,Medium,No Change
5-021.70,Sacramento Valley - Butte,Sacramento Valley,NRO,265500.0037,414.8437558,2,"14,950",36,1,"18,171",21.54,FALSE,FALSE,FALSE,TRUE,0,22,0.05,1,"2,439",5.87,3,"145,484",350.69,5,162443.843,501061.3583,663505.2012,24.5,75.5,3683,0,0,3683,100,0,5501,-5501,171627.8753,495560.3583,667188.2335,0.64,4,25.7,74.3,2,3,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-021.70_7a_Hydrographs_Butte.pdf",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,668,82,3.04,3,16,0.73,2,5,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,2009,"5,501",2,19,Medium,No Change
5-022.01,San Joaquin Valley - Eastern San Joaquin,San Joaquin River,NCRO,764802.7772,1195.004339,2,"573,142",480,2,"770,291",34.39,FALSE,FALSE,FALSE,FALSE,4,415,0.34,3,"13,144",10.99,4,"372,726",311.9,4,418604.3811,807327.3498,1225931.731,34.1,65.9,50609,15661,44305,110575,45.8,54.2,0,0,469212.9342,867293.4364,1336506.371,0.61,4,35.1,64.9,2,3,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-022.01_7a_Hydrographs_EasternSanJoaquin.pdf

2) The plan also must address whether and how placing water to underground storage and subsequently withdrawing the water, under Permit 10477 will prevent additional overdraft in the Eastern San Joaquin and Cosumnes groundwater subbasins and include measures to avoid any such impacts.
Source: 5-022.01_7a_7_NSJWCD_Conjunctive_Use_Plan.pdf  pg. 1

3) Water levels are declining and chloride concentrations are increasing in western San Joaquin County as a result of pumping in excess of recharge.
Source: 5-022.01_7a_SanJoaquinChlorides.pdf",10,Source: 2016 - Various_7b_NASA_REPORT_2016.pdf,5,"1) In the Eastern San Joaquin subbasin, the groundwater is characterized with low to high salinity levels and localized areas of high calcium or magnesium bicarbonate, salinity, nitrates, pesticides, and organic constituents (DWR 2006j, 2013b). The high groundwater salinity is attributed to poor-quality groundwater intrusion from the Delta caused by the pumping-induced decline in groundwater levels, especially in the groundwater underlying the Stockton area since the 1970s (SJCFCWCD 2008). (pg. 7-34)  The east side of the San Joaquin River is underlain by seven groundwater subbasins: the Cosumnes, Eastern San Joaquin, Modesto, Turlock, Merced, Chowchilla, and Madera subbasins. ...Declining groundwater levels in the subbasins east of the San Joaquin River have resulted in an area approximately 16-miles long with high salinity due to saltwater intrusion from the Delta (USFWS 2012). 
Source: 5-022.01_7c_LTO-EIS_USBR_2015-Chapter7-GWResources.pdf  pg. 7-32, 7-33, 7-34

2) In the Eastern San Joaquin Groundwater Subbasin, near Stockton, California, 130 km east of San Francisco (Fig. 1), pumping in excess of recharge and resulting declines in water levels within aquifers to below sea level has led to an increase in chloride concentrations in water from wells (Izbicki et al. 2006). This trend began in the 1950s and has led to exceedances of the USEPA secondary maximum contaminant level (SMCL) of 250 mg/L for chloride in several wells (DWR 1967). In an effort to mitigate the impact of high-chloride water on groundwater supplies, local agencies, led by the Eastern San Joaquin County Groundwater Basin Authority in cooperation with the DWR, Stockton East Water District, and the City of Stockton, implemented strategies involving the conjunctive use of surface water and groundwater to meet demand. ...Artificial recharge programs have also been implemented that promote infiltration of captured local runoff to manage declining water levels and chloride concentrations. Programs include Stockton East Water District’s Farmington Groundwater Recharge Program, with a goal of recharging about 43×106 m3 /year annually through field-flooding (Stockton East Water District 2014) and the City of Stockton’s Morada Recharge Facility, which utilizes an existing stormflow basin to infiltrate local surface water and stormflow runoff (O’Leary et al. 2012).
Source: 5-022.01_7c_EasternSanJoaquin-OLearyIzbickiMetzger2015.pdf","33,085","4,910",2.93,2,277,0.67,2,4,0,1,0,23.5,5,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
5-022.02,San Joaquin Valley - Modesto,San Joaquin River,SCRO,245252.6544,383.2072726,1,"292,341",763,2,"343,986",17.66,FALSE,FALSE,FALSE,FALSE,3,194,0.5,4,"4,009",10.46,4,"119,066",310.7,4,160223,358467,518690,30.9,69.1,56299,0,0,56299,100,0,0,0,216522,358467,574989,0.88,5,37,62,2,3.5,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 5-022.02_7a_Hydrographs_Modesto.pdf
Example:
02S09E36N001M
02S10E22A001M
02S10E25J001M
02S10E26N001M
02S10E27H001M

2) In APPENDIX A-SELECTED GENERAL PLANS FOR THE SAN JOAQUIN RIVER WATERSHED, Modesto depends heavily on groundwater, but is cooperating with the Modesto Irrigation District to develop a new surface water supply that will be used to stabilize groundwater overdraft problems.
Source: 5-022.02_7a_SanJoaquinRiverWatershedPlan_Appx_A.pdf  pg. 4",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"16,565","1,149",1.82,1,111,0.57,2,3,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,24.5,High,No Change
5-022.03,San Joaquin Valley - Turlock,San Joaquin River,SCRO,348187.0706,544.042298,1,"202,206",372,2,"278,831",37.89,FALSE,FALSE,FALSE,FALSE,4,176,0.32,3,"6,606",12.14,4,"221,576",407.27,5,423522,477905,901427,47,53,51957,0,0,51957,100,0,0,0,475479,477905,953384,1.36,5,49,50,3,4,7.5,"1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 5-022.03_7a_Hydrographs_Turlock.pdf
Example:
04S08E36B002M, 04S09E19A001M, 04S09E21J001M, 04S09E22L001M, 04S09E27H001M, 04S10E21R002M,  04S10E29B001M, 04S10E31B001M

2) Pumping depressions and groundwater level decline stated in GWMP.                                                                      Source: 5-022.03_7a_TID2015AWMP-Attachments_Public Review.pdf  pg. 30-31",0,No documented groundwater extraction induced inelastic Subsidence,0,No documented Saline Intrusion,"13,191","2,370",1.65,1,123,0.7,2,3,0,1,0,8.5,2,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,26,High,No Change
5-022.04,San Joaquin Valley - Merced,San Joaquin River,SCRO,512959.0911,801.4985799,1,"174,527",218,1,"241,042",38.11,FALSE,FALSE,FALSE,FALSE,4,140,0.17,2,"5,892",7.35,3,"239,629",298.97,4,605515,329793,935308,64.7,35.3,58521,0,0,58521,100,0,0,0,664036,329793,993829,1.29,5,66,33,4,4.5,7.5,"CRITICAL OVERDRAFT 2016. 

1) CASGEM/WDL/GWIDS: Long term hydrographs show groundwater level decline.
Source: 5-022.04_7a_Hydrographs_Merced.pdf

2) The Merced Groundwater Basin is in a state of groundwater level decline with a cumulative decrease in storage of approximately 720,000 ac-ft from 1980 to 2007.
Source: 5-022.04_7a_Supply_and_Demand_TM_drft_1109.pdf  pg. 9",10,"Sources :
1) Various_7b_USGSCurrentLandSubsidenceintheSanJoaquinValley

2) 2014 - Borchers, Land Subsidence from Groundwater Use in California 
Various_7b_L&S_SUBSIDENCEFULLREPORT_FINAL.pdf

3) San Joaquin River Restoration Program -  Varoius_7b_2016_CentralValleySubsidence_Annual.pdf

2015 - Various_7b_NASA_REPORT_2015.pdf
2016 - Various_7b_NASA_REPORT_2016.pdf",0,No documented Saline Intrusion,"8,974",884,1.85,1,60,0.43,1,2,0,0,0,17.5,4,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
5-022.05,San Joaquin Valley - Chowchilla,San Joaquin River,SCRO,145574.2985,227.4598414,2,"15,100",66,1,"19,439",28.73,FALSE,FALSE,FALSE,FALSE,4,16,0.07,1,"1,471",6.46,3,"113,256",497.91,5,463493.0485,21284.84508,484777.8936,95.6,4.4,4482,0,0,4482,100,0,0,0,467974.6952,21284.84508,489259.5403,3.21,5,95.6,4.4,5,5,7.5,"1) Hydrographs show groundwater level decline.
Source: 5-022.05_7a_Hydrographs_Chowchilla.pdf

2) Groundwater levels in the Chowchilla Groundwater Basin have declined an average of 40 ft from 1970 through 2000. Limited information is available on groundwater trends for the Chowchilla Groundwater Basin after the year 2000.
Source: 5-022.05_7a_Supply_and_Demand_TM_drft_1109.pdf  pg. 10
",10,"Sources :
1) Various_7b_USGS_CurrentLandSubsidenceintheSanJoaquinValley

2) 2014 - Borchers, Land Subsidence from Groundwater Use in California - Various_7b_L&S_SUBSIDENCEFULLREPORT_FINAL.pdf

3) San Joaquin River Restoration Program -  Varoius_7b_2016_CentralValleySubsidence_Annual.pdf

4) Maximum of 2.13 feet of inelastic subsidence detected in basin between 6/15 to 6/18 via InSar

2015 - Various_7b_NASA_REPORT_2015.pdf
2016 - Various_7b_NASA_REPORT_2016.pdf",0,No documented Saline Intrusion,914,53,1.76,1,14,0.88,3,4,0,1,0,18.5,4,1,1,TRUE,Monitored with Declining GW Levels and > 0.16 ft GW Use,0,,2,0,,2,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,0,0,0,40,High,No Change
