RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,BeneficialUseCategory,ReasonRemoved,index
13092,Active    ,ST,A-19415,NW S27-T6-R2E,16244,1,1,1D,,Harris Farm Pond Reservoir,,"Swan Creek, North Fork",5.7,AF,,,,Saline,Lower Big Blue,102702040203,2016-01-13,,2016-04-26T00:00:00,,,,,,Storage,Null GPM,0.0
13100,Active    ,SO,A-19423, S28-T5-R7E,16320,1,1,1D,,Pump,,Carsten's Pond,15.9,AF,,,138.8,Gage,Lower Big Blue,102702020407,2016-03-04,2018-09-01T00:00:00,2016-04-26T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
11037,Active    ,SO,A-18824,NWNE S17-T33-R8W,11521,1,1,2F,,Pump,,Mahon Reservoir No 1,15.0,AF,,,34.2,Knox,Lower Niobrara,101500010305,2011-10-17,2014-09-01T00:00:00,2011-12-07T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12773,Active    ,SO,A-19089,SWNE S24-T4-R7E,13512,1,1,1D,,Pump,,Cedar Creek Reservoir 9-B,0.2,AF,,,3.0,Gage,Lower Big Blue,102702020601,2013-05-29,2016-09-01T00:00:00,2013-12-23T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12744,Active    ,SI,A-19062, S19-T1-R6E,13425,1,1,1D,,Pump,,Spitsnogle Irrigation Reservoir,38.1,AF,,,113.5,Gage,Lower Big Blue,102702020505,2013-04-08,2016-09-01T00:00:00,2013-07-26T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
11043,Active    ,SO,A-18830, S28-T5-R2E,11599,1,1,1D,,Pump,,Swan Creek Reservoir 35,38.7,AF,,,38.7,Saline,Lower Big Blue,102702040202,2011-11-02,2014-09-01T00:00:00,2012-01-13T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
11124,Active    ,ST,A-18904,SWNW S17-T33-R10W,12244,1,1,2F,,BK's Dream,,"Ponca Creek, Trib. To",5.6,AF,,,,Boyd,Lower Niobrara,101500010303,2012-04-05,,2012-07-25T00:00:00,,,,,,Storage,Null GPM,0.0
11126,Active    ,SO,A-18906,SWNW S17-T33-R10W,12245,1,1,2F,,Pump,,BK's Dream,5.6,AF,,,8.0,Boyd,Lower Niobrara,101500010303,2012-04-05,2015-09-01T00:00:00,2012-07-25T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10979,Active    ,ST,A-18782,SWNE S18-T1-R3W,11256,1,1,1C,,Fuller Family Reservoir,,"Spring Creek, Trib. To",100.0,AF,,,,Thayer,Little Blue,102702060905,2011-05-17,,2011-09-13T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
10932,Active    ,SO,A-18748,SENE S22-T4-R2E,11118,1,1,1D,,Pump,,Swan Creek Reservoir No 68,38.0,AF,,,35.4,Jefferson,Lower Big Blue,102702040204,2011-02-11,2013-09-01T00:00:00,2011-06-08T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13056,Active    ,ST,A-19388,SENW S19-T4-R10E,16176,1,1,1F,,Hartmann Dam 3892,,"Sampson Branch, Trib. To",48.6,AF,,,,Johnson,Nemaha,102400070101,2015-08-13,,2015-10-29T00:00:00,,,,,,Storage,Null GPM,0.0
13089,Active    ,FL,A-19412,NW S2-T12-R10E,16236,1,1,2B,,Cloisters on the Platte No 1,,"Platte River, Trib. To",29.2,AF,,,,Sarpy,Papio-Missouri River,102002020203,2016-01-07,,2016-06-23T00:00:00,,,,,,Flood Control,Null GPM,0.0
13096,Active    ,FL,A-19418,SWNE S2-T12-R10E,16359,1,1,2B,,Cloisters on the Platte No 2,,"Platte River, Trib. To",10.2,AF,,,,Sarpy,Papio-Missouri River,102002020203,2016-02-11,,2016-06-23T00:00:00,,,,,,Flood Control,Null GPM,0.0
13112,Active    ,ST,A-19429, S33-T3-R6E,16305,1,1,1D,,Pump,,"Bills Creek, Trib to",59.8,AF,,,,Gage,Lower Big Blue,102702020603,2016-04-06,2017-11-01T00:00:00,2016-06-24T00:00:00,,,,,,Storage,Null GPM,0.0
7983,Active    ,SI,A-10620,SWNW S29-T31-R30W,8677,1,1,2C,,Ainsworth Canal,,Merritt Reservoir,510.0,AF,,,34659.0,Cherry,Middle Niobrara,101500050505,1965-04-22,,1980-01-15T00:00:00,Ainsworth Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12834,Active    ,SS,A-19155, S36-T2-R2E,14025,1,1,1C,,Larkins Pond No. 1,,"Blue River, Little",22.7,AF,,,,Jefferson,Little Blue,102702070105,2013-10-28,,2014-03-28T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
13129,Active    ,SO,A-19441,SWNE S18-T1-R3W,16373,1,1,1C,,Pump,,Fuller Family Reservoir,100.0,AF,,,116.2,Thayer,Little Blue,102702060905,2016-06-01,2019-09-01T00:00:00,2016-07-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13009,Active    ,SO,A-19322,SENE S33-T5-R7E,15610,1,1,1D,,Pump,,Bear-Pierce-Cedar Reservoir 6-A,18.1,AF,,,53.0,Gage,Lower Big Blue,102702020407,2015-01-07,2017-09-01T00:00:00,2015-06-18T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13118,Active    ,ST,A-19432,SENE S1-T4-R11E,16472,1,1,1F,,Schaardt Irrigation Dam,,"Nemaha River, Big, North Fork, Trib. To",45.8,AF,,,,Johnson,Nemaha,102400080202,2016-04-14,,2016-07-29T00:00:00,,,,,,Storage,Null GPM,0.0
13126,Active    ,ST,A-19438, S32-T3-R2W,16443,1,1,1C,,Hintz Reservoir,,"Blue River, Little, Trib. To",51.3,AF,,,,Thayer,Little Blue,102702061004,2016-05-10,,2016-07-07T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12462,Active    ,ST,A-19377,NENE S36-T8-R27W,12883,1,1,1B,,Frontier Co Rd Dam 1,,"Mitchell Creek, Trib. To",55.0,AF,,,,Frontier,Middle Republican,102500080502,2015-06-15,,2016-08-15T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
13062,Active    ,SO,A-19394,SWNW S20-T6-R7W,16189,1,1,1C,,Pump,,Big Sandy Res. 20-6-7,837.0,AF,,,883.6,Clay,Little Blue,102702060604,2015-11-17,2018-09-01T00:00:00,2016-02-22T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13062,Active    ,SO,A-19394, S20-T6-R7W,16190,7,1,1C,,Pump,,Big Sandy Res. 20-6-7,837.0,AF,,,883.6,Clay,Little Blue,102702060604,2015-11-17,2018-09-01T00:00:00,2016-02-22T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13110,Active    ,SO,A-19427, S33-T3-R6E,16310,1,1,1D,,Pump,,Koehler Reservoir,31.3,AF,,,64.0,Gage,Lower Big Blue,102702020603,2016-04-06,2018-09-01T00:00:00,2016-06-24T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13111,Active    ,SO,A-19428, S33-T3-R6E,16309,1,1,1D,,Pump,,Koehler Reservoir,28.1,AF,,,57.0,Gage,Lower Big Blue,102702020603,2016-04-06,2018-09-01T00:00:00,2016-06-24T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12318,Active    ,ST,A-19301, S31-T3-R17W,13030,1,1,1B,,Keller Reservoir,,Mill Creek,27.2,AF,,,,Harlan,Lower Republican,102500091002,2014-09-24,,2015-02-13T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12637,Active    ,ST,A-19313,NENE S31-T1-R19W,13121,1,1,1B,,Silverstone & Dakes Livestock Pond,,"Republican River Basin, Trib to.",20.2,AF,,,,Harlan,Lower Republican,102500150306,2014-12-09,,2015-03-26T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12977,Active    ,ST,A-19290, S33-T16-R11E,14800,1,1,2F,,Papio Site 15A Reservoir,,"Papillion Creek, West, North Branch",2300.0,AF,,,,Douglas,Papio-Missouri River,102300060101,2014-08-19,,2015-03-26T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
11053,Active    ,SO,A-18840,SENW S21-T34-R16W,11695,1,1,2C,,portable pump,,Kibby Reservoir,15.0,AF,,,62.2,Boyd,Lower Niobrara,101500061106,2011-11-23,2016-09-01T00:00:00,2014-01-16T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12536,Active    ,ST,A-19463, S36-T4-R34W,12908,1,1,1B,,BELF Boevau Canyon Reservoir No 1,,"Boevau Canyon, Trib. to",19.2,AF,,,,Hitchcock,Middle Republican,102500050503,2016-08-31,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12486,Active    ,ST,A-19464,SWNW S36-T2-R25W,12888,1,1,1B,,McCue North Dam,,"Beaver Creek, Trib. To",60.9,AF,,,,Furnas,Lower Republican,102500140302,2016-08-31,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12574,Active    ,ST,A-19465,NWNE S36-T2-R25W,12938,1,1,1B,,McCue South Dam,,"Beaver Creek, Trib. To",18.2,AF,,,,Furnas,Lower Republican,102500140302,2016-08-31,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12242,Active    ,ST,A-19466,NW S16-T4-R25W,12985,1,1,1B,,1949 Sexton Reservoir,,"Republican River Basin, Trib to.",27.5,AF,,,,Furnas,Lower Republican,102500090301,2016-08-31,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12610,Active    ,ST,A-19475, S36-T1-R13W,13041,1,1,1B,,Lohff Reservoir,,Lohff Creek,15.1,AF,,,,Franklin,Lower Republican,102500160501,2016-10-21,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
9933,Active    ,ST,A-18315,NENE S10-T10-R11E,9466,1,1,1F,,Martin Marietta Reservoir Number 2,,"Weeping Water Creek, Trib. To",44.84,AF,,,,Cass,Lower Platte South,102400010202,2005-06-15,,2007-01-11T00:00:00,,,,,,Storage,Null GPM,0.0
11101,Active    ,ST,A-18882,SWNE S26-T3-R7E,11964,1,1,1D,,Root Reservoir,,"Mud Creek, Trib. To",16.67,AF,,,,Gage,Lower Big Blue,102702020602,2012-02-24,,2013-05-06T00:00:00,,,,,,Storage,Null GPM,0.0
11137,Active    ,SO,A-18912, S8-T1-R3W,12277,1,1,1C,,Pump,,Heitmann Reservoir No 1,24.5,AF,,,69.2,Thayer,Little Blue,102702060905,2012-05-04,2014-09-01T00:00:00,2012-07-19T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
11138,Active    ,ST,A-18913, S8-T1-R3W,12276,1,1,1C,,Heitmann Irrig Reservoir,,"Spring Branch, Trib. To",24.5,AF,,,,Thayer,Little Blue,102702060905,2012-05-10,,2012-07-19T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
11150,Active    ,ST,A-18925,SENW S2-T31-R8W,12299,1,1,2C,,Knigge Reservoir West,,"Pishel Creek, Trib. To",8.4,AF,,,,Knox,Lower Niobrara,101500071004,2012-06-07,,2014-12-05T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
11166,Active    ,ST,A-18933,SENE S19-T1-R7E,12316,1,1,1D,,Parde West Irrigation Pon,,"Squaw Creek, Trib. To",5.7,AF,,,,Gage,Lower Big Blue,102702020506,2012-06-20,,2012-12-14T00:00:00,,,,,,Storage,Null GPM,0.0
12700,Active    ,ST,A-19029, S12-T31-R7W,13261,1,1,2C,,Sandbox Pond,,"Niobrara River, Trib. To",14.0,AF,,,,Knox,Lower Niobrara,101500071005,2013-02-25,,2014-12-12T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
12554,Active    ,ST,A-19108, S13-T2-R28W,13675,1,1,1B,,Sughroue Dam No. 2,,"Berger Creek, Trib. to",22.0,AF,,,,Red Willow,Middle Republican,102500040804,2013-07-18,,2013-10-18T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12473,Active    ,ST,A-19116,NENW S25-T7-R25W,12913,1,1,1B,,Schurr Dam No. 1,,"Muddy Creek, Trib. To",75.0,AF,,,,Frontier,Middle Republican,102500090202,2013-07-24,,2013-10-18T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12549,Active    ,ST,A-19151, S4-T4-R28W,13925,1,1,1B,,Kometscher Dam,,"Coon Creek, Trib. to",29.0,AF,,,,Red Willow,Middle Republican,102500040802,2013-10-21,,2013-11-08T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12841,Active    ,ST,A-19162,SENE S36-T2-R2E,14076,1,1,1C,,Larkins Pond No. 1,,"Blue River, Little, Trib. To",12.1,AF,,,,Jefferson,Little Blue,102702070105,2013-11-13,,2014-03-28T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12483,Active    ,ST,A-19163,NWNW S26-T1-R21W,12885,1,1,1B,,Ehrke Dam,,"Sappa Creek, Trib. To",45.3,AF,,,,Furnas,Lower Republican,102500110305,2013-11-26,,2014-03-11T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
10918,Active    ,ST,A-18735,NENE S4-T5-R5E,11061,1,1,1D,,Hagemeier Reservoir,,"Clatonia Creek, Trib. To",6.74,AF,,,,Gage,Lower Big Blue,102702020204,2011-01-14,,2014-02-13T00:00:00,,,,,,Storage,Null GPM,0.0
12400,Active    ,ST,A-19176, S10-T3-R10W,13076,1,1,1B,,Bolte Reservoir,,"Willow Creek, Trib. To",15.5,AF,,,,Webster,Lower Republican,102500160603,2014-01-22,,2014-03-31T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12296,Active    ,ST,A-19178, S6-T4-R24W,13013,1,1,1B,,Ahlswel Pond,,"Deer Creek, Trib. To",50.2,AF,,,,Furnas,Lower Republican,102500090105,2014-01-24,,2014-04-14T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12655,Active    ,ST,A-19179, S9-T2-R12W,13135,1,1,1B,,Richardson Reservoir,,"Farmers Creek, East Fork, Trib to",97.0,AF,,,,Webster,Lower Republican,102500160502,2014-01-24,,2014-04-14T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12559,Active    ,ST,A-19185, S6-T3-R18W,12931,1,1,1B,,Richards Dam,,"Flag Creek, Trib. to",23.0,AF,,,,Harlan,Lower Republican,102500090903,2014-01-27,,2015-02-13T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12232,Active    ,ST,A-19187,NW S30-T1-R15W,12978,1,1,1B,,James Kahrs & Son Pasture Pond,,Lochile Creek,29.3,AF,,,,Franklin,Lower Republican,102500160404,2014-01-31,,2014-04-14T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12360,Active    ,ST,A-19230,NW S14-T2-R14W,13056,1,1,1B,,Olson Reservoir,,"Lovely Creek, Trib to",43.8,AF,,,,Franklin,Lower Republican,102500160409,2014-04-09,,2014-08-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12895,Active    ,ST,A-19207,NWNW S23-T14-R6E,14203,1,1,2B,,West Limited Farm Pond,,Wahoo Creek,25.25,AF,,,,Saunders,Lower Platte North,102002030704,2014-03-14,,2014-08-19T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
12419,Active    ,ST,A-19213,SWNW S33-T6-R27W,13107,1,1,1B,,Durner Reservoir No 1,,Walnut Creek,62.7,AF,,,,Frontier,Middle Republican,102500080503,2014-03-24,,2015-02-12T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
12908,Active    ,ST,A-19215, S18-T7-R12E,14231,1,1,1F,,Damme Irrigation Reservoir,,"Nemaha River, Little, Trib. To",154.2,AF,,,,Otoe,Nemaha,102400060208,2014-03-25,,2015-07-27T00:00:00,,,,,,Storage,Null GPM,0.0
12447,Active    ,ST,A-19219,NWNE S35-T4-R36W,12870,1,1,1B,,Keiser Dam,,"Muddy Creek, Trib. To",17.4,AF,,,,Dundy,Upper Republican,102500040303,2014-04-04,,2015-01-23T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
12516,Active    ,ST,A-19233,SWNW S17-T3-R26W,12879,1,1,1B,,Smith Dam 1191,,"Republican River, Trib. To",64.4,AF,,,,Red Willow,Middle Republican,102500040808,2014-04-24,,2014-08-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12658,Active    ,ST,A-19264,SENW S1-T2-R17W,13138,1,1,1B,,Section 1 Reservoir,,"Turkey Creek, Trib. To",41.2,AF,,,,Harlan,Lower Republican,102500160105,2014-06-10,,2015-01-23T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12522,Active    ,ST,A-19278,SENW S27-T6-R21W,12895,1,1,1B,,Ebmeier Dam,,Swartz Creek,63.6,AF,,,,Gosper,Tri-Basin,102500090504,2014-08-01,,2014-12-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12974,Active    ,ST,A-19287,SWNE S9-T2-R5W,14797,1,1,1C,,Krogh West Pond,,"Thawes Creek, Trib To",42.8,AF,,,,Nuckolls,Little Blue,102702061001,2014-08-18,,2015-12-22T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
12229,Active    ,ST,A-19294,NW S8-T2-R15W,12977,1,1,1B,,Edloff Stewart Reservoir,,"Cottonwood Creek, Little, Trib. To",98.1,AF,,,,Franklin,Lower Republican,102500160404,2014-08-28,,2015-02-13T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12465,Active    ,ST,A-19296,SENE S36-T8-R29W,12945,1,1,1B,,Cottonwood Canyon Pond,,"Medicine Creek, Trib. To",27.25,AF,,,,Frontier,Middle Republican,102500080306,2014-08-29,,2014-12-19T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
12480,Active    ,ST,A-19476,NENE S36-T1-R21W,12943,1,1,1B,,Atkinson Dam,,"Prairie Dog Creek, Trib. To",30.5,AF,,,,Furnas,Lower Republican,102500150304,2016-10-21,,2016-11-10T00:00:00,,,,,,Storage,Null GPM,0.0
13543,Active    ,CS,CSW-2298,SWNE S24-T30-R8W,12097,3,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-07-25T00:00:00,,,,,,Unknown,Null GPM,0.0
13543,Active    ,CS,CSW-2298,SWNE S24-T30-R8W,12098,4,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-07-25T00:00:00,,,,,,Unknown,Null GPM,0.0
47,Active    ,SI,A-768, S10-T23-R58W,16110,1,1,1A,,Tri-State Canal,,Pathfinder Reservoir,0.0,CFS,,,2003.7,Scotts Bluff,North Platte,101800090402,1904-09-19,,1905-02-14T00:00:00,Tri-State Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13162,Active    ,ST,A-19468,NWNE S16-T11-R19W,16533,1,1,1A,,School Dam No 3,,"Wood River, Trib. To",18.1,AF,,,,Dawson,Central Platte,102001020201,2016-09-27,,2016-11-10T00:00:00,,Open,2020-09-15T00:00:00,Open,Canal Administration,Storage,Null GPM,0.0
13157,Active    ,SO,A-19471,NWNE S5-T2-R5E,16525,1,1,1D,,Pump,,Big Indian Creek Reservoir 16-B,31.4,AF,,,31.4,Gage,Lower Big Blue,102702020503,2016-10-11,2019-09-01T00:00:00,2016-12-20T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
307,Active    ,IR,D-795,NW S33-T17-R42W,11487,1,1,1A,,Blue Creek Canal,,Blue Creek,5.0,CFS,,83,413.4,Garden,North Platte,101800091607,1894-09-27,,1897-02-06T00:00:00,Blue Creek Canal,Regulating,2020-09-16T00:00:00,Regulating,Gage Height Posting,Irrigation from Natural Stream,Null GPM,0.0
13145,Active    ,ST,A-19454, S14-T3-R2E,16474,1,1,1D,,Tyler Stewart Reservoir,,"Cub Creek, Trib. To",95.3,AF,,,,Jefferson,Lower Big Blue,102702020301,2016-07-18,,2016-10-07T00:00:00,,,,,,Storage,Null GPM,0.0
13171,Active    ,ST,A-19481,NENW S21-T8-R13E,16561,1,1,1F,,Wilson Creek 5-15 Reservoir,,Fox Creek,22.3,AF,,,,Otoe,Nemaha,102400060303,2016-10-31,,2017-01-18T00:00:00,,,,,,Storage,Null GPM,0.0
13172,Active    ,ST,A-19482,NENW S8-T9-R11E,16562,1,1,1F,,Wilson Creek 12-18 Reservoir,,"Nemaha River, Big, North Fork, Trib. To",16.4,AF,,,,Otoe,Nemaha,102400060301,2016-10-31,,2017-01-18T00:00:00,,,,,,Storage,Null GPM,0.0
13174,Active    ,ST,A-19488, S11-T5-R10E,16577,1,1,1F,,Meisinger Dam,,"Nemaha River, Big, North Fork, Trib. To",19.8,AF,,,,Johnson,Nemaha,102400080108,2016-11-28,,2017-01-09T00:00:00,,,,,,Storage,Null GPM,0.0
13146,Active    ,ST,A-19455,SENE S16-T2-R2E,16490,1,1,1C,,Barber Wetlands Dam,,"Blue River, Little, Trib. To",76.4,CFS,,,,Jefferson,Little Blue,102702070104,2016-07-29,,2017-01-10T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
13170,Active    ,ST,A-19480,NENE S9-T8-R13E,16606,1,1,1F,,Wilson Creek 6-8 Reservoir,,"Fox Creek, Trib. To",15.9,AF,,,,Otoe,Nemaha,102400060303,2016-10-31,,2017-01-18T00:00:00,,,,,,Storage,Null GPM,0.0
12469,Active    ,ST,A-19483,SENW S16-T5-R30W,12911,1,1,1B,,Kaler Dam,,"Red Willow Creek, Trib. To",16.9,AF,,,,Frontier,Middle Republican,102500070306,2016-11-16,,2017-01-26T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
13164,Active    ,SO,A-19472,NWNW S6-T21-R16W,16542,1,1,2A,,Mirdan Canal,,Calamus Reservoir,399.0,AF,,,133.0,Garfield,Lower Loup,102100080604,2016-10-11,2019-09-01T00:00:00,2017-03-15T00:00:00,Mirdan Canal,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12823,Active    ,SO,A-19142,SENE S8-T1-R1E,13785,1,1,1C,,Pump,,Livingston Section 8 Pond,34.1,AF,,,65.0,Jefferson,Little Blue,102702070206,2013-09-13,2016-09-01T00:00:00,2014-01-10T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12725,Active    ,SI,A-19043A, S3-T10-R3E,13408,1,1,1D,,Pump,,Oxbow Reservoir,16.3,AF,,,117.0,Seward,Upper Big Blue,102702020104,2013-03-20,2016-09-01T00:00:00,2013-11-08T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10919,Active    ,SI,A-18736,NENE S4-T5-R5E,11073,1,1,1D,,Pump,,Hagemeier Reservoir,6.74,AF,,,30.5,Gage,Lower Big Blue,102702020204,2011-01-14,2016-09-01T00:00:00,2014-02-13T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13071,Active    ,SO,A-19403, S24-T9-R2E,16207,1,1,1D,,Pump,,Beckler Large Dam,24.9,AF,,,96.0,Seward,Upper Big Blue,102702030608,2015-12-03,2018-09-01T00:00:00,2016-01-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13115,Active    ,ST,A-19430,NENE S14-T2-R14E,17194,1,1,1F,,Kean Pond 2,,"Barneys Branch, Trib to",22.1,AF,,,,Richardson,Nemaha,102400080401,2016-04-11,2017-11-01T00:00:00,2016-07-07T00:00:00,,,,,,Storage,Null GPM,0.0
12872,Active    ,SO,A-19191,NWNW S21-T5-R8E,14160,1,1,1D,,Pump,,Bear-Pierce-Cedar 7-J Reservoir,85.8,AF,,,231.9,Gage,Lower Big Blue,102702020407,2014-02-12,2019-09-01T00:00:00,2017-01-09T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12820,Active    ,ST,A-19138, S32-T32-R12W,16751,1,1,2C,,Stewart Reservoir No 2,,"Eagle Creek, Trib. To",24.0,AF,,,,Holt,Lower Niobrara,101500070305,2013-08-30,,2015-10-29T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
