OID_,ProjectID,RightID,ApplicationNumber,LegalDescription,SubSectionID,Section_,Township,Range,RangeDirectionID,HUC_12,Status,Use,Canal_System,Irrigation_District,County,NRD_1,Water_Division,Source,Current_Acres,Grant_,Units,PriorityDate,Longitude,Latitude
5769,1,6052,A-6277BR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,143.000000000000000,0.380000000000000,CFS,5/4/1954 0:00:00,-98.191539645924053,41.268195006938640
5770,1,5907,A-3584AR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,76.000000000000000,0.090000000000000,CFS,9/1/1942 0:00:00,-98.191539645924053,41.268195006938640
5771,1,5908,A-6277AR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,76.000000000000000,0.210000000000000,CFS,5/4/1954 0:00:00,-98.191539645924053,41.268195006938640
5772,1,5914,A-3584BR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,143.000000000000000,0.160000000000000,CFS,9/1/1942 0:00:00,-98.191539645924053,41.268195006938640
5773,1,6021,A-11438AR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,76.000000000000000,0.690000000000000,CFS,5/31/1968 0:00:00,-98.191539645924053,41.268195006938640
5774,1,11032,A-18819,NE SW S18 T31N-R10W,10,18,31,10,2,101500070404.000000000000000,Active,IR - Irrigation from Natural Stream,,,Holt,Lower Niobrara,2C - Niobrara River,Spring Creek,99.500000000000000,1.420000000000000,CFS,10/6/2011 0:00:00,-98.530994657030107,42.659601172329651
5775,1,306,D-785,NW SW S33 T17N-R42W,9,33,17,42,2,101800091607.000000000000000,Active,IR - Irrigation from Natural Stream,Blue Creek Canal,Blue Creek Irrigation District,Garden,North Platte,1A - Platte River,Blue Creek,2254.400000000000091,31.879999999999999,CFS,12/27/1893 0:00:00,-102.174524898772688,41.402101418973302
5776,1,307,D-795,NW SW S33 T17N-R42W,9,33,17,42,2,101800091607.000000000000000,Active,IR - Irrigation from Natural Stream,Blue Creek Canal,Blue Creek Irrigation District,Garden,North Platte,1A - Platte River,Blue Creek,413.399999999999977,5.000000000000000,CFS,9/27/1894 0:00:00,-102.174524898772688,41.402101418973302
5777,1,331,D-788R,NW SW S33 T17N-R42W,9,33,17,42,2,101800091607.000000000000000,Active,IR - Irrigation from Natural Stream,Blue Creek Canal,Blue Creek Irrigation District,Garden,North Platte,1A - Platte River,Blue Creek,782.000000000000000,11.170000000000000,CFS,4/2/1894 0:00:00,-102.174524898772688,41.402101418973302
5778,1,9040,A-4903,SW NE S02 T32N-R55W,7,2,32,55,2,101201080104.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Holmgren Reservoir,39.700000000000003,66.000000000000000,AF,4/11/1950 0:00:00,-103.741062622595180,42.778022889659539
5779,1,9169,A-4937,SW SE S27 T33N-R54W,15,27,33,54,2,101201080106.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Coffee Reservoir No. 1,29.399999999999999,22.000000000000000,AF,7/17/1951 0:00:00,-103.667826077332393,42.801135933412240
5780,1,9058,A-4996,SE NW S07 T32N-R55W,4,7,32,55,2,101201080102.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Spring Creek Reservoir No. 3,20.000000000000000,26.000000000000000,AF,9/6/1951 0:00:00,-103.825028810199342,42.763847381461353
5781,1,9059,A-4996,SE NW S07 T32N-R55W,4,7,32,55,2,101201080102.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Spring Creek Reservoir No. 3,14.300000000000001,26.000000000000000,AF,9/6/1951 0:00:00,-103.825050112442355,42.763901622074684
5782,1,9248,A-5193,NW SE S25 T35N-R55W,13,25,35,55,2,101201080206.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Wiedenfeld Reservoir No. 1,34.899999999999999,92.000000000000000,AF,1/2/1952 0:00:00,-103.745846042279510,42.977746395602786
5783,1,9199,A-5212,SE NE S16 T34N-R55W,8,16,34,55,2,101201080107.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,A Jordan Lower Reservoir,98.099999999999994,137.000000000000000,AF,2/28/1941 0:00:00,-103.801179319461610,42.925359897755868
5784,1,9198,A-5212,SE NE S16 T34N-R55W,8,16,34,55,2,101201080107.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,A Jordan Reservoir,98.099999999999994,776.000000000000000,AF,8/23/1940 0:00:00,-103.801229524462357,42.925438365450880
5785,1,9043,A-5343,SE NE S07 T32N-R55W,8,7,32,55,2,101201080102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Sow Belly Creek,328.199999999999989,0.470000000000000,CFS,6/3/1953 0:00:00,-103.818692343481416,42.763568727234222
5786,1,5977,A-3440AR,NW SW S13 T15N-R08W,9,13,15,8,2,102100090207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Loup River,76.000000000000000,0.100000000000000,CFS,5/7/1941 0:00:00,-98.191539645924053,41.268195006938640
5787,1,9094,A-5985,SE SW S07 T33N-R56W,12,7,33,56,2,101201080101.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Jim Creek,160.300000000000011,2.290000000000000,CFS,2/24/1954 0:00:00,-103.966612663698044,42.844480605746732
5788,1,9065,A-8035,NW NE S06 T32N-R55W,5,6,32,55,2,101201080102.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Crystal Lake Reservoir,79.000000000000000,53.000000000000000,AF,8/26/1955 0:00:00,-103.819543117494675,42.782626710843445
5789,1,9101,A-8704,NE NW S07 T33N-R56W,2,7,33,56,2,101201080101.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Badland Reservoir,0.700000000000000,33.000000000000000,AF,7/23/1952 0:00:00,-103.967409850634681,42.854838215839258
5790,1,9100,A-8704,NE NW S07 T33N-R56W,2,7,33,56,2,101201080101.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Badland Reservoir,21.199999999999999,33.000000000000000,AF,7/23/1952 0:00:00,-103.967362129333381,42.854777371087010
5791,1,9243,A-8738,SW SW S21 T35N-R55W,11,21,35,55,2,101201080206.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Mader Reservoirs 1-2,119.099999999999994,0.000000000000000,AF,1/25/1950 0:00:00,-103.814041789696034,42.987049748730350
5792,1,9242,A-8738,SW SW S21 T35N-R55W,11,21,35,55,2,101201080206.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Mader Reservoirs 1-2,124.700000000000003,0.000000000000000,AF,1/25/1950 0:00:00,-103.814005834300417,42.987031565158375
5793,1,9116,A-9471,SE SE S11 T33N-R56W,16,11,33,56,2,101201080101.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Jim Creek,28.699999999999999,0.410000000000000,CFS,4/26/1957 0:00:00,-103.879239195976652,42.845916881381221
5794,1,9127,A-9501,NE NE S22 T33N-R56W,6,22,33,56,2,101201080101.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Wasserburger Reservoir No. 1,15.000000000000000,43.000000000000000,AF,5/9/1955 0:00:00,-103.896796017363940,42.826790199185879
5795,1,9156,A-9637,NE SW S10 T33N-R54W,10,10,33,54,2,101201080106.000000000000000,Active,ST - Storage,,,Sioux,Upper Niobrara-White,2E - Hat Creek,"Jim Creek, East, Trib. To",,110.000000000000000,AF,8/13/1958 0:00:00,-103.672594777922967,42.846512183538948
5796,1,9141,A-9640,SE SE S34 T34N-R55W,16,34,34,55,2,101201080103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,"Hat Creek, Trib. To",111.700000000000003,1.590000000000000,CFS,8/20/1958 0:00:00,-103.781334473776923,42.874204980117725
5797,1,9212,A-9644,SW SE S10 T34N-R54W,15,10,34,54,2,101201080108.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Whitehead Creek,96.900000000000006,1.390000000000000,CFS,9/8/1958 0:00:00,-103.669018715358916,42.932531469219896
5798,1,9083,A-9775,NW SE S35 T33N-R56W,13,35,33,56,2,101201080102.000000000000000,Active,ST - Storage,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Cedar Creek,,48.000000000000000,AF,10/6/1959 0:00:00,-103.885478605659543,42.790139274365217
5799,1,9217,A-9779,NE SW S22 T35N-R57W,10,22,35,57,2,101201080202.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,30.699999999999999,0.440000000000000,CFS,12/7/1959 0:00:00,-104.023626216566853,42.991541677271137
5800,1,9235,A-9797,SW NW S21 T35N-R55W,3,21,35,55,2,101201080206.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,131.099999999999994,1.870000000000000,CFS,2/18/1960 0:00:00,-103.812201846399901,42.995912688128151
5801,1,9050,A-9815,SW NE S05 T32N-R55W,7,5,32,55,2,101201080102.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Andrews Reservoir,45.299999999999997,42.000000000000000,AF,3/26/1935 0:00:00,-103.799796427459711,42.779414081198787
5802,1,9055,A-9988,SW SW S34 T33N-R55W,11,34,33,55,2,101201080102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Sow Belly Creek,63.500000000000000,0.910000000000000,CFS,10/3/1961 0:00:00,-103.792478991914365,42.785387258021601
5803,1,6200,A-11816C,NW NE S11 T16N-R06W,5,11,16,6,2,102100100606.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Cedar River,142.000000000000000,1.730000000000000,CFS,10/24/1969 0:00:00,-97.970208149038626,41.377408520700321
5804,1,6199,A-11816B,NW NE S11 T16N-R06W,5,11,16,6,2,102100100606.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nance,Lower Loup,2A - Loup River,Cedar River,8.600000000000000,0.110000000000000,CFS,10/24/1969 0:00:00,-97.970208149038626,41.377408520700321
5805,1,11034,A-18821,NE NE S35 T33N-R09W,6,35,33,9,2,101500010304.000000000000000,Active,ST - Storage,,,Boyd,Lower Niobrara,2F - Upper Missouri River and Tributaries,"Ponca Creek, Trib. To",,10.000000000000000,AF,10/17/2011 0:00:00,-98.332554070196821,42.798228520394225
5806,1,11035,A-18822,NE NE S35 T33N-R09W,6,35,33,9,2,101500010304.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Boyd,Lower Niobrara,2F - Upper Missouri River and Tributaries,Mahon Reservoir No 2,57.899999999999999,10.000000000000000,AF,10/17/2011 0:00:00,-98.332659285494017,42.798134621928220
5807,1,11036,A-18823,NE SW S17 T33N-R08W,10,17,33,8,2,101500010305.000000000000000,Active,ST - Storage,,,Knox,Lower Niobrara,2F - Upper Missouri River and Tributaries,"Ponca Creek, Trib. To",,15.000000000000000,AF,10/17/2011 0:00:00,-98.284241528567122,42.831564128275836
5808,1,11037,A-18824,NE SW S17 T33N-R08W,10,17,33,8,2,101500010305.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Knox,Lower Niobrara,2F - Upper Missouri River and Tributaries,Mahon Reservoir No 1,34.200000000000003,15.000000000000000,AF,10/17/2011 0:00:00,-98.283794425466596,42.831848538463312
5809,1,9051,A-11760,SW SE S05 T32N-R55W,15,5,32,55,2,101201080102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Sow Belly Creek,50.500000000000000,0.720000000000000,CFS,8/5/1969 0:00:00,-103.803649803236638,42.770617926822716
5810,1,9241,A-15532,NE NW S30 T35N-R55W,2,30,35,55,2,101201080206.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Henry Reservoir No. 2,73.400000000000006,46.000000000000000,AF,7/30/1979 0:00:00,-103.846467566655249,42.985459989357416
5811,1,9214,A-15592,NW SE S28 T35N-R54W,13,28,35,54,2,101201080103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Hat Creek,164.400000000000006,2.350000000000000,CFS,10/11/1979 0:00:00,-103.689343256741537,42.978843590425349
5812,1,9191,A-7861,NW SW S15 T34N-R56W,9,15,34,56,2,101201080107.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Dunlap Reservoir,31.800000000000001,16.000000000000000,AF,8/4/1955 0:00:00,-103.911553449376896,42.920767954054192
5813,1,9192,A-7861,NE SW S15 T34N-R56W,10,15,34,56,2,101201080107.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Dunlap Reservoir No. 2,31.800000000000001,20.000000000000000,AF,8/4/1955 0:00:00,-103.904246352197788,42.919839646098687
5814,1,9224,A-5609,NW NE S23 T35N-R56W,5,23,35,56,2,101201080206.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,35.799999999999997,0.510000000000000,CFS,9/26/1953 0:00:00,-103.880754666352317,43.001189988282185
5815,1,9226,A-5611,NW NE S23 T35N-R56W,5,23,35,56,2,101201080206.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,72.700000000000003,0.000000000000000,AF,9/26/1953 0:00:00,-103.880761540811747,43.001198810053154
5816,1,9228,A-6159,NW NE S23 T35N-R56W,5,23,35,56,2,101201080206.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,31.100000000000001,3.000000000000000,AF,4/1/1954 0:00:00,-103.880759038879248,43.001195439688964
5817,1,9227,A-5612,NW NE S23 T35N-R56W,5,23,35,56,2,101201080206.000000000000000,Active,IR - Irrigation from Natural Stream,,,Sioux,Upper Niobrara-White,2E - Hat Creek,Indian Creek,201.500000000000000,2.880000000000000,CFS,9/26/1953 0:00:00,-103.880779785077394,43.001188785346557
5818,1,8625,A-16306,SW NW S02 T29N-R07W,3,2,29,7,2,101500070903.000000000000000,Active,IR - Irrigation from Natural Stream,,,Knox,Lower Niobrara,2C - Niobrara River,Verdigre Creek,40.000000000000000,0.570000000000000,CFS,6/11/1984 0:00:00,-98.106746363064929,42.518773225958832
5819,1,5677,A-4439,NW NW S01 T25N-R22W,1,1,25,22,2,102100080204.000000000000000,Active,IR - Irrigation from Natural Stream,,,Brown,Upper Loup,2A - Loup River,Calamus River,58.000000000000000,0.570000000000000,CFS,2/17/1949 0:00:00,-99.832444854461841,42.172078681705749
5820,1,10957,A-18767R,SW NW S21 T31N-R11W,3,21,31,11,2,101500070402.000000000000000,Active,IR - Irrigation from Natural Stream,,,Holt,Lower Niobrara,2C - Niobrara River,Blackbird Creek,135.000000000000000,1.930000000000000,CFS,4/11/2011 0:00:00,-98.616909121280884,42.649202414310977
5821,1,5610,A-11065,NW SW S09 T24N-R25W,9,9,24,25,2,102100060603.000000000000000,Active,IR - Irrigation from Natural Stream,,,Blaine,Upper Loup,2A - Loup River,"Loup River, North",106.900000000000006,1.530000000000000,CFS,3/8/1967 0:00:00,-100.228843315800958,42.062991629712023
5822,1,5129,A-4820,SE SE S18 T24N-R31W,16,18,24,31,2,102100010804.000000000000000,Active,IR - Irrigation from Natural Stream,,,Hooker,Upper Loup,2A - Loup River,"Loup River, Middle",81.500000000000000,1.020000000000000,CFS,3/15/1951 0:00:00,-100.939292051654462,42.047655161500323
5823,1,5608,A-8371,NW NW S17 T26N-R34W,1,17,26,34,2,102100060403.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Cherry,Upper Loup,2A - Loup River,Donald A. Cox Reservoir No. 1,88.000000000000000,79.000000000000000,AF,2/3/1954 0:00:00,-101.311224447803568,42.233052637739775
5824,1,5606,A-8372,SE SW S07 T26N-R34W,12,7,26,34,2,102100060403.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Cherry,Upper Loup,2A - Loup River,Donald A. Cox Reservoir No. 2,40.799999999999997,26.000000000000000,AF,3/16/1954 0:00:00,-101.325734409486486,42.236585674020823
5825,1,5680,A-2273,NW SW S25 T25N-R21W,9,25,25,21,2,102100080204.000000000000000,Active,IR - Irrigation from Natural Stream,,,Brown,Upper Loup,2A - Loup River,Calamus River,1.500000000000000,0.020000000000000,CFS,6/13/1932 0:00:00,-99.718299100655386,42.110131988548325
5826,1,8475,D-275,NE NW S09 T30N-R13W,2,9,30,13,2,101500070303.000000000000000,Active,IR - Irrigation from Natural Stream,,,Holt,Lower Niobrara,2C - Niobrara River,"Eagle Creek, Middle Branch, Trib. To",33.399999999999999,0.480000000000000,CFS,9/18/1894 0:00:00,-98.847610500129974,42.594155908787201
5827,1,8473,D-274,NE NW S09 T30N-R13W,2,9,30,13,2,101500070303.000000000000000,Active,IR - Irrigation from Natural Stream,,,Holt,Lower Niobrara,2C - Niobrara River,"Eagle Creek, Middle Branch",17.000000000000000,0.240000000000000,CFS,9/18/1894 0:00:00,-98.847894786520428,42.594181555083566
5828,1,10998,A-13329A,NE NE S31 T17N-R10E,6,31,17,10,1,102200031004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dodge,Lower Platte North,2B - Elkhorn River and Salt Creek,Elkhorn River,85.000000000000000,1.210000000000000,CFS,4/30/1974 0:00:00,-96.330378608605002,41.405841275175156
5829,1,10999,A-13329B,NE NE S31 T17N-R10E,6,31,17,10,1,102200031004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dodge,Lower Platte North,2B - Elkhorn River and Salt Creek,Elkhorn River,76.000000000000000,1.090000000000000,CFS,12/23/1974 0:00:00,-96.330378608605002,41.405841275175156
