AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-17185,NEDNR_Water Rights,NEDNR,NEwr_S3056,NEDNR_Allocation,,,,,,,,,,Active,,1992-05-18,,09/30,04/01,,9.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17186,NEDNR_Water Rights,NEDNR,NEwr_S11386,NEDNR_Allocation,,,,,,,,,,Active,,1992-05-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17189,NEDNR_Water Rights,NEDNR,NEwr_S7030,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-01,,09/30,04/01,,0,Domestic,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17190,NEDNR_Water Rights,NEDNR,NEwr_S8238,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-02,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17191,NEDNR_Water Rights,NEDNR,"NEwr_S6921,NEwr_S6922",NEDNR_Allocation,,,,,,,,,,Active,,1992-06-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17193,NEDNR_Water Rights,NEDNR,NEwr_S9595,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-08,,09/30,04/01,,10.5,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17195,NEDNR_Water Rights,NEDNR,NEwr_S3057,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-11,,09/30,04/01,,9.69,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17196,NEDNR_Water Rights,NEDNR,NEwr_S4280,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-15,,09/30,04/01,,30.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17197,NEDNR_Water Rights,NEDNR,NEwr_S3048,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17199,NEDNR_Water Rights,NEDNR,NEwr_S9841,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-16,,09/30,04/01,,136.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17200,NEDNR_Water Rights,NEDNR,NEwr_S3069,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-17,,09/30,04/01,,10.0,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17201,NEDNR_Water Rights,NEDNR,NEwr_S8431,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17204,NEDNR_Water Rights,NEDNR,NEwr_S11781,NEDNR_Allocation,,,,,,,,,,Active,,1992-06-25,,09/30,04/01,,231.4,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17206,NEDNR_Water Rights,NEDNR,NEwr_S8204,NEDNR_Allocation,,,,,,,,,,Active,,1992-07-07,,09/30,04/01,,30.7,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17210,NEDNR_Water Rights,NEDNR,NEwr_S4137,NEDNR_Allocation,,,,,,,,,,Active,,1992-07-20,,09/30,04/01,,65.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17211,NEDNR_Water Rights,NEDNR,NEwr_S3011,NEDNR_Allocation,,,,,,,,,,Active,,1992-07-27,,09/30,04/01,,701.0,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17216,NEDNR_Water Rights,NEDNR,NEwr_S279,NEDNR_Allocation,,,,,,,,,,Active,,1992-08-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17217,NEDNR_Water Rights,NEDNR,NEwr_S9596,NEDNR_Allocation,,,,,,,,,,Active,,1992-08-19,,09/30,04/01,,1.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17218,NEDNR_Water Rights,NEDNR,NEwr_S3908,NEDNR_Allocation,,,,,,,,,,Active,,1992-08-19,,09/30,04/01,,0,Fish Culture,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17219,NEDNR_Water Rights,NEDNR,NEwr_S3055,NEDNR_Allocation,,,,,,,,,,Active,,1992-08-20,,09/30,04/01,,26.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17220A,NEDNR_Water Rights,NEDNR,"NEwr_S900,NEwr_S901",NEDNR_Allocation,,,,,,,,,,Active,,1992-09-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17220B,NEDNR_Water Rights,NEDNR,NEwr_S1068,NEDNR_Allocation,,,,,,,,,,Active,,1992-09-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17221,NEDNR_Water Rights,NEDNR,"NEwr_S6943,NEwr_S6944,NEwr_S6945,NEwr_S6942",NEDNR_Allocation,,,,,,,,,,Active,,1992-09-04,,09/30,04/01,,0,Temporary Transfer to In-Stream Use,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17223,NEDNR_Water Rights,NEDNR,NEwr_S3035,NEDNR_Allocation,,,,,,,,,,Active,,1992-09-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17224,NEDNR_Water Rights,NEDNR,NEwr_S3003,NEDNR_Allocation,,,,,,,,,,Active,,1992-09-24,,09/30,04/01,,1.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17226,NEDNR_Water Rights,NEDNR,NEwr_S10465,NEDNR_Allocation,,,,,,,,,,Active,,1992-10-02,,09/30,04/01,,350.0,Supplemental Cooling,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17227,NEDNR_Water Rights,NEDNR,NEwr_S10910,NEDNR_Allocation,,,,,,,,,,Active,,1992-10-02,,09/30,04/01,,0,Cooling,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17228,NEDNR_Water Rights,NEDNR,"NEwr_S9860,NEwr_S9858,NEwr_S9859,NEwr_S9861",NEDNR_Allocation,,,,,,,,,,Active,,1992-10-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17236,NEDNR_Water Rights,NEDNR,"NEwr_S7699,NEwr_S7700",NEDNR_Allocation,,,,,,,,,,Active,,1992-12-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17238,NEDNR_Water Rights,NEDNR,NEwr_S3002,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17239,NEDNR_Water Rights,NEDNR,NEwr_S12221,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17240,NEDNR_Water Rights,NEDNR,NEwr_S4642,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17241,NEDNR_Water Rights,NEDNR,NEwr_S3060,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-20,,09/30,04/01,,52.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17242,NEDNR_Water Rights,NEDNR,NEwr_S11714,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-21,,09/30,04/01,,17.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17243,NEDNR_Water Rights,NEDNR,NEwr_S4213,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-23,,09/30,04/01,,97.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17244,NEDNR_Water Rights,NEDNR,NEwr_S3024,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-23,,09/30,04/01,,163.3,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17245,NEDNR_Water Rights,NEDNR,NEwr_S5221,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17246,NEDNR_Water Rights,NEDNR,NEwr_S3061,NEDNR_Allocation,,,,,,,,,,Active,,1993-01-20,,09/30,04/01,,41.6,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1725,NEDNR_Water Rights,NEDNR,NEwr_S6029,NEDNR_Allocation,,,,,,,,,,Active,,1923-10-30,,09/30,04/01,,0,Power,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17251,NEDNR_Water Rights,NEDNR,NEwr_S314,NEDNR_Allocation,,,,,,,,,,Active,,1993-02-24,,09/30,04/01,,10.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17252,NEDNR_Water Rights,NEDNR,NEwr_S8885,NEDNR_Allocation,,,,,,,,,,Active,,1993-02-24,,09/30,04/01,,14.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17255,NEDNR_Water Rights,NEDNR,NEwr_S5222,NEDNR_Allocation,,,,,,,,,,Active,,1993-03-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17256,NEDNR_Water Rights,NEDNR,NEwr_S4883,NEDNR_Allocation,,,,,,,,,,Active,,1993-03-24,,09/30,04/01,,429.3,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17261,NEDNR_Water Rights,NEDNR,"NEwr_S3052,NEwr_S3051,NEwr_S3053,NEwr_S3054",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-01,,09/30,04/01,,92.9,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17262,NEDNR_Water Rights,NEDNR,"NEwr_S3045,NEwr_S3044",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17263,NEDNR_Water Rights,NEDNR,"NEwr_S8470,NEwr_S8468,NEwr_S8469",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17265,NEDNR_Water Rights,NEDNR,NEwr_S11555,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-07,,09/30,04/01,,82.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17267,NEDNR_Water Rights,NEDNR,NEwr_S3059,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-08,,09/30,04/01,,29.94,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17268,NEDNR_Water Rights,NEDNR,NEwr_S3025,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-09,,09/30,04/01,,21.29,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17273,NEDNR_Water Rights,NEDNR,NEwr_S4159,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17274,NEDNR_Water Rights,NEDNR,NEwr_S3068,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17275,NEDNR_Water Rights,NEDNR,"NEwr_S4968,NEwr_S4969",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17277,NEDNR_Water Rights,NEDNR,NEwr_S3022,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-26,,09/30,04/01,,83.05,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17278,NEDNR_Water Rights,NEDNR,NEwr_S3023,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-26,,09/30,04/01,,73.99,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17279,NEDNR_Water Rights,NEDNR,NEwr_S12128,NEDNR_Allocation,,,,,,,,,,Active,,1993-04-28,,09/30,04/01,,0,Manufacturing,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17280,NEDNR_Water Rights,NEDNR,"NEwr_S3065,NEwr_S3066,NEwr_S3067",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17281A,NEDNR_Water Rights,NEDNR,"NEwr_S246,NEwr_S245,NEwr_S244",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17281B,NEDNR_Water Rights,NEDNR,"NEwr_S249,NEwr_S247,NEwr_S248",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17281C,NEDNR_Water Rights,NEDNR,"NEwr_S250,NEwr_S252,NEwr_S251",NEDNR_Allocation,,,,,,,,,,Active,,1993-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17283,NEDNR_Water Rights,NEDNR,"NEwr_S311,NEwr_S312",NEDNR_Allocation,,,,,,,,,,Active,,1993-05-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17284,NEDNR_Water Rights,NEDNR,NEwr_S3001,NEDNR_Allocation,,,,,,,,,,Active,,1993-05-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17285,NEDNR_Water Rights,NEDNR,"NEwr_S310,NEwr_S309",NEDNR_Allocation,,,,,,,,,,Active,,1993-05-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17286,NEDNR_Water Rights,NEDNR,"NEwr_S3042,NEwr_S3041,NEwr_S3043",NEDNR_Allocation,,,,,,,,,,Active,,1993-05-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17291,NEDNR_Water Rights,NEDNR,NEwr_S4249,NEDNR_Allocation,,,,,,,,,,Active,,1993-06-01,,09/30,04/01,,327.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17292,NEDNR_Water Rights,NEDNR,NEwr_S3034,NEDNR_Allocation,,,,,,,,,,Active,,1993-06-07,,09/30,04/01,,31.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17293,NEDNR_Water Rights,NEDNR,NEwr_S12050,NEDNR_Allocation,,,,,,,,,,Active,,1993-06-07,,09/30,04/01,,31.9,Supplemental Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17294,NEDNR_Water Rights,NEDNR,"NEwr_S1059,NEwr_S1061,NEwr_S1060,NEwr_S1058",NEDNR_Allocation,,,,,,,,,,Active,,1993-06-07,,09/30,04/01,,57.1,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17295,NEDNR_Water Rights,NEDNR,NEwr_S11945,NEDNR_Allocation,,,,,,,,,,Active,,1993-06-24,,09/30,04/01,,373.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17296,NEDNR_Water Rights,NEDNR,"NEwr_S4788,NEwr_S4789,NEwr_S4787,NEwr_S4786",NEDNR_Allocation,,,,,,,,,,Active,,1993-06-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17297,NEDNR_Water Rights,NEDNR,NEwr_S11946,NEDNR_Allocation,,,,,,,,,,Active,,1993-07-09,,09/30,04/01,,163.1,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17298,NEDNR_Water Rights,NEDNR,NEwr_S313,NEDNR_Allocation,,,,,,,,,,Active,,1993-07-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17300,NEDNR_Water Rights,NEDNR,NEwr_S10720,NEDNR_Allocation,,,,,,,,,,Active,,1993-07-22,,09/30,04/01,,284.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17302,NEDNR_Water Rights,NEDNR,NEwr_S12088,NEDNR_Allocation,,,,,,,,,,Active,,1993-07-28,,09/30,04/01,,300.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17304,NEDNR_Water Rights,NEDNR,NEwr_S6248,NEDNR_Allocation,,,,,,,,,,Active,,1993-07-30,,09/30,04/01,,13.26,Fish and Wildlife,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17305,NEDNR_Water Rights,NEDNR,NEwr_S5473,NEDNR_Allocation,,,,,,,,,,Active,,1993-08-16,,09/30,04/01,,2.11,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17306,NEDNR_Water Rights,NEDNR,NEwr_S5010,NEDNR_Allocation,,,,,,,,,,Active,,1993-08-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17307,NEDNR_Water Rights,NEDNR,NEwr_S5006,NEDNR_Allocation,,,,,,,,,,Active,,1993-08-24,,09/30,04/01,,297.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17308,NEDNR_Water Rights,NEDNR,NEwr_S4020,NEDNR_Allocation,,,,,,,,,,Active,,1993-08-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17309,NEDNR_Water Rights,NEDNR,NEwr_S5474,NEDNR_Allocation,,,,,,,,,,Active,,1993-08-26,,09/30,04/01,,43.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17310A,NEDNR_Water Rights,NEDNR,"NEwr_S10339,NEwr_S10340",NEDNR_Allocation,,,,,,,,,,Active,,1970-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17310B,NEDNR_Water Rights,NEDNR,"NEwr_S10342,NEwr_S10341",NEDNR_Allocation,,,,,,,,,,Active,,1990-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17312A,NEDNR_Water Rights,NEDNR,"NEwr_S10328,NEwr_S10327",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-21,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17312B,NEDNR_Water Rights,NEDNR,"NEwr_S10330,NEwr_S10329",NEDNR_Allocation,,,,,,,,,,Active,,1970-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17312C,NEDNR_Water Rights,NEDNR,"NEwr_S10331,NEwr_S10332",NEDNR_Allocation,,,,,,,,,,Active,,1980-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17312D,NEDNR_Water Rights,NEDNR,"NEwr_S10333,NEwr_S10334",NEDNR_Allocation,,,,,,,,,,Active,,1990-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17312E,NEDNR_Water Rights,NEDNR,"NEwr_S10335,NEwr_S10336",NEDNR_Allocation,,,,,,,,,,Active,,1993-01-01,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17313,NEDNR_Water Rights,NEDNR,NEwr_S3000,NEDNR_Allocation,,,,,,,,,,Active,,1993-09-10,,09/30,04/01,,160.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17314,NEDNR_Water Rights,NEDNR,NEwr_S7782,NEDNR_Allocation,,,,,,,,,,Active,,1993-09-16,,09/30,04/01,,55.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17315,NEDNR_Water Rights,NEDNR,"NEwr_S5660,NEwr_S5661",NEDNR_Allocation,,,,,,,,,,Active,,1993-09-23,,09/30,04/01,,900.0,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17316,NEDNR_Water Rights,NEDNR,"NEwr_S3031,NEwr_S3030",NEDNR_Allocation,,,,,,,,,,Active,,1993-09-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17318,NEDNR_Water Rights,NEDNR,"NEwr_S12185,NEwr_S12186",NEDNR_Allocation,,,,,,,,,,Active,,1993-10-06,,09/30,04/01,,0,Induced Ground Water Recharge,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17322,NEDNR_Water Rights,NEDNR,NEwr_S3013,NEDNR_Allocation,,,,,,,,,,Active,,1993-10-12,,09/30,04/01,,24.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17323,NEDNR_Water Rights,NEDNR,NEwr_S3070,NEDNR_Allocation,,,,,,,,,,Active,,1993-10-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17327,NEDNR_Water Rights,NEDNR,NEwr_S5740,NEDNR_Allocation,,,,,,,,,,Active,,1993-11-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17328A,NEDNR_Water Rights,NEDNR,"NEwr_S3038,NEwr_S3037",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17328B,NEDNR_Water Rights,NEDNR,"NEwr_S3039,NEwr_S3040",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17329,NEDNR_Water Rights,NEDNR,"NEwr_S10325,NEwr_S10326",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-30,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17330,NEDNR_Water Rights,NEDNR,"NEwr_S10337,NEwr_S10338",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-30,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17331,NEDNR_Water Rights,NEDNR,"NEwr_S10343,NEwr_S10344",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-30,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17332,NEDNR_Water Rights,NEDNR,"NEwr_S10308,NEwr_S10307",NEDNR_Allocation,,,,,,,,,,Active,,1993-11-30,,09/30,04/01,,0,Instream Flow,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17335,NEDNR_Water Rights,NEDNR,NEwr_S8156,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-06,,09/30,04/01,,124.0,Manufacturing,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17336,NEDNR_Water Rights,NEDNR,NEwr_S3032,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-08,,09/30,04/01,,41.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17337,NEDNR_Water Rights,NEDNR,"NEwr_S4057,NEwr_S3033",NEDNR_Allocation,,,,,,,,,,Active,,1993-12-08,,09/30,04/01,,40.0,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17339,NEDNR_Water Rights,NEDNR,NEwr_S3014,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-14,,09/30,04/01,,57.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17340,NEDNR_Water Rights,NEDNR,NEwr_S3016,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-14,,09/30,04/01,,236.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17341,NEDNR_Water Rights,NEDNR,NEwr_S3017,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-14,,09/30,04/01,,200.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17342,NEDNR_Water Rights,NEDNR,NEwr_S1054,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-22,,09/30,04/01,,0,Fish Culture,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17343,NEDNR_Water Rights,NEDNR,NEwr_S3071,NEDNR_Allocation,,,,,,,,,,Active,,1993-12-22,,09/30,04/01,,1.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17344,NEDNR_Water Rights,NEDNR,NEwr_S11710,NEDNR_Allocation,,,,,,,,,,Active,,1994-01-03,,09/30,04/01,,16.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-17345,NEDNR_Water Rights,NEDNR,NEwr_S4252,NEDNR_Allocation,,,,,,,,,,Active,,1994-01-10,,09/30,04/01,,148.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
