FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
721,Burrville Culinary Water,Burrville Culinary Water,Burrville Culinary Water,NP,1028,1058,UTAH21005,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1058, , ,Utah,Sevier,Sevier River,5/5/2002,Otter Creek,05-05-02a,Otter Creek,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,3412.907466,454877.2126,3412.907466,3412.907466,454877.2121,-111.8656685,38.56898974
722,Grass Valley Guest Ranch, , ,NC,2287,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Sevier,Sevier River,5/5/2002,Otter Creek,05-05-02a,Otter Creek,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/17/2017 0:00,354.7637832,7883.139038,354.7637832,354.7637832,7883.1391,-111.880824,38.5121464
723,Ivie Creek Rest Stop, ,Ivie Creek Highway Rest Stop,NC,1040,0,UTAH21018,https://waterlink.utah.gov/deqWater/reports.html?systemId=854, , ,Utah,Sevier,West Colorado River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,874.4487034,37682.84705,874.4487034,874.4487034,37682.84715,-111.4184416,38.75515624
724,Oak Springs State Hwy Rest Stop, ,Oak Springs State Highway Rest Stop,NC,1041,0,UTAH21019,https://waterlink.utah.gov/deqWater/reports.html?systemId=1077, , ,Utah,Sevier,Sevier River,5/5/2002,Otter Creek,05-05-02a,Otter Creek,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,541.5473563,18682.32593,541.5473563,541.5473563,18682.3259,-111.8359926,38.53459394
725,United States Gypsum Co.,United States Gypsum Company,U.S. Gypsum Company,NP,2338,2171,UTAH21041,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2171, , ,Utah,Sevier,Sevier River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,2983.053335,247671.4197,2983.053335,2983.053335,247671.4196,-111.9633256,38.83640338
726,Venice Ward Church, ,Venice Ward Church,NC,1058,0,UTAH21042,https://waterlink.utah.gov/deqWater/reports.html?systemId=1598, , ,Utah,Sevier,Sevier River,5/4/2002,Richfield,05-04-02a,Richfield,0,DWRe,3/29/2017 0:00,ADAMCLARK,5/31/2017 0:00,436.3751862,11338.56079,436.3751862,436.3751862,11338.5609,-112.0071384,38.80044639
727,St. Elizabeth Catholic Church, ,Saint Elizabeth Catholic Church,NTNC,1065,0,UTAH21049,https://waterlink.utah.gov/deqWater/reports.html?systemId=1424, , ,Utah,Sevier,Sevier River,5/4/2002,Richfield,05-04-02a,Richfield,2015,DWRe,3/30/2017 0:00,ADAMCLARK,5/31/2017 0:00,480.5269138,13188.72876,480.5269138,480.5269138,13188.72895,-112.1031091,38.71967206
728,High Top Ranch School, ,High Top Ranch School,NP,1053,0,UTAH21034,https://waterlink.utah.gov/deqWater/reports.html?systemId=787, , ,Utah,Sevier,Sevier River,5/5/2002,Otter Creek,05-05-02a,Otter Creek,2015,DWRe,3/30/2017 0:00,ADAMCLARK,5/31/2017 0:00,969.4573887,49993.36475,969.4573887,969.4573887,49993.3647,-111.8792614,38.51769327
729,Cove Fort RV Park,"B-K Ranch Cove Fort, LLC",Cove Fort RV Park,NC,1784,2031,UTAH14061,https://www.waterrights.utah.gov/asp_apps/viewEditMGT/mgtView.asp?SYSTEM_ID=2031, , ,Utah,Millard,Cedar/Beaver,6/1/2003,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,3/30/2017 0:00,ADAMCLARK,2/26/2020 0:00,520.7519076,15418.62903,520.7519076,520.7519076,15418.62925,-112.604653,38.61119067
730,Cove Fort Chevron, ,Cove Fort Service Inc.,NTNC,704,0,UTAH14066,https://waterlink.utah.gov/deqWater/reports.html?systemId=1747, , ,Utah,Millard,Cedar/Beaver,6/1/2003,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,3/30/2017 0:00,ADAMCLARK,5/31/2017 0:00,643.5717268,23098.82019,643.5717268,643.5717268,23098.8202,-112.6056305,38.61295991
731,Cove Fort LDS Historic Site, ,Cove Fort LDS Historic Site,NC,703,0,UTAH14060,https://waterlink.utah.gov/deqWater/reports.html?systemId=492, , ,Utah,Millard,Cedar/Beaver,6/1/2003,Cove Fort-Black Rock,06-01-03a,Cove Fort-Black Rock,0,DWRe,3/30/2017 0:00,ADAMCLARK,5/31/2017 0:00,1912.680753,124851.5475,1912.680753,1912.680753,124851.5478,-112.5818646,38.60147957
732,Chalk Creek Water System, ,Chalk Creek Water System,NC,669,0,UTAH14014,https://waterlink.utah.gov/deqWater/reports.html?systemId=307, , ,Utah,Millard,Sevier River,5/7/2000,Fillmore,05-07-00a,Fillmore,0,DWRe,3/30/2017 0:00,ADAMCLARK,5/31/2017 0:00,1014.70011,49915.72717,1014.70011,1014.70011,49915.72705,-112.2628535,38.95513733
733,Cedarview Montwell SSD,Cedarview Montwell SSD,Cedarview Montwell SSD,C,2504,11313,UTAH07072,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=11313,"DCWS, DCWCD, Roosevelt City", ,Utah,Duchesne,Uintah,7/3/2013,Roosevelt Duchesne,07-03-13a,Roosevelt Duchesne,2019,DWRe/Supplier,5/1/2020 0:00,ADAMCLARK,10/19/2020 0:00,58287.74423,100416133.2,58287.74423,58287.74423,100416133.2,-110.090692,40.34656178
734,West Desert School, ,West Desert School,NTNC,594,0,UTAH12014,https://waterlink.utah.gov/deqWater/reports.html?systemId=1649, , ,Utah,Juab,West Desert,00-02-02,South GSL Desert,00-02-02a,South GSL Desert,0,DWRe,4/4/2017 0:00,ADAMCLARK,5/31/2017 0:00,933.039909,54539.63147,933.039909,933.039909,54539.6314,-113.8890862,39.64402402
735,Intermountain Power Service,Intermountain Power Service Corporation,Intermountain Power Service Corp,NTNC,2364,2712,UTAH14050,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2712, , ,Utah,Millard,Sevier River,5/2/2004,Delta,05-02-04a,Delta,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,17149.55833,13560616.87,17149.55833,17149.55833,13560616.87,-112.5906099,39.51394939
736,"Materion Natural Resources/Brush-Wellman, Inc.","Materion Natural Resource, Inc.",Materion Natural Resources,NTNC,2363,2610,UTAH14024,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2610, , ,Utah,Millard,Sevier River,5/2/2003,Fool Creek,05-02-03a,Fool Creek,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1876.041653,218916.5939,1876.041653,1876.041653,218916.5939,-112.4366608,39.4682807
737,Delta Egg Farm, ,Delta Egg Farm,NTNC,2365,0,UTAH14062,https://waterlink.utah.gov/deqWater/reports.html?systemId=535, , ,Utah,Millard,Sevier River,5/2/2003,Fool Creek,05-02-03a,Fool Creek,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,788.4780406,33457.53992,788.4780406,788.4780406,33457.5399,-112.3818385,39.51199522
738,Maple Hollow Picnic Area, ,Maple Hollow Picnic Area,NC,672,0,UTAH14018,https://waterlink.utah.gov/deqWater/reports.html?systemId=923, , ,Utah,Millard,Sevier River,5/7/2000,Fillmore,05-07-00a,Fillmore,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1694.808855,78463.93396,1694.808855,1694.808855,78463.93375,-112.1699712,39.06077764
739,Sutherland LDS  Church, ,Sutherland LDS Church,NC,689,0,UTAH14041,https://waterlink.utah.gov/deqWater/reports.html?systemId=1476, , ,Utah,Millard,Sevier River,5/2/2004,Delta,05-02-04a,Delta,0,DWRe,4/10/2017 0:00,ADAMCLARK,10/27/2017 0:00,301.6889291,5685.900879,301.6889291,301.6889291,5685.9008,-112.6338436,39.39081902
740,Maple Peak-Little Sahara, ,Maple Peak-Little Sahara,NC,593,0,UTAH12013,https://waterlink.utah.gov/deqWater/reports.html?systemId=925, , ,Utah,Juab,Sevier River,5/2/2004,Delta,05-02-04a,Delta,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,873.6149392,47319.02197,873.6149392,873.6149392,47319.02195,-112.3064439,39.72682959
741,Ash Grove Cement Inc.,Ash Grove Cement West Inc.,Ash Grove Cement Company,NTNC,2336,2185,UTAH12039,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2185, , ,Utah,Juab,Sevier River,5/2/2003,Fool Creek,05-02-03a,Fool Creek,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,2153.970519,295307.1117,2153.970519,2153.970519,295307.1116,-112.1974966,39.56397325
742,Yuba Lake State Recreation Area, ,Yuba Lake State Recreation Area,NC,587,0,UTAH12006,https://waterlink.utah.gov/deqWater/reports.html?systemId=1714, , ,Utah,Juab,Sevier River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1563.055745,127349.0638,1563.055745,1563.055745,127349.064,-112.0282916,39.37801908
743,Pacificorp - Currant Creek PP,PacifiCorp/Currant Creek Power Plant,Currant Creek,NP,603,11001,UTAH12024,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11001, , ,Utah,Juab,Utah Lake,4/1/2002,Nephi,04-01-02a,Nephi,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,3230.839097,652379.0612,3230.839097,3230.839097,652379.0611,-111.8923975,39.82426682
744,Moroni Feed Co., ,Turkey Plant (Moroni),NTNC,2337,0,UTAH20053,https://waterlink.utah.gov/deqWater/reports.html?systemId=1554, , ,Utah,Sanpete,Sevier River,5/3/2000,Sevier Bridge,05-03-00a,Sevier Bridge,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1109.578278,50069.6582,1109.578278,1109.578278,50069.6582,-111.5817013,39.50067701
745,Palisade State Park, ,Palisade State Park,NC,995,0,UTAH20042,https://waterlink.utah.gov/deqWater/reports.html?systemId=1114, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1839.558979,122981.2782,1839.558979,1839.558979,122981.2779,-111.6658693,39.207443
746,Palisade Lodge, ,Palisade Lodge,NC,2494,0,UTAH20046,https://waterlink.utah.gov/deqWater/reports.html?systemId=1113, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,327.0090437,5716.004272,327.0090437,327.0090437,5716.0043,-111.694369,39.20488457
747,Camperworld - Mt. Pleasent, ,Camperworld - Mt. Pleasent,NTNC,1007,0,UTAH20056,https://waterlink.utah.gov/deqWater/reports.html?systemId=246, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1297.922059,97330.83533,1297.922059,1297.922059,97330.83545,-111.421177,39.50500202
748,Pine Creek Property Owners, ,Pine Creek Ranch POA,NC,1001,1903,UTAH20049,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1903, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,20324.76695,5833946.37,20324.76695,20324.76695,5833946.37,-111.3715161,39.56852063
749,Sunset View Golf Course, ,Sunset View Golf Course,NP,685,0,UTAH14035,https://waterlink.utah.gov/deqWater/reports.html?systemId=1474, , ,Utah,Millard,Sevier River,5/2/2004,Delta,05-02-04a,Delta,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,433.8526394,8904.383057,433.8526394,433.8526394,8904.38295,-112.5202684,39.37391627
750,Burns Bros. Ranch RV Park, ,Burns RV Park,NC,1021,0,UTAH20072,https://waterlink.utah.gov/deqWater/reports.html?systemId=206, , ,Utah,Sanpete,Sevier River,5/1/2000,Gunnison,05-01-00a,Gunnison,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,1143.891484,59400.28052,1143.891484,1143.891484,59400.28035,-111.6222033,39.60351413
751,Indian Ridge WCD, ,Indian Ridge WCD,NC,1008,0,UTAH20057,https://waterlink.utah.gov/deqWater/reports.html?systemId=839, , ,Utah,Sanpete,Utah Lake,4/1/2003,Soldier Summit,04-01-03a,Soldier Summit,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,686.9082086,25136.03967,686.9082086,686.9082086,25136.0394,-111.5111078,39.75947329
752,Mammoth Guard Station, ,Mammoth GS - Gooseberry Campground,NC,986,0,UTAH20024,https://waterlink.utah.gov/deqWater/reports.html?systemId=909, , ,Utah,Sanpete,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,232.4354639,3517.296387,232.4354639,232.4354639,3517.29635,-111.305754,39.69594262
753,Camp Mia Shalom, ,Mia Shalom Recreation Camp,NC,1004,0,UTAH20039,https://waterlink.utah.gov/deqWater/reports.html?systemId=1215, , ,Utah,Sanpete,West Colorado River,8/2/2001,Huntington Creek,08-02-01a,Huntington,0,DWRe,4/10/2017 0:00,ADAMCLARK,5/31/2017 0:00,2105.365265,210084.708,2105.365265,2105.365265,210084.7079,-111.2637581,39.67629223
754,Fairview Lakes Development, ,Fairview Lakes Development,NC,1006,0,UTAH20054,https://waterlink.utah.gov/deqWater/reports.html?systemId=639, , ,Utah,Sanpete,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,5210.631746,1325852.485,5210.631746,5210.631746,1325852.486,-111.3131553,39.64725012
755,Goblin Valley State Park, ,Goblin Valley State Park,NC,368,0,UTAH08024,https://waterlink.utah.gov/deqWater/reports.html?systemId=712, , ,Utah,Emery,West Colorado River,8/3/2004,Lower Muddy Creek,08-03-04a,Muddy Creek,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,1294.590426,101330.3342,1294.590426,1294.590426,101330.3339,-110.7128856,38.57318202
756,"Bronco Utah Operations, LLC","Bronco Utah Operations, LLC",Consolidation Coal Co.,NP,2377,2629,UTAH08027,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2629, , ,Utah,Emery,West Colorado River,8/3/2003,Emery,08-03-03a,Emery,0,DWRe,4/13/2017 0:00,ADAMCLARK,9/4/2019 0:00,1065.026495,75100.68262,1065.026495,1065.026495,75100.6827,-111.2346897,38.87374475
757,Pacificorp - Hunter PP,PacifiCorp (Hunter Plant),Upl Hunter Plant,NP,2380,2720,UTAH08033,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2720, , ,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,08-02-04a,Castle Dale,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,4502.634511,1214588.484,4502.634511,4502.634511,1214588.484,-111.0294996,39.17350188
758,Sportsmans Lodge, , ,NC,2303,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Emery,West Colorado River,8/2/2002,Joes Valley,08-02-02a,Joes Valley,0,DWRe,4/13/2017 0:00,ADAMCLARK,4/13/2017 0:00,1351.422233,60850.69922,1351.422233,1351.422233,60850.6996,-111.2717762,39.30722986
759,Fillmore Subdivision, ,Fillmore Subdivision - Joes Valley,NC,366,0,UTAH08020,https://waterlink.utah.gov/deqWater/reports.html?systemId=651, , ,Utah,Emery,West Colorado River,8/2/2002,Joes Valley,08-02-02a,Joes Valley,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,4178.362929,490169.7645,4178.362929,4178.362929,490169.7645,-111.2849173,39.33770713
760,Energy West, ,Trail Mountain Mine,NP,2379,0,UTAH08009,https://waterlink.utah.gov/deqWater/reports.html?systemId=1538, , ,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,08-02-04a,Castle Dale,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,1506.133066,69073.78442,1506.133066,1506.133066,69073.7844,-111.123169,39.32020397
761,Pacificorp - Huntington PP,PacifiCorp (Huntington Power Plant),PacifiCorp Huntington Plant,NTNC,2447,11095,UTAH08034,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11095, , ,Utah,Emery,West Colorado River,8/2/2004,Castle Dale,08-02-04a,Castle Dale,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,3963.388624,976154.7325,3963.388624,3963.388624,976154.7325,-111.0815866,39.38020966
762,Co-op Mining Co. & Huntington Power Plant,Co-op Mining Company (Bear Canyon Mine),Castle Valley Mining,NTNC,2376,2628,UTAH08041,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2628, , ,Utah,Emery,West Colorado River,8/2/2001,Huntington Creek,08-02-01a,Huntington,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,1784.968833,128361.0491,1784.968833,1784.968833,128361.0489,-111.0942396,39.40868672
763,Cleveland Lloyd Quarry, ,Cleveland Lloyd Dinosaur Quarry,NP,369,0,UTAH08025,https://waterlink.utah.gov/deqWater/reports.html?systemId=460, , ,Utah,Emery,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0,DWRe,4/13/2017 0:00,ADAMCLARK,5/31/2017 0:00,619.8492129,15303.81055,619.8492129,619.8492129,15303.81045,-110.687797,39.32320993
764,ECDC Enviromental,"ECDC Environmental, L.C.", ,NTNC,2371,2194, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2194, , ,Utah,Carbon,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0,DWRe,4/13/2017 0:00,ADAMCLARK,4/13/2017 0:00,3444.066981,259263.7556,3444.066981,3444.066981,259263.7556,-110.4746105,39.53388001
765,Sunnyside Cogeneration Associates,Sunnyside Cogeneration Associates, ,NTNC,2373,2723, ,https://www.waterrights.utah.gov/asp_apps/viewEditIND/indView.asp?SYSTEM_ID=2723, , ,Utah,Carbon,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0,DWRe,4/13/2017 0:00,ADAMCLARK,2/26/2020 0:00,2790.045316,501603.1665,2790.045316,2790.045316,501603.1667,-110.3884881,39.54388329
766,ANR Co. Inc,ANR Company Inc., ,NTNC,2449,2638, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2638, , ,Utah,Carbon,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0,DWRe,4/17/2017 0:00,ADAMCLARK,4/17/2017 0:00,1920.986662,236057.264,1920.986662,1920.986662,236057.264,-111.0122613,39.48462184
767,"Canyon Fuel Co, LLC - Skyline Mine","Canyon Fuel Company, LLC - Skyline Mines",Skyline Mine,NTNC,214,2616,UTAH04040,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2616, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/17/2017 0:00,ADAMCLARK,5/31/2017 0:00,1541.25334,93259.89697,1541.25334,1541.25334,93259.8969,-111.1594307,39.68477031
768,Helaman Hollow Recreation, ,Helaman Hollow Recreation Camp,NC,2451,0,UTAH04057,https://waterlink.utah.gov/deqWater/reports.html?systemId=1796, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/17/2017 0:00,ADAMCLARK,5/31/2017 0:00,1785.591349,149018.4191,1785.591349,1785.591349,149018.4188,-111.159273,39.69536636
769,Clear Creek Camp, ,Clear Creek Camp - Alpine School Dist,NC,203,0,UTAH04025,https://waterlink.utah.gov/deqWater/reports.html?systemId=454, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/17/2017 0:00,ADAMCLARK,5/31/2017 0:00,1112.76509,76023.47791,1112.76509,1112.76509,76023.47795,-111.1609181,39.69726529
770,Aspen View - Scofield Mountain Homes, ,Aspen View - Scofield Mountain Homes,NC,182,0,UTAH04001,https://waterlink.utah.gov/deqWater/reports.html?systemId=61, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/24/2017 0:00,ADAMCLARK,5/31/2017 0:00,3229.028358,469828.7986,3229.028358,3229.028358,469828.798,-111.1754356,39.757428
771,Mountain View, ,Mountain View Campground,NC,206,0,UTAH04029,https://waterlink.utah.gov/deqWater/reports.html?systemId=1008, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1123.366129,52065.76282,1123.366129,1123.366129,52065.76275,-111.1313238,39.79074953
772,Scofield Res. Camp, ,Scofield Reservoir Camp,NC,201,0,UTAH04023,https://waterlink.utah.gov/deqWater/reports.html?systemId=1315, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,2136.749256,172067.3979,2136.749256,2136.749256,172067.3979,-111.1437702,39.79605077
773,Madsen Bay, ,Madsen Bay Campground,NC,221,0,UTAH04049,https://waterlink.utah.gov/deqWater/reports.html?systemId=900, , ,Utah,Utah,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1198.618265,82923.8175,1198.618265,1198.618265,82923.8175,-111.1365384,39.81501482
774,Aspen Cove, ,Aspen Cove Association,C,223,0,UTAH04051,https://waterlink.utah.gov/deqWater/reports.html?systemId=50, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,2019,DWRe,4/20/2017 0:00,ADAMCLARK,10/19/2020 0:00,6923.106848,2228838.808,6923.106848,6923.106848,2228838.808,-111.1557064,39.80239587
775,Clear Creek Utilities,"Clear Creek Utilities, Inc.",Clear Creek Utilities Inc,NC,184,1165,UTAH04003,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1165, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,4/20/2017 0:00,ADAMCLARK,5/31/2017 0:00,1341.131131,85779.33923,1341.131131,1341.131131,85779.33895,-111.1665799,39.77114261
776,Sweet Family Partnership,Sweet Family Partnership,Horizon Mine,NTNC,2375,2203,UTAH04038,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2203, , ,Utah,Carbon,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0,DWRe,4/24/2017 0:00,ADAMCLARK,5/31/2017 0:00,1829.2318,73183.45508,1829.2318,1829.2318,73183.45455,-111.0532369,39.6921218
777,Price Canyon Recreation Area, ,Price Canyon Recreation Area,NP,204,0,UTAH04026,https://waterlink.utah.gov/deqWater/reports.html?systemId=1207, , ,Utah,Carbon,West Colorado River,8/1/2002,Colton,08-01-02a,Colton,0,DWRe,4/24/2017 0:00,ADAMCLARK,5/31/2017 0:00,1492.534279,121633.9832,1492.534279,1492.534279,121633.9826,-110.9173791,39.76011535
778,Taylor - West Weber WID,Taylor-West Weber Water Improvement District,Taylor - West Weber WID,C,1653,1286,UTAH29019,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1286, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe/Supplier,7/31/2019 0:00,ADAMCLARK,10/19/2020 0:00,58332.92332,40439038.2,58332.92332,58332.92332,40439038.2,-112.0797135,41.2326775
779,Bill Barrett Corp., , ,NTNC,2450,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Carbon,West Colorado River,8/1/2002,Colton,08-01-02a,Colton,0,DWRe,4/26/2017 0:00,ADAMCLARK,4/26/2017 0:00,608.4772461,20452.57715,608.4772461,608.4772461,20452.5771,-110.7704027,39.79707693
780,Pacificorp - Carbon PP,PacifiCorp (Carbon Plant), ,NTNC,2374,2721, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2721, , ,Utah,Carbon,West Colorado River,8/1/2002,Colton,08-01-02a,Colton,0,DWRe,4/26/2017 0:00,ADAMCLARK,4/26/2017 0:00,1605.178007,80588.15845,1605.178007,1605.178007,80588.15825,-110.8638882,39.72745583
781,Bacon Rind Ridge Water Co., ,Bacon Rine Ridge Water Company,NP,208,0,UTAH04031,https://waterlink.utah.gov/deqWater/reports.html?systemId=81, , ,Utah,Carbon,West Colorado River,8/1/2003,Price River,08-01-03a,Price A,0, ,4/26/2017 0:00,ADAMCLARK,5/31/2017 0:00,220.4417477,2994.877441,220.4417477,220.4417477,2994.87785,-110.828657,39.59504013
782,"Canyon Fuel Co., LLC - Dugout Canyon Mine","Canyon Fuel Company LLC, Dugout Canyon Mine (Jan Wooton)",Canyon Fuels Co - Dugout,NP,2369,2648,UTAH04054,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2648, , ,Utah,Carbon,West Colorado River,8/1/2001,Scofield,08-01-01a,Scofield,0,DWRe,5/3/2017 0:00,ADAMCLARK,5/31/2017 0:00,1792.379116,121458.5013,1792.379116,1792.379116,121458.5016,-111.2042735,39.6843651
