OID_,SABL_PWSID,BOUNDARY_T,WATER_SYST,WATER_SY_1,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,OBJECTID,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,COUNTY,POPULATION,REGULATING,FEDERAL_CL,STATE_CLAS,ADDR_LINE_,ADDR_LINE1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,SERVICE_CO,GLOBALID,AC_PHONE_N,AC_EMAIL,BOUNDARY_F,DT_VERIFIE,VERIFIED_S,VERIFIED_N,VERIFIED_T,Shape__Are,Shape__Len,Lat,Long
2592,CA0510016,Water Service Area,CA0510016,CCWD - EBBETTS PASS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3986,A,1/1/1976 0:00:00,L,CALAVERAS,12484,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,335 Hunters Dam Road, ,AVERY,CA,95224,5989,{3B5C811F-AEF2-41C4-8D3A-E6202B037853},209-754-3316,jesseh@ccwd.org,WBT Tool,,Not Verified, , ,2060949.724450000096112,6624.360296050000215,38.255527280499997,-120.350112037000002
2593,CA0400067,Water Service Area,CA0400067,FEATHER RIVER SCHOOL,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3987,A,7/28/2016 0:00:00,P,BUTTE,25,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,27 Cox Ln, ,OROVILLE,CA,95965,2,{6C3B2702-ED31-4CC9-A1F1-35D884BA2FD5},530-533-8848,featherriver27@yahoo.com,WBT Tool,,Not Verified, , ,47136.342615000001388,892.435434652000026,39.383273073300003,-121.610553597999996
2594,CA5200538,Water Service Area,CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3988,A,8/3/2016 0:00:00,L,TEHAMA,350,LPA82 - TEHAMA COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,10818 HWY 99E, ,LOS MOLINOS,CA,96055,4,{9390E0BF-C967-4A9A-8712-5C3197F04C1E},530-527-5162,akramer@lassenview.org,WBT Tool,,Not Verified, , ,96314.962270999996690,1308.707853549999982,40.106960489899997,-122.106351086999993
2595,CA3610046,Water Service Area,CA3610046,VALLEY VIEW PARK MWC,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3989,A,1/1/1976 0:00:00,P,SAN BERNARDINO,499,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,22411 CREST FOREST  DR, ,CRESTLINE,CA,92322,218,{57AE8362-C2D8-4366-B60F-EC53F5942C8D},909-338-2741,roberkavert@verizon.net,WBT Tool,,Not Verified, , ,1514017.569140000035986,6327.587792889999946,34.233407172299998,-117.304556855000001
2596,CA5400968,Water Service Area,CA5400968,IMPROVEMENT DISTRICT NO. 1,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3990,A,3/22/1979 0:00:00,L,TULARE,200,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,SKYLINE @ ALTA ACRES DRIVE, ,THREE RIVERS,CA,93271,80,{B995FF44-83E4-47CB-8659-2F57FF96C61E},951-663-1167,yosemite.family.1981@gmail.com,WBT Tool,,Not Verified, , ,882507.989203999983147,4309.450700479999796,36.455605694799999,-118.876670450000006
2597,CA1600507,Water Service Area,CA1600507,HARDWICK WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3991,A,8/8/2016 0:00:00,P,KINGS,69,LPA46 - KINGS COUNTY,COMMUNITY,COMMUNITY,14616 Johnson St., ,HANFORD,CA,93230,20,{30760132-0097-475F-A487-F1A71D0AD56D},559-852-3727,erikcamarillo1993@gmail.com,WBT Tool,,Not Verified, , ,135885.504924999986542,1690.366154800000004,36.402713528200003,-119.719679112999998
2598,CA2000554,Water Service Area,CA2000554,MD 33 FAIRMEAD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3992,A,11/6/2015 0:00:00,L,MADERA,568,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,22527 ROAD 19 1/2, ,MADERA,CA,93637,164,{692B9250-D242-4518-B36A-3C8908F34402},559-675-7811,Marty.Duvall@maderacounty.com,WBT Tool,,Not Verified, , ,539027.109016999951564,4046.595458360000066,37.077036912499999,-120.193768637999995
2599,CA4900684,Water Service Area,CA4900684,FARMER WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3993,A,4/10/1985 0:00:00,P,SONOMA,26,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,9890 Bodega Highway, ,SEBASTOPOL,CA,95472,3,{D9E2359D-9481-4D95-99EC-F099D17342BA},707-823-3873,farmer707@gmail.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,18606.533894500000315,557.147798766000051,38.395199449200000,-122.871709132999996
2600,CA5400880,Water Service Area,CA5400880,THE LAKES ASSOCIATION,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3994,A,4/28/2014 0:00:00,P,TULARE,495,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,1605 N. TAMARACK ST, ,VISALIA,CA,93291,161,{B36B0216-6F73-4946-9BFF-C8ED640A5C4C},559-228-0606,kelwess@iipm.com,WBT Tool,,Not Verified, , ,453613.150910999975167,2880.224600139999893,36.343899590299998,-119.354428964999997
2601,CA3710036,Water Service Area,CA3710036,BORREGO WD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3995,A,1/1/1976 0:00:00,L,SAN DIEGO,3429,DISTRICT 14 - SAN DIEGO,COMMUNITY,COMMUNITY,806 Palm Canyon Drive, ,BORREGO SPRINGS,CA,92004,2033,{01AE89C2-C13D-4304-8793-01E12CE2A5A5},760-767-5806,geoff@borregowd.org,WBT Tool,,Not Verified, , ,185896957.534999996423721,107108.022003000005498,33.261048245200001,-116.350668725000006
2602,CA4500066,Water Service Area,CA4500066,CLEAR CREEK MOBILE PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3996,A,4/30/2015 0:00:00,P,SHASTA,75,LPA75 - SHASTA COUNTY,COMMUNITY,COMMUNITY,6970 WESTSIDE RD,2209 PLAZA DR STE 10,REDDING,CA,96001,40,{9888A1E8-DACD-4FD6-A9E8-9FF20F1D654D},530-244-5007,clearcreek@tricommercial.com,WBT Tool,,Not Verified, , ,23791.186313999998674,662.133331296000051,40.513699404900002,-122.382279198999996
2603,CA2710020,Water Service Area,CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3997,A,2/25/1988 0:00:00,L,MONTEREY,6500,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,136 SAN JUAN ROAD, ,ROYAL OAKS,CA,95076,461,{E1062451-4D73-4DF0-8FE3-F439D465EA37},831-722-1389,donrosa@pajarosunnymesa.com,WBT Tool,,Pending, , ,39534904.867499999701977,68149.952286300002015,36.883047665399999,-121.735670556000002
2604,CA0706102,Water Service Area,CA0706102,BAY STANDARDS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3998,A,5/10/2016 0:00:00,P,CONTRA COSTA,35,LPA37 - CONTRA COSTA COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,24485 MARSH CREEK RD, ,BRENTWOOD,CA,94513,6,{A86B41E5-3C4A-4638-B2E5-BA74AE489D6C},925-634-1181,klandgraf@baystandard.com,WBT Tool,,Not Verified, , ,28041.037957299999107,723.330775145999951,37.898429734799997,-121.668499116999996
2605,CA2000647,Water Service Area,CA2000647,JOHN HOVANNISIAN WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3043,A,11/6/2015 0:00:00,P,MADERA,80,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,RD 225, ,NORTH FORK,CA,93643,18,{86968F1A-588D-4D6C-B48C-F7DDB824A02E},559-287-5894,Bryce@jdhomerentals.com	,WBT Tool,,Not Verified, , ,89798.495046600000933,1191.389156060000005,37.230030194599998,-119.493313943999993
2606,CA2701888,Water Service Area,CA2701888,CACHAGUA MUTUAL WS (#4),SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3044,A,8/1/2016 0:00:00,P,MONTEREY,55,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,CARMEL VALLEY,CA,93924,24,{6EBEC4B3-043C-4AC8-8072-BD6425472D56},831-659-2489,smnewt2000@gmail.com,WBT Tool,,Not Verified, , ,1741581.942999999970198,11899.410607100000561,36.388005529499999,-121.605898160999999
2607,CA2000950,Water Service Area,CA2000950,BBPA FIRE/ARCHCOMB DOMESTIC,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3046,A,5/11/2016 0:00:00,P,MADERA,25,LPA50 - MADERA COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"40405 Brickyard DR, Ste 110", ,MADERA,CA,93636,1,{D985090C-7A26-434D-A8E5-876E0FB069DA},559-449-9090,DARCHER@TARGETCONSTRUCTORS.COM,WBT Tool,,Not Verified, , ,264957.703324000001885,2070.016941190000125,36.896634910400003,-119.813502154000005
2608,CA5800572,Water Service Area,CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3047,A,7/28/2016 0:00:00,P,YUBA,100,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,2989 DYE RD, ,PLUMAS LAKE,CA,95961,27,{7C01AC40-0670-4F77-BCB1-81D9D76043F0},916-205-0296,troy.valentine@att.net,WBT Tool,,Not Verified, , ,145095.059523000003537,1614.588435460000028,39.039281234500002,-121.563466446999996
2609,CA2000690,Water Service Area,CA2000690,MD 73 QUARTZ MOUNTAIN,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3048,A,8/1/2016 0:00:00,L,MADERA,375,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,QUARTZ RIDGE LANE & LONGVIEW LANE EAST, ,COARSEGOLD,CA,93614,127,{E273BB79-4B05-4D00-A409-0914FA772EC7},559-675-7820,chad.brown@madera-county.com,WBT Tool,,Not Verified, , ,3010195.087780000176281,10018.644906699999410,37.194788120399998,-119.679102560999993
2610,CA2000506,Water Service Area,CA2000506,SIERRA LINDA MUTUAL WATER CO,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3049,A,11/6/2015 0:00:00,P,MADERA,200,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,36165 CEDAR LANE, ,WISHON,CA,93669,89,{89AF98D6-59D5-4B21-864D-F0BDB0C9421F},559-877-4701,drdonwill@prodigy.net,WBT Tool,,Not Verified, , ,599972.875599000020884,4041.860288230000151,37.272635931799996,-119.533735793000005
2611,CA2000293,Water Service Area,CA2000293,MD 46 AHWAHNEE RESORTS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3050,A,11/6/2015 0:00:00,L,MADERA,300,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,46785 ROAD 621, ,AHWAHNEE,CA,93601,90,{F71ECD06-20AB-4CF9-A649-3CD08D616FF0},559-675-7820,chad.brown@madera-county.com,WBT Tool,,Not Verified, , ,2954881.259949999861419,10330.548428899999635,37.363270968000002,-119.691674465999995
2612,CA2210906,Water Service Area,CA2210906,MARIPOSA PINES MUTUAL,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3051,A,5/19/1992 0:00:00,P,MARIPOSA,284,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,Hites Cove Road and Snyder Ridge Road, ,MARIPOSA,CA,95338,87,{CE7B2ADE-7440-47EF-B70E-CADF092A6484},209-742-7130,lqleach@sti.net,WBT Tool,4/30/2020 0:00:00,Verified,R. Leach,Water System representative,680404.089781000046059,4343.790439610000249,37.585816007100000,-119.849749559000003
2613,CA2000529,Water Service Area,CA2000529,BONADELLE RANCHOS MUTUAL WATER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3052,A,11/6/2015 0:00:00,P,MADERA,50,LPA50 - MADERA COUNTY,COMMUNITY,COMMUNITY,35193 BONADELLE AVE, ,MADERA,CA,93636,23,{42D2B6B6-662A-48F1-8C4C-08E26F28A94E},559-994-9449,Kenholland70@gmail.com,WBT Tool,,Not Verified, , ,347887.081224999972619,2701.572317520000070,36.965383106799997,-119.907483139000007
2614,CA4900033,Water Service Area,CA4900033,WASHOE HOUSE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3053,A,1/1/1976 0:00:00,P,SONOMA,75,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,2840 Roblar Road, ,PETALUMA,CA,94952,1,{52B5B7D2-BF77-44A8-BE9F-544F81AECDC9},707-795-4544,italianlady27@hotmail.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,48159.370124699998996,1447.106964099999914,38.314450864699999,-122.738497006000003
2615,CA1610009,Water Service Area,CA1610009,KETTLEMAN CITY CSD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3055,A,1/1/1976 0:00:00,L,KINGS,1450,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,110 GENERAL PETROLEUM AVE, ,KETTLEMAN CITY,CA,93239,354,{A2537F32-C41E-40BA-9F49-57DEE1678BAB},559-386-5866,kccsd@att.net,WBT Tool,4/30/2020 0:00:00,Verified,B.Skaggs,Water System representative,3997682.531440000049770,19347.774434700000711,35.999224444500001,-119.961733172999999
2616,CA5403022,Water Service Area,CA5403022,APTCO LLC,SBUCKNAM,10/20/2020 0:00:00,epa\gisservice,1/27/2021 0:00:00,3059,A,4/28/2014 0:00:00,P,TULARE,150,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,391 ROAD 192, ,DELANO,CA,93215,6,{0449B16B-F706-4118-BC2A-6087E44E1CD0},661-792-2107,jimbanuelos@aptcollc.com,WBT Tool,1/26/2021 0:00:00,Verified,BPotter,District / LPA staff member,246842.959671999997227,1987.537969499999917,35.796185431799998,-119.145389076000001
2617,CA0500095,Water Service Area,CA0500095,FOOTHILL COMMUNITY CHURCH,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3060,A,7/29/2016 0:00:00,P,CALAVERAS,85,LPA35 - CALAVERAS COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,3710 Whittle Road, ,ANGELS CAMP,CA,95222,2,{91A28BE6-8AEE-4036-BAC3-FBDA8ED2A401},209-736-4737,info@fccangels.org,WBT Tool,,Not Verified, , ,4254.527822340000057,255.223663218000013,38.039585160300000,-120.533677303999994
2618,CA2300730,Water Service Area,CA2300730,WESTPORT COUNTY WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3061,A,1/5/1981 0:00:00,P,MENDOCINO,369,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,37700 NORTH HWY 1, ,WESTPORT,CA,95488,73,{7F634568-B124-4D14-9290-13806ADA9752},707-962-1612,wcwd55@gmail.com,WBT Tool,,Not Verified, , ,1655113.092560000019148,7145.873748740000337,39.640066972900001,-123.782002910000003
2619,CA4901038,Water Service Area,CA4901038,PASSALACQUA WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3062,A,3/5/1985 0:00:00,P,SONOMA,25,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3805 Lambert Bridge Road, ,HEALDSBURG,CA,95448,1,{8D634096-E612-4B3B-9A34-730CCD928A6A},707-433-5550,jason@passalacquawinery.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,25651.698276700000861,624.614118445000031,38.653514343399998,-122.926016739000005
2620,CA1206002,Water Service Area,CA1206002,PALOMINO ESTATES WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3063,A,3/20/1996 0:00:00,P,HUMBOLDT,64,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,EAST BRANCH ROAD,111 PALOMINO WAY,GARBERVILLE,CA,95542,19,{5F68E44C-B423-4D0A-9228-AECB985B5BD0},707-923-2709,texacorex@gmail.com,WBT Tool,,Not Verified, , ,77008.241215799993370,1854.701092819999985,40.068888243499998,-123.763260002999999
2621,CA1300513,Water Service Area,CA1300513,OCOTILLO MUTUAL WATER CO,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3064,A,7/21/2016 0:00:00,L,IMPERIAL,150,LPA43 - IMPERIAL COUNTY,COMMUNITY,COMMUNITY, , ,OCOTILLO,CA,92259,113,{B3F55597-4361-4EBF-83D7-E70EE15AB854},760-545-1177,dplayer3@gmail.com,WBT Tool,,Not Verified, , ,416229.455564000003505,2768.036337789999834,32.738071219900000,-115.995006453000002
2622,CA4901151,Water Service Area,CA4901151,SCHUG CELLARS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3065,A,12/8/1992 0:00:00,P,SONOMA,25,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,602 Bonneau Road, ,SONOMA,CA,95476,1,{779A67FA-8809-42A3-B1DE-DBA980C69B42},707-939-9363,johannes@schugwinery.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,68622.551496300002327,1254.031228959999908,38.230752895099997,-122.476311326000001
2623,CA4910022,Water Service Area,CA4910022,CANON MANOR WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3066,A,1/1/1976 0:00:00,P,SONOMA,795,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,2496 Curtis Drive, ,PENNGROVE,CA,94951,241,{E13CD8E9-E3AC-4CC5-B3BE-C3421D3BA107},707-539-6397,julie@mfcomputing.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,1942779.970650000032037,8153.796966320000138,38.331354334799997,-122.669147746999997
2624,CA4700503,Water Service Area,CA4700503,CALLAHAN WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3067,A,3/22/1979 0:00:00,L,SISKIYOU,70,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,GENERAL DELIVERY,E. BOULDER CRK 3 MI S W CALLAHAN,CALLAHAN,CA,96014,34,{360F0440-51AA-49CE-A4EC-33067B5D3A82},530-467-3620,GILMORE@SISQTEL.NET,WBT Tool,,Not Verified, , ,1203121.982959999935701,5905.886449589999756,41.301544034999999,-122.798849662999999
2625,CA0900210,Water Service Area,CA0900210,MILLERS HILL SCHOOL,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3070,A,7/29/2016 0:00:00,L,EL DORADO,120,LPA39 - EL DORADO COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,7900 SOUTH SHINGLE RD, ,SHINGLE SPRINGS,CA,95682,7,{52E5F539-57F3-47CD-8386-EA0BE7811450},530-677-0260,TPEARSON@LATROBESCHOOL.COM,WBT Tool,,Not Verified, , ,40897.005961100003333,813.045433280999987,38.556136449599997,-120.990121098000003
2626,CA1400108,Water Service Area,CA1400108,DESIDERATA ESTATES MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3071,A,4/30/2015 0:00:00,P,INYO,19,NON LPA 44 - INYO COUNTY,NON-PUBLIC,STATE SMALL WATER SYSTEM,"122 DESIDERATA LANE, BISHOP, CA  93514", ,BISHOP,CA,93514,14,{8E389EA1-711E-45FD-83D8-3DA0DA403F5C},760-872-1044, ,WBT Tool,,Not Verified, , ,75794.153682000003755,1116.136593960000027,37.362152530400003,-118.436802087999993
2627,CA3100011,Water Service Area,CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3072,A,7/26/2016 0:00:00,P,PLACER,290,LPA61 - PLACER COUNTY,COMMUNITY,COMMUNITY,8815 AUBURN VALLEY RD, ,AUBURN,CA,95603,143,{EA4CD92E-5B22-4DF2-9CFD-3DA8386E27DE},530-269-1668,jleidighavcsd@gmail.com,WBT Tool,,Not Verified, , ,2350274.890610000118613,8253.492229510000470,39.005902482700002,-121.145017546000005
2628,CA2210921,Water Service Area,CA2210921,WHISPERING PINES APARTMENTS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3073,A,5/19/1992 0:00:00,P,MARIPOSA,74,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,6979 HWY 140, ,MIDPINES,CA,95345,28,{10756B71-A70C-4CF6-A0FA-38FE35A991B4},209-742-5380,barryb1639@gmail.com,WBT Tool,,Not Verified, , ,34709.575291499997547,746.971069266999962,37.575352966200001,-119.950898629999998
2629,CA4901327,Water Service Area,CA4901327,GOLD RIDGE PINOT DBA EMERITUS VINEYARDS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3074,A,6/6/2014 0:00:00,P,SONOMA,26,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,2500 GRAVENSTEIN HWY NORTH, ,SEBASTOPOL,CA,95472,1,{60627218-CD38-44FF-BEAD-09D9AF839D1A},707-823-4464,kirk@emeritusvineyards.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,372213.890369999979157,2688.938523849999910,38.429434954500003,-122.855704371000002
2630,CA4901016,Water Service Area,CA4901016,SEQUOIA WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3075,A,3/6/1984 0:00:00,P,SONOMA,100,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1382 Gravenstein Highway South, ,SEBASTOPOL,CA,95472,4,{7EBE97E7-6821-4E20-86B3-C8BB8F5BECB5},949-770-2232,accountspayable@platinumstorage.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,77295.903505399997812,1209.640533369999957,38.384055345400000,-122.813533285000005
2631,CA3100029,Water Service Area,CA3100029,TAHOE CITY PUD - TIMBERLAND,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3076,A,7/26/2016 0:00:00,L,PLACER,200,LPA61 - PLACER COUNTY,COMMUNITY,COMMUNITY,TIMBERLAND LN, ,TAHOE CITY,CA,96145,137,{4D7815B8-C7B1-42F8-9377-6FF834CD3FC1},530-580-6053,tlaliotis@tcpud.org,WBT Tool,,Not Verified, , ,646659.657225999981165,3703.935942669999804,39.127569578699998,-120.167222816999995
2632,CA3410022,Water Service Area,CA3410022,OLYMPIA MOBILODGE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3077,A,1/1/1976 0:00:00,P,SACRAMENTO,450,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,7461 GERBER ROAD, ,SACRAMENTO,CA,95828,200,{4003F3CE-1AD2-4A72-B076-3B2C06D78ECF},916-825-5986,dmount@carollo.com,WBT Tool,,Pending, , ,141012.270320000010543,1585.114916439999888,38.483560120600004,-121.416835085000002
2633,CA3910010,Water Service Area,CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3078,A,1/1/1976 0:00:00,L,SAN JOAQUIN,5990,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,6505 Plymouth Road, ,STOCKTON,CA,95207,1815,{74FE02C2-E3DD-453D-B257-2A1C6E62D6C4},209-468-3091,bguzman@sjgov.org,WBT Tool,,Not Verified, , ,3579937.336840000003576,13937.245892599999934,38.005193898700000,-121.335982485000002
2634,CA1910101,Water Service Area,CA1910101,ORCHARD DALE WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3079,A,1/1/1976 0:00:00,L,LOS ANGELES,25000,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,13819 E. TELEGRAPH ROAD, ,WHITTIER,CA,90604,4325,{D70B417E-1652-4C7F-B84A-687BA3DED529},562-941-0114,ECASTANEDA@ODWD.ORG,WBT Tool,,Not Verified, , ,7347307.988680000416934,25923.441983100001380,33.933272999600000,-118.027864910999995
2635,CA1700601,Water Service Area,CA1700601,LE TRIANON RESORT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3080,A,3/22/1979 0:00:00,P,LAKE,250,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5845 WEST HIGHWAY 20, ,UKIAH,CA,95482,150,{2686136C-DB2F-49A4-969E-F13F49217251},415-388-0500,breezy@suite5000.com,WBT Tool,,Not Verified, , ,197553.887082000001101,2298.197491339999942,39.183258246100003,-123.025523051999997
2636,CA1910200,Water Service Area,CA1910200,SUBURBAN WATER SYSTEMS-COVINA KNOLLS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3081,A,1/27/1961 0:00:00,P,LOS ANGELES,2010,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,"1325 N. GRAND AVENUE, SUITE 100", ,COVINA,CA,91724-4044,498,{600FDEFC-2DCB-408D-95C7-B6AF19838509},626-543-2575,KREICH@SWWC.COM,WBT Tool,,Pending, , ,2155696.110309999901801,13516.440148300000146,34.080344740199997,-117.853967901000004
2637,CA3110034,Water Service Area,CA3110034,CHRISTIAN VALLEY PARK CSD,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3082,A,1/1/1976 0:00:00,L,PLACER,1800,DISTRICT 02 - LASSEN,COMMUNITY,COMMUNITY,3333 CHRISTIAN VALLEY ROAD, ,AUBURN,CA,95603,627,{E6A97054-A7F4-483E-9869-81C5CE739D2F},530-878-8050,don@christianvalley.org,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,11074668.847999999299645,18801.289583599998878,38.979037609700001,-121.074921004999993
