WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
43-2285,1,Oxbow Pond #1,1.94,5,0.46,101,1231,        ,5700
43-4779,2,Unnamed Pond,0.021,2,0.015,626,903,        ,5701
91-5204,2,Unnamed Reservoir #1,1.25,10,0.25,101,1231,        ,5702
35-12575,1,Echo Reservoir,74000,155,0,101,1231,        ,5703
91-5204,3,Unnamed Reservoir #2,1.25,10,0.25,101,1231,        ,5704
43-11346,2,Grouse Creek Cove Pond #2,0.1,11,0.05,621,1010,        ,5705
43-2645,2,Elk Hollow Pond,0.09,12,0.063,101,1231,        ,5706
91-5204,4,Unnamed Reservoir #3,1.25,10,0.25,101,1231,        ,5707
71-3285,1,Carter Pond,2.4,2,0.6,101,1231,        ,5708
23-907,8,28 small stock ponds,0,0,8.4,101,1231,        ,5709
23-907,29,Blue Grass Pond (#5),0,0,161.8,101,1231,        ,5710
43-11510,8,Pond #3,0.683,9,0.39,101,1231,        ,5711
43-11510,2,Pond #4,0.76,18,0.27,101,1231,        ,5712
43-2649,2,Mosby Canyon Pond #1,0.49,3,0.134,101,1231,        ,5713
95-5306,2,unnamed stock pond,0.756,16,0.18,101,1231,        ,5714
23-907,4,Saleratus #1 (#13),0,0,35.7,101,1231,        ,5716
09-438,7,Unnamed,12051,80,700,101,1231,        ,5717
43-2285,2,Pond #2,2.21,5,0.51,101,1231,        ,5718
43-2285,3,Pond #3,2.5,5,0.73,101,1231,        ,5719
55-12472,1,Jones Reservoir,176,36,10,401,1101,        ,5720
43-1606,5,Taylor Reservoir,0.45,5,0.25,101,1231,        ,5721
May-26,4,Kathy`s Pond,0.5,5,0.12,101,1231,        ,5722
59-3433,6,Escalante,0.0584,0,0.0292,101,1231,        ,5723
55-12518,1,Johnson Mill Pond,15,0,3.5,101,1231,        ,5724
91-5091,3,Pond #3,0.79,3,0.41,101,1231,        ,5725
43-11385,2,Grouse Creek Seep Pond #1,0.2,1,0.2,101,1231,        ,5726
43-11385,3,Grouse Creek Seep Pond #2,0.15,3,0.05,101,1231,        ,5727
43-11385,4,Grouse Creek Seep Pond #3,0.075,1,0.05,101,1231,        ,5728
43-11385,5,Grouse Creek Seep Pond #4,0.1,2,0.05,101,1231,        ,5729
91-5091,4,Pond #5,0.87,3,0.68,101,1231,        ,5730
77-463,1,South Creek Reservoir,289,65,16.65,301,1031,        ,5731
77-816,1,South Creek Reservoir,289,65,16.65,301,1031,        ,5732
21-855,28,25 Small Stock Ponds,0,0,7.5,101,1231,        ,5733
21-855,29,Crane Reservoir,0,0,138.8,101,1231,        ,5734
21-855,12,Unnamed (#1),0,0,1,101,1231,        ,5735
21-855,20,Unnamed (#10),0,0,0.9,101,1231,        ,5736
45-6007,2,Kamaya`s Pond,0.5,6,0.1,101,1231,        ,5737
45-6007,3,Amanda`s Pond,0.5,2,0.1,101,1231,        ,5738
45-6007,7,Unnamed Pond (45-5576),2.73,12,0.73,101,1231,        ,5739
61-1072,1,Ego #1 Pond,0.5,6,0.1,101,1231,        ,5740
68-1857,1,Unnamed Storage Tank,0.15,0,0,101,1231,        ,5741
95-1572,4,Little Thompson Reservoir,1.6,14,0,101,1231,        ,5742
66-30,4,Unnamed reservoir,1.34,9,0.45,101,1231,        ,5743
61-811,6,Otter Creek Reservoir,63246,0,0,101,1231,        ,5744
61-2481,2,North Creek Reservoir,300,40,38,101,1231,        ,5745
95-3948,1,Upper Bowns Reservoir,920,33,42,101,1231,        ,5746
65-3321,2,Seven Cedar Hill Reservoirs,0,0,0,1115,315,        ,5747
95-3923,3,unnamed,50,25,2,101,1231,        ,5748
95-4061,2,Browns Reservoir,0.5,12,0.1,101,1231,        ,5749
63-1389,5,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5750
95-1569,1,Cedar Point Reservoir,1.5,14,0.4,101,1231,        ,5751
95-325,3,Abes Knoll Reservoir,1.758,12,0,101,1231,        ,5752
61-2160,4,Unnamed Reservoir,3,0,0,101,1231,        ,5753
95-1567,1,Pinto Reservoir,6.15,18,0,101,1231,        ,5754
66-9,2,Sevier Bridge Reservoir,236000,90,10905.2,101,1231,        ,5755
66-9,12,Gunnison Bend Reservoir,5000,16,706,101,1231,        ,5756
66-70,6,Pond #1,3.8,15,0.25,101,1231,        ,5757
66-70,7,Pond #2,1.4,10,0.14,101,1231,        ,5758
68-233,3,Picture Rock Wash Reservoir,24.38,12,2,101,1231,        ,5759
95-326,3,Parker Hollow Reservoir,0.81,30,0,101,1231,        ,5760
63-2511,2,Twin Lakes,215,27,40,101,1231,        ,5761
63-2511,3,Town Reservoir,350,40,40,101,1231,        ,5762
67-124,1,Unnamed Reservoir,5,0,0,101,1231,        ,5763
65-450,3,Shumway Pond,1,18,0.25,101,1231,        ,5764
95-1576,1,Buffalo Reservoir,9.4,16,0,101,1231,        ,5765
63-2518,2,Unnamed,22.5,0,4,101,1231,        ,5766
63-2114,4,Big Lake Reservoir (A.Mecham Res.),600,12,100,101,1231,        ,5767
95-4052,4,Garfield Butte Reservoir,1,10,2,101,1231,        ,5768
95-553,3,Unnamed Reservoir,300,30,25,101,1231,        ,5769
95-109,1,Narrows Reservoir,1,0,0,101,1231,        ,5770
61-2172,4,Unnamed Reservoir,3,0,0,101,1231,        ,5771
66-71,4,Pond,5,20,0.25,101,1231,        ,5772
95-4074,8,Oil Well Reservoir,1,10,2,101,1231,        ,5773
61-723,3,Dog Valley Reservoir,180,6,0,501,1101,        ,5774
95-106,1,Bentonite Reservoir,3,0,0,101,1231,        ,5775
68-6,1,Sevier Bridge,4171,0,0,101,1231,        ,5776
67-759,4,Duncan Dam,15,5,5,1201,301,        ,5777
95-546,3,Pine Point Reservoir,1.044,0,0,101,1231,        ,5778
95-705,5,Unnamed Reservoir,100,20,10,101,1231,        ,5779
95-4077,4,South Fork Reservoir,3,10,2,101,1231,        ,5780
61-2174,4,Unnamed Reservoir,540,0,0,501,1015,        ,5781
68-42,1,Unnamed Reservoir,5470,0,0,101,1231,        ,5782
68-475,5,Gunnison-Bend Reservoir,4044,18,674,101,1231,        ,5783
68-475,6,DMAD Reservoir,2646,24,585,101,1231,        ,5784
95-1580,1,Wildcat Reservoir,2,15,0.6,101,1231,        ,5785
65-19,3,Unnamed,10,0,0,1101,401,        ,5786
61-1041,5,Duck Creek Reservoir,20.5,12,5.85,101,1231,        ,5787
95-332,3,Unnamed Reservoir,1.112,0,0,101,1231,        ,5788
63-1386,8,Unnamed Reservoir,0,0,0,1001,301,        ,5789
68-1893,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5790
68-1893,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5791
95-1573,4,West Tarantula Reservoir,3.2,19,0.7,101,1231,        ,5792
65-2281,1,"Fritz`s & Peter`s Ponds, stockpond",146.2,15,29.24,101,1231,        ,5793
95-3958,4,Bob`s Hole,215,15,25,101,1231,        ,5794
63-462,5,Unnamed Reservoir,8,10,0,101,1231,        ,5795
63-2821,2,Sevier Bridge Reservoir,89280,0,0,101,1231,        ,5796
68-200,3,Unnamed Reservoir,1.436,9,0,101,1231,        ,5797
95-1565,1,Coyote Reservoir,2.94,13,2.5,101,1231,        ,5798
66-146,6,unnamed pond,10,0,0,101,1231,        ,5799
95-731,1,Unnamed Reservoir,6,10,0.5,101,1231,        ,5800
63-1752,5,Unnamed Reservoir,1.25,10,0,101,1231,        ,5801
68-476,1,DMAD Reservoir,2646,24,585,101,1231,        ,5802
68-476,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5803
63-1387,5,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5804
68-482,1,DMAD Reservoir,2646,24,585,101,1231,        ,5805
68-482,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5806
68-2447,2,Unnamed Reservoir,11000,35,1284.5,1001,228,        ,5807
63-2636,1,Regulating Storage Tank,0.008,0,0,101,1231,        ,5808
65-3338,2,Silver Creek Reservoir,1480,0,0,401,1015,        ,5809
95-1581,1,Sand Cove Reservoir,1.7,25,0,101,1231,        ,5810
95-4019,1,Unnamed Reservoir,100,10,12,101,1231,        ,5811
95-338,3,Unnamed Reservoir,1.957,0,0,101,1231,        ,5812
67-97,3,Unnamed Reservoir,10.19,0,0,101,1231,        ,5813
66-293,4,Unnamed Reservoir,1200,100,30,101,1231,        ,5814
95-545,3,West Cedar Grove Reservoir,0.431,0,0,101,1231,        ,5815
68-47,3,Unnamed Reservoir,94,0,40,101,1231,        ,5816
61-1082,3,Mud Spring Pond,0.5,6,0.1,101,1231,        ,5817
66-39,1,Juab Lake Reservoir,2000,0,0,101,1231,        ,5818
65-2158,3,Narrows,17000,110,655,101,1231,        ,5819
95-4084,5,Berts Mesa Reservoir,4,16,2,101,1231,        ,5820
68-2522,3,Gunnison Bend Reservoir,4044,18,674,416,930,        ,5821
63-1380,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5822
63-1373,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5823
95-1630,6,Unnamed Reservoir,900,20,100,1115,315,        ,5824
61-804,6,Piute,74000,92,2545,101,1231,        ,5825
65-3282,2,Ole Hansen Reservoir,0,0,0,1001,501,        ,5826
68-257,1,Unnamed Reservoir,36.42,0,0,101,1231,        ,5827
95-4046,2,unamed,4,16,2,101,1231,        ,5828
68-1894,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5829
68-1894,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5830
95-1799,1,Unnamed Reservoir,46000,170,900,101,1231,        ,5831
68-48,3,Unnamed Reservoir,99,10,0,101,1231,        ,5832
61-1079,3,Sanford Spring Pond,0.5,6,0.1,101,1231,        ,5833
63-1,2,The Piute Reservoir,82300,94,2720,101,1231,        ,5834
95-1575,1,Oak Creek Reservoir,0.11,10,0.4,101,1231,        ,5835
61-857,4,Unnamed,3,27,15,101,1231,        ,5836
61-55,2,Navajo Lake,3984.95,15,0,1101,630,        ,5837
63-3031,4,Larson Reservoir,500,0,0,101,1231,        ,5838
68-1891,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5839
68-1891,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5840
66-23,4,Unnamed reservoir,0.35,4,0.1,101,1231,        ,5841
68-1809,1,DMAD Reservoir,2646,24,585,101,1231,        ,5842
68-1809,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5843
68-1926,1,DMAD Reservoir,2646,24,585,101,1231,        ,5844
68-1926,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5845
63-1379,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5846
66-7,2,Sevier Bridge Reservoir,236000,90,10905.2,101,1231,        ,5847
63-1388,4,Sevier Bridge Resrvoir,0,0,0,1001,301,        ,5848
68-1897,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5849
68-1897,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5850
95-328,3,Unnamed Reservoir,2.11,0,0,101,1231,        ,5851
63-1384,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5852
95-1801,1,Unnamed Reservoir,45,20,160,101,1231,        ,5853
95-718,1,Unnamed Reservoir,119821,195,1484,101,1231,        ,5854
66-17,3,Reservoir #1,1.36,18,0.45,101,1231,        ,5855
66-17,4,Reservoir #2,0.425,12,0.19,101,1231,        ,5856
66-291,3,Sevier Bridge Reservoir,236000,90,10905.2,101,1231,        ,5857
68-479,1,DMAD Reservoir,2646,24,585,101,1231,        ,5858
68-479,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5859
61-1037,5,Unnamed Reservoir #1,82,18,22.5,101,1231,        ,5860
61-1037,6,Unnamed Reservoir #2,61,15,7.8,101,1231,        ,5861
61-1037,8,Unnamed Reservoir #3,29,15,5.3,101,1231,        ,5862
61-1037,9,Unnamed Reservoir #4,3,7,1,101,1231,        ,5863
61-1037,10,Unnamed Reservoir #5,17,12,5.5,101,1231,        ,5864
61-1037,11,Unnamed Reservoir #6,57,10,10.1,101,1231,        ,5865
68-439,1,Equalizing Reservoir,4,0,0,101,1231,        ,5866
63-1400,7,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5867
65-2015,5,Unnamed Reservoir,2.56,0,0,101,1231,        ,5868
63-5,3,Piute Resrvoir,82300,94,2720,101,1231,        ,5869
95-4060,8,Unnamed,50000,125,1200,101,1231,        ,5870
95-4060,9,Unnamed,50000,175,800,101,1231,        ,5871
63-2281,5,Unnamed Reservoir,2.2,7,6,101,1231,        ,5872
95-1663,5,Unnamed Reservoir #1,0.25,0,0,101,1231,        ,5873
63-3899,1,Sevier Bridge Reservoir,350000,90,10905.2,101,1231,        ,5874
59-5854,1,Utah Lake,870056,11,94311,101,1231,        ,5875
95-1577,1,Upper Mancos Reservoir,9.92,23,0,101,1231,        ,5876
95-113,1,Dog Water Reservoir,5,0,0,101,1231,        ,5877
68-230,1,Swazey Reservoir No. 2,2.74,5,0,101,1231,        ,5878
68-1812,1,DMAD Reservoir,2646,24,585,101,1231,        ,5879
68-1812,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5880
66-1010,5,Juab Reservoir,2000,7,0,1015,615,        ,5881
61-95,1,Unnamed Reservoir,7.7,0,3.1,101,1231,        ,5882
63-1396,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5883
65-451,3,Unnamed Reservoir,0.5,0,0,101,1231,        ,5884
95-1570,1,Bloody Hands Reservoir,1.6,12,0,101,1231,        ,5885
95-559,3,Unnamed Reservoir,3500,15,150,1101,601,        ,5886
95-496,7,Gibbons Reservoir,19,6,0,101,1231,        ,5887
95-102,1,Divide Reservoir,1.5,0,0,101,1231,        ,5888
95-698,4,Unnamed Reservoir,100,20,10,101,1231,        ,5889
95-1660,5,Unnamed Reservoir,0.7,0,0,101,1231,        ,5890
95-4078,4,North Slope Reservoir,3,10,2,101,1231,        ,5891
63-1395,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5892
61-892,4,Panguitch Lake Reservoir,700,45,0,101,1231,        ,5893
68-7,1,Sevier Bridge Reservoir,12069,0,0,101,1231,        ,5894
68-7,2,Delta-Melville Reservoir,105.908,0,0,101,1231,        ,5895
68-7,3,Gunnison Bend Reservoir,105.908,0,0,101,1231,        ,5896
63-2506,6,Unnamed Reservoir,400,50,82,101,1231,        ,5897
66-8,1,Sevier Bridge Reservoir,236000,90,10905.2,101,1231,        ,5898
66-8,2,DMAD Reservoir,7500,0,0,101,1231,        ,5899
65-3180,3,Palisade Lake  (aka Funk`s Lake),1050,0,0,101,1231,        ,5900
95-764,1,Blue Lake Reservoir,20,8,5,101,1231,        ,5901
61-53,1,Watering Pond,0.31,0,0,101,1231,        ,5902
95-339,3,Dell Seep Road Reservoir,0.685,13,0,101,1231,        ,5903
63-471,2,Overnight Storage Pond,2,8,0.25,101,1231,        ,5904
95-331,3,Ottos Reservoir,0.6,0,0,101,1231,        ,5905
95-4076,7,Colman Wash Reservoir,1,10,2,101,1231,        ,5906
95-333,3,Smooth Knoll Resrvoir,0.66,0,0,101,1231,        ,5907
61-1883,4,Panguitch Lake Reservoir,9349,0,1074.5,101,1231,        ,5908
68-202,1,Sevier Lake Reservoir #5,6.573,4,0,101,1231,        ,5909
68-1868,4,Regulating Reservoir,15,0,0,101,1231,        ,5910
95-938,4,Water Dog Lake,0.3,0,0,101,1231,        ,5911
95-4056,2,Unnamed Pit,3,10,2,101,1231,        ,5912
95-4053,2,Unnamed Reservoir,1,15,2,101,1231,        ,5913
66-37,6,Equalizing reservoir,0.15,0,0,101,1231,        ,5914
66-37,7,Equalizing reservoir,0.47,0,0,101,1231,        ,5915
95-4022,12,Unnamed Reservoir,20,15,2,101,1231,        ,5916
95-302,3,Evans Reservoir,1.077,13,0,101,1231,        ,5917
68-480,1,DMAD Reservoir,2646,24,585,101,1231,        ,5918
68-480,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5919
61-2143,5,Otter Creek Reservoir,0,0,0,101,1231,        ,5920
95-434,7,Unnamed Reservoir,17000,110,660,101,1231,        ,5921
61-186,2,Clark Pond,0.1,4,0.05,101,1231,        ,5922
95-1798,5,Fremont River (Mill Meadow),5232,115,155,101,1231,,5923
61-64,11,Navajo Lake,4600,0,0,101,1231,        ,5924
65-3014,5,Unnamed Reservoir,4,0,0,401,701,        ,5925
65-2243,4,Unnamed Reservoir,0.15,6,0.04,101,1231,        ,5926
65-459,1,Stock Ponds,4,11,0.75,1015,415,        ,5927
95-116,1,White Clay Reservoir,2.5,0,0,101,1231,        ,5928
95-323,3,Hunt Reservoir,5.672,0,0,101,1231,        ,5929
68-4,1,Fool Creek Resevoir #1,0,0,0,101,1231,        ,5930
68-4,2,Fookl Creek Reservoir #2,0,0,0,101,1231,        ,5931
68-1896,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5932
68-1896,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5933
95-1578,1,Hare Lake Reservoir,2,0,0,101,1231,        ,5934
95-4702,3,Unnamed,0.055,2,0.03,101,1231,        ,5935
66-32,5,Unnamed reservoir,0.24,0,0,101,1231,        ,5936
95-104,2,Roadside Spring,1,0,0,101,1231,        ,5937
68-1898,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,5938
68-1898,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5939
68-728,3,Unnamed Reservoir,500,7,640,101,1231,        ,5940
95-1297,4,Mable Draw Reservoir,0.2,0,0,101,1231,        ,5941
65-3384,2,Unnamed Reservoir,5.26,0,0,1130,315,        ,5942
65-3384,3,New Canyon,15.5,0,0,1130,315,        ,5943
65-3384,4,White Point Reservoir,5.01,0,0,1130,315,        ,5944
63-1754,3,Unnamed Reservoir,2.25,10,0,101,1231,        ,5945
65-3174,4,Olsen Reservoir,5,0,0,101,1231,        ,5946
95-594,4,Unnamed Reservoir,4,15,1,101,1231,        ,5947
63-2819,2,Sevier Bridge Reservoir,0,0,0,101,1231,        ,5948
63-2819,6,Piute Reservoir,0,0,0,101,1231,        ,5949
67-368,1,Unnamed Reservoir,2,6,0.5,301,831,        ,5950
95-3959,4,Left Hand Reservoir,280,19,16,101,1231,        ,5951
61-1579,4,Panguitch Lake Reservoir,9349,0,1074.5,101,1231,        ,5952
95-320,6,Mill Meadow Reservoir,5232,0,0,1101,331,        ,5953
95-206,1,Beaver Dam Reservoir,84.5,13,12.33,101,1231,        ,5954
63-1391,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5955
63-1374,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5956
63-1385,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5957
95-303,3,Seven Mile Reservoir,3.24,16,0,101,1231,        ,5958
68-198,1,Unnamed Reservoir,6.5,10,0,101,1231,        ,5959
61-2171,2,Unnamed Reservoir,0,0,0,101,1231,        ,5960
95-1579,1,Mud Lake Reservoir,3.3,0,0,101,1231,        ,5961
68-2666,3,Headwater Reservoir,0.15,10,0.02,101,1231,        ,5962
67-366,1,Unnamed Reservoir,2,6,0.5,301,831,        ,5963
95-1794,5,Unnamed Reservoir,100,20,10,101,1231,        ,5964
95-277,3,Twin Corral Pond,18.79,6,0,101,1231,        ,5965
66-103,4,Juab Lake Reservoir,2000,0,0,101,1231,        ,5966
63-1378,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5967
63-1382,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5968
68-199,3,Unnamed Reservoir,1.641,10,0,101,1231,        ,5969
61-1077,4,Pole Flat Spring Pond,0.5,6,0.1,101,1231,        ,5970
66-2,5,Sevier Bridge Reservoir,236000,90,10905.2,101,1231,        ,5971
68-2,2,Unnamed Reservoir,73.96,7,74,101,1231,        ,5972
65-1989,5,Unnamed,3,4,1,401,1031,        ,5973
63-1392,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5974
61-109,3,Windy Ridge,1.512,4,0.23,101,1231,        ,5975
95-4079,4,South Cedar Point Reservoir,3,10,2,101,1231,        ,5976
68-1810,2,DMAD Reservoir,2646,24,585,101,1231,        ,5977
68-1810,3,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5978
63-1397,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,5979
95-506,6,Tidwell Spring Reservoir,10,0,3.5,101,1231,        ,5980
68-83,4,Storage Reservoir,3.342,0,0,101,1231,        ,5981
61-1,2,Unnamed Reservoir,0,0,0,101,1231,        ,5982
95-334,3,Pelham Reservoir,0.93,0,0,101,1231,        ,5983
95-493,6,"Coleman Reservoir, Flatiron Lakes",240,12,30,1115,315,        ,5984
68-477,1,DMAD Reservoir,2646,24,585,101,1231,        ,5985
68-477,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,5986
95-240,1,Unnamed,3.3,0,0,101,1231,        ,5987
63-2503,2,Manning Meadow Reservoir,0,0,0,315,1115,        ,5988
95-4045,2,Rim Reservoir,3,12,2,101,1231,        ,5989
95-114,1,Red Clay Reservoir,2,0,0,101,1231,        ,5990
95-322,3,Unnamed Reservoir,0.165,9,0,101,1231,        ,5991
61-1040,1,Unnamed Reservoir,14.85,12,4.5,101,1231,        ,5992
95-4018,1,Lower Bowns Reservoir,3500,48,140,101,1231,        ,5993
95-499,1,Donkey Lake,232,15,28,101,1231,        ,5994
95-499,18,Reservoir B,100,25,12,101,1231,        ,5995
95-499,3,Round Lake,10,16,20,101,1231,        ,5996
95-499,17,Reservoir A,40,25,7,101,1231,        ,5997
95-3908,1,Unnamed,11000,100,220,101,1231,        ,5998
63-4215,3,Redmond Lake,1080,8,270,101,1231,        ,5999
95-335,3,Donkey  Reservoir,232,17,68.93,101,1231,        ,6000
95-335,4,Lower Reservoir,40,9,15.97,101,1231,        ,6001
95-4054,8,Pink Rocks Reservoir,1,10,2,101,1231,        ,6002
63-209,2,Unnamed Resrvoir,0.283,8,0,101,1231,        ,6003
68-2100,1,Unnamed Reservoir,0.1,3,0.05,101,1231,        ,6004
95-616,3,Neffs Reservoir,50,25,10,1101,331,        ,6005
68-563,3,Gunnison Bend Reservoir,4044,0,674,101,1231,        ,6006
63-1393,8,Sevier Bridge Reservoir,0,0,0,1001,301,        ,6007
63-3074,2,Three Creek Reservoir,1000,0,0,1101,401,        ,6008
68-1892,1,D.M.A.D. Reservoir,11000,35,1284,101,1231,        ,6009
68-1892,2,Gunnison Bend Reservoir,4044,18,674,101,1231,        ,6010
63-1372,5,Sevier Bridge Reservoir,0,0,0,1001,301,        ,6011
95-697,3,Unnamed Reservoir,100,20,10,101,1231,        ,6012
61-44,2,Shakespeare Reservoir,48.9,0,0,101,1231,        ,6013
63-1383,4,Sevier Bridge Reservoir,0,0,0,101,1231,        ,6014
61-417,4,Unnamed Reservoir,20,10,4,101,1231,        ,6015
95-252,1,Equalizing pond,0.75,6,0,101,1231,        ,6016
68-1883,1,Steel Tank,0.03,0,0,101,1231,        ,6017
95-1662,5,Unnamed Reservoir,0.7,0,0,101,1231,        ,6018
95-1766,1,Unnamed Reservoir,300,30,25,101,1231,        ,6019
65-2291,7,Unnamed Reservoir,46,20,4.67,101,1231,        ,6020
95-1568,1,South Trachyte Reservoir,4.6,14,1.8,101,1231,        ,6021
65-3401,4,Burnt Hill Reservoir,40,0,0,401,620,        ,6022
65-3401,5,Cottonwood Reservoir,44.16,0,0,401,620,        ,6023
65-3401,6,Patten Reservoir,42.7,0,0,401,620,        ,6024
65-3401,7,Conrad Reservoir,1502,0,0,401,620,        ,6025
65-3401,8,Logger`s Fork Resrvoir,75,0,0,401,620,        ,6026
65-3401,9,Trout Lake Reservoir,5,0,0,401,620,        ,6027
67-693,4,Jake Dam,20,7,5,1130,301,        ,6028
35-11940,2,Echo Reservoir,74000,155,0,101,1231,        ,6029
61-1558,4,Panguitch Lake Reservoir,9349,0,1074.5,101,1231,        ,6030
61-35,4,Plateau,1770,0,0,1015,315,        ,6031
95-535,3,Black Point Reservoir,1.685,0,0,101,1231,        ,6032
65-445,5,White Hill Pond,0,10,1,101,1231,        ,6033
63-1376,5,Sevier Bridge Reservoir,0,0,0,1001,301,        ,6034
95-1574,1,Stevens Mesa Reservoir,1,10,0,101,1231,        ,6035
68-3,1,Unnamed Reservoir,0,3,0,101,1231,        ,6036
95-691,1,Unnamed Reservoir,25,15,250,101,1231,        ,6037
66-1011,9,Scipio Lake Reservoir,10400,18,1420,901,701,        ,6038
63-1394,4,Sevier Bridge Reservoir,0,0,0,1001,301,        ,6039
68-2107,1,Steel Tank,0.003,0,0,101,1231,        ,6040
68-2107,2,Above ground Steel Tank,0.15,0,0,101,1231,        ,6041
65-3178,4,Lower Lake Reservoir,0,0,0,101,1231,        ,6042
63-1398,4,Sevier Bridge Reservoir Co.,0,0,0,1001,301,        ,6043
61-94,1,Andrew Anderson Reservoir,20.5,9,8.4,101,1231,        ,6044
95-329,3,Big Hollow Reservoir,2.15,0,0,101,1231,        ,6045
68-201,1,Deseret Reservoir #2,4.566,8,0,101,1231,        ,6046
66-94,4,Upper Jack Hollow Stockwater Res.,0.1,4,0.02,101,1231,        ,6047
63-235,2,Unnamed,0.626,6,0.22,101,1231,        ,6048
63-1903,2,Unnamed Reservoir,6,16,1,101,1231,        ,6049
63-1903,3,Unnamed Dam #2,4,16,1,101,1231,        ,6050
66-40,1,Juab Lake Reservoir,2000,11,0,101,1231,        ,6051
68-50,1,Reservoir #1,33.12,9,0,101,1231,        ,6052
68-50,2,Reservoir #2,39.32,0,0,101,1231,        ,6053
66-56,1,Reservoir #5,2.35,12,0,1101,331,        ,6054
68-18,1,Unnamed,34.6,0,0,101,1231,        ,6055
